record_id,sex
18718,Male
2310,Male
2624,Male
14758,Male
28828,Female
21489,Female
3382,Male
47303,Male
44092,Female
30518,Male
23950,Male
23508,Male
14653,Female
25465,Male
9774,Male
43775,Male
18624,Male
1643,Male
38668,Male
2769,Male
17329,Male
23910,Female
134,Female
25176,Male
35618,Female
26001,Male
5847,Male
28198,Female
10879,Male
15019,Male
48408,Male
31316,Male
15206,Male
1075,Male
30084,Female
21840,Male
29041,Male
17989,Male
16547,Female
1882,Female
14773,Male
23286,Male
32997,Male
724,Male
12804,Male
26066,Female
25696,Female
26756,Male
30089,Male
38087,Male
8496,Male
38915,Male
40264,Male
46213,Female
24433,Female
1206,Male
33143,Male
48119,Male
10727,Male
21473,Male
26125,Male
18499,Male
24903,Male
32979,Male
46989,Female
7489,Male
22427,Male
23552,Male
31012,Male
17695,Male
13739,Female
25753,Male
25964,Female
1171,Female
37600,Female
7200,Female
41479,Male
45476,Female
39846,Male
18171,Male
45193,Male
8303,Male
10843,Male
18111,Male
19559,Male
20794,Male
29788,Male
5513,Female
3171,Male
29347,Male
42763,Male
39137,Female
22691,Male
15,Male
46558,Female
11074,Male
5404,Male
30471,Male
40435,Male
10612,Male
45076,Male
15600,Female
35846,Male
31105,Male
27071,Male
11349,Male
31578,Male
5796,Male
28968,Female
13572,Female
47874,Female
16898,Male
22240,Male
40423,Male
8142,Female
43622,Male
13989,Male
40840,Male
32678,Female
48072,Female
13780,Female
13667,Female
19822,Male
41524,Female
36579,Female
35181,Female
40828,Male
23477,Female
38231,Male
46957,Female
46451,Male
3575,Male
16296,Male
8919,Male
27659,Male
31097,Male
14975,Male
37008,Female
46882,Male
42533,Male
6302,Male
22648,Female
41318,Male
12641,Male
23047,Male
4286,Female
6840,Male
45146,Female
1692,Male
7659,Male
19796,Male
29091,Male
2197,Female
28791,Female
1916,Male
24317,Male
31685,Male
1173,Male
14697,Male
46567,Male
10707,Male
45449,Female
38605,Male
47650,Male
39295,Male
300,Male
40415,Male
7090,Male
8483,Male
12396,Male
37010,Male
48469,Male
12014,Female
14455,Female
15515,Male
13230,Female
44713,Female
37542,Female
17231,Male
24244,Male
9721,Female
25073,Female
3346,Female
2279,Female
40818,Female
23991,Male
1220,Male
23912,Male
43076,Female
33203,Female
10938,Female
45541,Male
26673,Male
48712,Male
44735,Male
5645,Female
35061,Female
3968,Male
29058,Female
15317,Female
10979,Male
48353,Female
38260,Male
8683,Female
30355,Female
655,Female
11080,Male
27335,Male
22549,Male
44620,Male
26002,Male
48740,Male
466,Male
22755,Female
41770,Male
17772,Male
39311,Female
44266,Female
26423,Male
36823,Female
12490,Male
44056,Female
11422,Female
11290,Male
40501,Male
11382,Male
3039,Male
4024,Male
3944,Male
23578,Male
35388,Male
9674,Female
28915,Male
34840,Male
35113,Female
9811,Male
13217,Female
43112,Male
6720,Male
37242,Female
23161,Female
47324,Male
25986,Male
43284,Male
10278,Male
9049,Female
7836,Female
4549,Male
2249,Male
36382,Male
22000,Male
44646,Male
35915,Male
43857,Female
22261,Male
46645,Male
27244,Male
40758,Male
33127,Male
13958,Female
66,Female
26358,Male
42218,Male
20769,Male
34404,Female
24837,Male
13249,Male
39744,Male
27327,Male
12845,Male
42229,Male
43767,Male
4504,Female
37862,Female
19446,Male
20218,Male
45600,Male
18873,Female
43578,Female
38635,Male
26156,Male
8984,Female
8011,Female
16530,Male
40746,Male
19738,Male
42324,Female
40891,Female
19558,Male
47109,Male
33995,Female
41968,Male
36618,Female
48121,Female
46438,Male
14549,Male
13286,Male
38346,Female
48587,Male
17213,Male
9011,Male
8537,Female
27367,Female
37192,Female
36947,Male
45359,Female
16174,Male
30654,Male
42207,Male
48035,Female
10625,Male
2886,Male
10648,Male
15755,Male
17417,Male
31378,Male
2889,Male
17187,Female
32436,Male
8566,Male
44903,Female
35567,Female
16471,Male
20728,Male
2630,Male
30242,Male
9768,Female
35198,Male
3100,Male
18815,Male
27270,Female
22102,Male
35118,Male
42376,Female
44003,Male
40972,Male
40381,Male
11588,Female
39470,Male
28860,Male
39039,Male
13969,Male
7695,Female
18210,Male
22940,Male
33477,Male
28260,Male
44303,Male
45697,Female
29873,Male
4706,Male
41684,Female
20812,Female
15043,Male
48099,Male
14378,Female
20032,Male
15259,Female
45406,Male
22950,Female
29027,Female
25594,Female
21494,Male
43871,Male
23984,Female
33016,Male
16048,Male
23282,Male
22170,Male
37543,Female
41096,Female
4381,Male
26955,Male
31373,Male
36812,Male
21629,Female
44310,Male
3970,Male
28450,Female
35142,Male
20497,Male
11439,Male
18317,Male
15731,Male
24099,Male
24432,Male
14176,Male
21194,Male
9449,Male
47891,Male
17456,Male
4605,Female
7672,Male
45234,Male
22329,Male
12151,Male
38676,Male
46419,Female
41724,Male
30787,Male
26783,Female
10651,Male
13769,Male
48806,Male
44581,Female
41373,Female
48452,Male
33439,Male
24203,Female
41307,Male
41034,Female
12124,Female
1706,Male
45567,Female
942,Male
27812,Female
14475,Female
28787,Male
44075,Male
3306,Male
19871,Male
13294,Female
4064,Male
26834,Male
26023,Male
4307,Male
31362,Male
16387,Female
895,Male
5659,Male
46204,Male
6326,Female
17235,Female
33503,Female
44777,Male
18117,Male
26006,Female
7308,Female
2349,Male
13689,Female
41790,Female
10796,Male
24046,Female
45985,Female
7091,Female
240,Male
45095,Male
20896,Male
44185,Male
28256,Male
7029,Male
2616,Male
34754,Male
26576,Male
40791,Male
9492,Female
34174,Male
27670,Male
14591,Female
1372,Female
37341,Female
16909,Male
30378,Female
22423,Male
17081,Male
38434,Female
22067,Female
28610,Male
7446,Female
35868,Male
41509,Male
47054,Male
40068,Male
39926,Male
13027,Male
36846,Male
46837,Female
47941,Male
38681,Male
33687,Male
10153,Male
44856,Male
42225,Female
9085,Male
10690,Female
47614,Female
28561,Male
21965,Male
20311,Male
19911,Male
46143,Male
26320,Male
9302,Male
764,Male
30123,Male
44044,Male
48169,Male
44071,Female
17011,Female
29904,Male
33522,Male
5075,Female
32782,Female
16365,Female
6548,Male
39230,Male
3792,Male
34764,Male
14470,Male
44642,Male
522,Male
47858,Male
35747,Female
3410,Male
38976,Male
43380,Male
8878,Male
5386,Male
23713,Male
15388,Male
13696,Male
15947,Male
22268,Female
6038,Male
14185,Male
3378,Male
44833,Male
29371,Female
45523,Male
34283,Male
39694,Male
40752,Male
37720,Female
8420,Male
24535,Male
47855,Male
18079,Male
48250,Female
47181,Female
23137,Male
9371,Male
23046,Male
35065,Male
39759,Male
13474,Female
6596,Male
6829,Male
7206,Male
23414,Female
13833,Female
48172,Male
340,Male
25411,Female
41847,Male
21771,Male
12638,Female
29462,Male
30540,Male
231,Female
17006,Male
42106,Female
25510,Male
29544,Female
33081,Female
7211,Male
13434,Male
8102,Male
28616,Male
2918,Male
40243,Male
17699,Female
42469,Male
14244,Male
18145,Female
40166,Female
9133,Female
5636,Male
29201,Male
19387,Male
36173,Male
10436,Female
45767,Male
4799,Male
29118,Male
47047,Female
19807,Female
25202,Male
9905,Male
22862,Female
33862,Female
39180,Female
39840,Male
31655,Male
42133,Male
37617,Female
46104,Male
46476,Male
30447,Female
36739,Male
6080,Male
27541,Male
48327,Male
15431,Male
41368,Female
26653,Female
36181,Male
19659,Male
32489,Male
42261,Female
20897,Male
44082,Female
46677,Male
47971,Male
22506,Male
21113,Male
41103,Female
42339,Male
6895,Female
48404,Female
33099,Male
27039,Male
43568,Male
6972,Male
26577,Male
5191,Female
31740,Male
30143,Male
37730,Male
38000,Male
27291,Male
4533,Male
43691,Male
29463,Male
38632,Male
36391,Male
19540,Male
12785,Male
32760,Male
17320,Female
43324,Female
41485,Male
32699,Female
31856,Female
39689,Female
42757,Male
21080,Male
40117,Female
14759,Female
11043,Female
13684,Male
13875,Female
44920,Male
45252,Male
23483,Male
8666,Male
30454,Male
43809,Male
31859,Male
29877,Male
5086,Male
1210,Male
25004,Male
21714,Male
8155,Female
25314,Male
24372,Female
18501,Female
6744,Male
38588,Female
18252,Female
16316,Female
12070,Male
14276,Male
24882,Female
24629,Male
27871,Male
17026,Male
27178,Male
39905,Male
26970,Female
34680,Female
34978,Female
48117,Female
36075,Female
24910,Female
2982,Male
5305,Male
24327,Female
27490,Male
28081,Male
18265,Male
35698,Male
9279,Female
21341,Male
28956,Female
27692,Male
32238,Male
2262,Female
2482,Male
17779,Male
1230,Male
30663,Male
14846,Male
24442,Male
29783,Female
47581,Female
10654,Male
13214,Male
16643,Male
38155,Male
9130,Male
43352,Female
10124,Male
38492,Female
38075,Male
14663,Male
30050,Male
22805,Female
24293,Male
8427,Male
9062,Male
21198,Male
28240,Female
17802,Male
46828,Male
18245,Male
44898,Female
17387,Male
42025,Male
45389,Male
13468,Male
16366,Female
8482,Male
31135,Male
23678,Male
11822,Male
20305,Male
43674,Female
42454,Male
3739,Male
34610,Male
38612,Female
19591,Female
48073,Male
45935,Male
26213,Male
42464,Male
42808,Female
42505,Male
27967,Male
6025,Male
45430,Female
11298,Male
12632,Male
24096,Female
47,Female
40711,Male
34848,Female
34966,Male
696,Male
41415,Female
1248,Female
30343,Male
8910,Male
10573,Male
41435,Female
15919,Female
25728,Female
31040,Male
25075,Female
14421,Male
8469,Male
7297,Male
13892,Male
18743,Male
23779,Male
43637,Male
7198,Male
4850,Male
2215,Male
20162,Male
29736,Male
25233,Male
19473,Male
2411,Female
4133,Male
6820,Male
4643,Female
46662,Male
2564,Male
23491,Male
42245,Male
8000,Male
9150,Male
28886,Female
11515,Male
24324,Male
25090,Male
19581,Female
15198,Male
5338,Female
31282,Male
11653,Male
45478,Male
8854,Male
15018,Male
33200,Male
31811,Male
43803,Male
12389,Female
31933,Female
22546,Male
15348,Male
33403,Male
25203,Female
20824,Male
30563,Male
14380,Female
22166,Male
10120,Female
3505,Male
11855,Male
47546,Female
10467,Male
36645,Male
2599,Male
23220,Female
47852,Male
33092,Female
5276,Male
1132,Female
10990,Male
1637,Female
23157,Male
36490,Male
47022,Male
11828,Male
3515,Female
9641,Male
9769,Male
13004,Male
42288,Male
1976,Male
31093,Male
968,Male
22214,Male
31404,Male
45585,Female
24040,Female
37307,Female
11996,Male
14544,Female
23317,Male
8571,Female
44202,Male
8041,Female
25978,Male
8762,Female
20807,Male
5176,Male
43594,Female
33742,Female
809,Male
45680,Male
42825,Male
29792,Female
25589,Male
47299,Male
13909,Male
24812,Female
35969,Male
43505,Female
25305,Female
31713,Male
9892,Female
34033,Male
31640,Male
29243,Male
26430,Female
4180,Male
19665,Male
26166,Male
35937,Male
190,Female
2073,Male
11887,Female
12242,Male
47527,Female
11796,Female
26634,Female
17844,Female
24622,Male
18222,Male
27467,Male
28898,Male
1498,Male
48311,Female
25908,Male
48799,Female
35437,Male
15300,Female
1632,Male
47721,Male
8357,Female
14970,Female
1122,Male
29245,Male
29187,Female
48206,Female
47606,Male
28583,Male
30916,Female
31638,Female
12670,Male
5585,Female
38544,Male
46079,Male
39505,Male
25618,Male
8917,Male
16288,Male
10393,Male
13480,Male
40914,Male
20339,Male
13576,Male
31730,Male
26133,Male
21906,Male
11882,Female
26469,Male
21038,Male
7480,Male
2908,Female
39925,Male
21708,Female
35730,Male
6671,Female
42360,Male
30602,Male
20778,Male
25705,Male
28312,Male
37943,Female
17855,Female
18096,Female
18363,Female
45552,Female
15906,Male
18776,Female
8808,Male
33904,Male
3148,Male
16394,Male
2243,Male
343,Male
17487,Male
48323,Female
48652,Female
25631,Female
19232,Female
32468,Male
41077,Male
37322,Male
4993,Male
48332,Male
45207,Female
33435,Male
29937,Male
40609,Female
22642,Male
27211,Male
8630,Male
39527,Male
33777,Male
40803,Female
13862,Male
2074,Male
1234,Female
28463,Male
8667,Male
24166,Male
5690,Male
16763,Male
28689,Female
21748,Male
45492,Female
4708,Male
6913,Male
5509,Male
25727,Male
42930,Male
26738,Female
2774,Male
24354,Female
9308,Male
42951,Female
12572,Male
38693,Male
39519,Male
24859,Male
14724,Male
25387,Male
16119,Female
42314,Female
21457,Male
23423,Male
5730,Male
40548,Male
31206,Male
35826,Male
40204,Female
19302,Male
10251,Female
1558,Male
26488,Female
12225,Female
22365,Male
40164,Male
25778,Male
36483,Male
36351,Male
34263,Female
19760,Female
24570,Female
18285,Male
1910,Male
1786,Female
40590,Female
45088,Female
3850,Male
42555,Male
46909,Male
25334,Male
3610,Male
8135,Male
19585,Male
27056,Female
36309,Male
30366,Male
4428,Male
33774,Male
43133,Male
9081,Male
2364,Male
35107,Female
24995,Male
18640,Female
42390,Male
8438,Female
11744,Male
33068,Male
21303,Male
26662,Male
44253,Male
14496,Male
45083,Male
44658,Female
10244,Female
44700,Female
18904,Female
46782,Male
1830,Male
2604,Male
41175,Female
39835,Female
27637,Male
25325,Male
83,Male
21518,Male
37060,Male
17926,Male
15852,Male
14799,Male
8367,Male
38795,Male
38679,Female
41555,Female
47928,Male
26870,Male
27893,Female
639,Male
17224,Male
6970,Female
27691,Male
20801,Male
34648,Male
46322,Female
37815,Male
30826,Male
13926,Female
25080,Male
30328,Male
36565,Male
36504,Male
4429,Male
16268,Male
23904,Male
9119,Female
821,Female
35430,Female
41176,Male
6987,Male
19378,Female
22150,Male
47736,Male
37633,Male
32334,Male
38190,Male
19683,Male
45374,Female
11845,Male
3911,Male
20753,Male
28523,Male
19154,Male
31627,Male
40428,Male
11376,Male
21564,Male
40790,Female
44412,Female
34102,Female
6485,Male
34329,Female
36475,Female
24677,Female
48634,Male
5005,Male
31077,Male
35176,Male
15179,Male
33416,Male
43865,Male
12854,Male
6000,Male
3398,Male
39491,Female
5394,Male
32673,Male
1187,Male
40014,Male
27157,Female
41765,Male
27855,Female
40867,Male
17703,Male
38156,Female
48289,Male
17060,Male
19486,Male
36752,Female
48646,Male
40614,Female
33676,Male
33237,Male
44747,Male
14486,Female
36216,Male
9453,Male
2710,Male
17473,Male
17672,Male
17145,Female
40986,Male
21007,Female
12019,Female
24016,Male
15492,Male
16675,Male
16448,Female
3126,Male
4687,Female
44157,Female
7989,Male
47317,Male
44886,Male
41015,Female
13891,Male
39929,Male
12620,Male
33034,Male
40136,Female
11707,Male
1914,Male
8334,Female
43623,Male
2686,Male
9189,Male
34765,Female
1120,Male
23746,Female
34747,Male
7086,Male
5142,Female
47288,Male
39127,Female
39644,Male
31301,Male
7523,Male
32373,Female
12245,Male
27241,Female
14711,Female
2223,Male
28331,Female
7946,Male
15026,Male
39308,Male
48765,Female
2863,Male
32677,Male
39238,Male
36689,Male
33409,Male
1280,Male
7402,Male
42653,Male
40553,Male
20654,Male
39452,Male
9472,Male
41516,Female
31506,Female
35255,Male
34972,Male
4773,Male
37259,Female
40471,Male
1423,Male
10537,Male
47486,Male
35453,Female
46221,Male
26804,Male
10210,Male
20513,Male
15099,Male
32306,Male
46198,Male
28585,Male
21261,Male
31425,Male
33146,Male
16785,Male
42123,Male
1837,Male
28417,Male
13242,Female
1533,Male
11337,Female
11140,Male
42461,Female
2903,Male
19409,Male
34547,Male
42664,Male
1071,Male
4391,Male
9946,Female
1162,Male
8533,Male
4084,Female
3881,Female
45683,Male
19694,Female
9212,Male
47424,Female
43251,Female
44444,Male
7869,Male
33257,Female
24663,Female
43211,Female
32763,Male
18579,Female
18426,Male
18369,Female
2637,Female
28624,Male
22039,Male
16991,Female
35119,Male
45729,Male
25963,Male
8052,Male
36223,Male
29628,Female
41449,Female
714,Female
18723,Female
15223,Female
15319,Male
4052,Male
42437,Female
18461,Female
1950,Male
34710,Female
24210,Male
35349,Male
19610,Female
19781,Female
15111,Male
34094,Female
4580,Male
32618,Male
17522,Female
46919,Male
46445,Male
6281,Male
31003,Male
1111,Female
15640,Male
676,Male
18424,Female
47707,Male
30613,Female
37465,Male
14279,Male
21304,Female
14667,Female
29363,Male
20473,Male
36824,Male
9822,Female
2542,Male
35515,Male
29499,Female
44949,Female
44353,Male
28485,Male
21529,Male
16856,Male
36587,Female
17573,Male
29809,Female
23101,Male
35594,Male
181,Female
10855,Male
22925,Male
16209,Male
36295,Male
46446,Male
33636,Male
3919,Male
