record_id,workclass
34780,Private
4187,Private
31590,Private
8679,Private
35841,Private
29938,State-gov
22199,Private
24866,Private
18937,Private
46524,Local-gov
3632,Private
27064,Private
47738,State-gov
35733,Private
1139,Private
11539,Private
29729,Private
13354,Private
26915,State-gov
18346,State-gov
12505,Private
16263,Private
46602,Private
2801,Private
13013,Self-emp-inc
28997,Private
20033,Private
34623,Private
32033,Private
104,Private
47582,State-gov
36207,Private
12819,Private
44460,Private
8943,Private
13880,Local-gov
12941,Private
34601,Private
5740,Private
33919,Local-gov
42966,Private
34184,Private
36389,Private
27074,Local-gov
28102,Private
14309,Private
43917,Private
17922,Private
21059,Private
30993,Private
3695,Self-emp-not-inc
13261,Self-emp-not-inc
14806,Private
2339,Private
41071,State-gov
5333,Private
6504,Private
22309,State-gov
34280,Self-emp-inc
44093,Local-gov
41583,Self-emp-not-inc
8202,Private
37443,Private
23794,Private
700,Local-gov
10937,Private
2310,Private
32668,Private
23950,Local-gov
1809,Self-emp-inc
38557,Private
21273,Private
9774,Private
43775,Private
9343,Private
19608,Private
25176,Local-gov
38225,Self-emp-not-inc
5657,Private
28198,Private
30797,Private
34660,Private
24283,Private
31316,Private
15206,Private
16160,Federal-gov
1075,Self-emp-not-inc
24392,Private
30084,Private
29041,Private
14773,Private
32997,Private
37287,Private
9069,State-gov
21136,Private
86,Local-gov
8496,Private
38915,Private
40264,Private
13582,Private
47617,Local-gov
5137,Self-emp-inc
24903,Private
20751,Private
32979,Self-emp-inc
30705,Private
46989,Private
7489,Private
31012,Private
25753,Private
37600,Private
7200,Private
5043,State-gov
41479,Self-emp-not-inc
10843,Private
19559,Federal-gov
3171,Self-emp-not-inc
42763,Local-gov
41211,Private
43066,Private
34420,Private
36726,Private
10612,Federal-gov
15600,Self-emp-not-inc
35846,Private
18765,Federal-gov
31578,State-gov
40658,Private
21476,Private
16898,Private
22240,Private
40423,Private
8142,Local-gov
13989,Private
31773,Private
40840,Private
48072,Private
13667,State-gov
29641,Private
35181,Self-emp-inc
27111,Private
32265,Local-gov
38838,Local-gov
46957,Private
3575,Private
14975,State-gov
37008,Federal-gov
27839,Self-emp-not-inc
17172,Self-emp-inc
30044,Local-gov
8111,Private
41318,Federal-gov
17663,Private
14409,Private
4286,Private
6840,Private
1692,Private
7659,Private
10775,Private
31685,Private
34227,Self-emp-not-inc
1173,Private
14697,Private
27438,Private
41001,Private
10707,Self-emp-not-inc
45449,Self-emp-not-inc
38605,Private
4321,Private
23566,Private
22999,Private
37010,Local-gov
14455,Private
46460,State-gov
31261,Private
32017,Private
27763,Private
44864,Private
22294,Private
23255,Self-emp-not-inc
44713,Private
24244,Private
25486,Private
34711,Private
25073,Private
12945,Self-emp-not-inc
3346,Private
40818,Local-gov
23912,Private
33203,Federal-gov
43951,Private
39720,Private
8433,Private
3968,Private
43011,Local-gov
26107,Private
11154,Private
32252,Self-emp-not-inc
8683,Private
19658,Private
11080,Private
37843,Private
26423,Private
12490,Private
44056,Local-gov
11290,Self-emp-not-inc
43507,Local-gov
11382,Federal-gov
30023,Private
33845,Federal-gov
27102,Self-emp-not-inc
23578,Private
35388,Private
34275,Private
35113,Self-emp-not-inc
11546,Private
14152,Private
22922,State-gov
37242,Local-gov
38819,Private
35561,Private
30646,State-gov
13031,Private
1808,Local-gov
4549,Private
36859,Private
8444,State-gov
40007,Private
22000,Self-emp-not-inc
42458,Private
35915,Private
19773,Self-emp-not-inc
3619,Private
11366,State-gov
26832,Private
24845,Private
28414,Private
13249,State-gov
19089,Federal-gov
39819,Private
18537,Private
36306,Private
43578,Self-emp-not-inc
38635,Private
8984,Private
8011,Private
16648,Private
40891,Private
47109,Private
33995,Private
29123,Private
14549,Private
45097,Private
28581,Private
12611,Private
24294,Private
9011,Private
38486,Private
37192,Private
678,Private
2840,Private
36947,Private
15755,Private
22093,Private
2889,Private
17187,Federal-gov
8566,Local-gov
43933,Private
3100,Private
22088,Private
27270,Private
22102,State-gov
35614,Private
42376,Private
30030,Private
44494,Private
27671,Local-gov
40972,Private
30516,Private
11588,Private
22118,Private
39470,Private
18760,Private
25058,Private
22676,Private
3030,Private
13785,Private
27281,Self-emp-not-inc
29453,Private
37505,Private
14378,Local-gov
10543,Private
14160,Private
15259,Private
27863,Private
35030,Self-emp-inc
29027,Private
21494,Self-emp-not-inc
23984,Private
33016,Private
15305,Private
18823,Private
4381,Self-emp-not-inc
26955,Private
13241,Local-gov
22909,Local-gov
26053,Private
28450,Private
11439,Private
18317,Private
15089,Private
15731,Self-emp-inc
28897,Private
22765,Self-emp-not-inc
14176,Private
9449,Private
47891,Private
39893,Federal-gov
17456,Private
4605,Private
45234,Local-gov
37718,Private
12151,Private
21065,Private
23085,Private
5994,Private
41034,Private
1706,Private
44098,Private
3595,Self-emp-inc
3306,Private
42564,Private
21983,Private
36206,Local-gov
26023,Private
21380,Private
5659,State-gov
18117,Private
18038,Private
7308,Private
13689,Private
41790,Private
25250,Private
45985,Private
27168,Private
7029,Private
34754,Self-emp-not-inc
23686,Private
1372,Private
9019,Private
33796,Private
6645,Self-emp-not-inc
30378,Local-gov
32382,Local-gov
35308,Self-emp-inc
22067,Private
7446,Private
16442,Private
48223,Private
32119,Private
47054,Private
42568,Private
39926,Private
18603,Self-emp-not-inc
42263,Private
16682,Self-emp-inc
47941,Private
38681,Private
11490,Private
33687,Private
10690,Private
47614,Private
16864,Private
16874,Private
30210,Self-emp-not-inc
20311,Self-emp-not-inc
9519,Private
30123,Self-emp-not-inc
21319,Private
42890,Self-emp-not-inc
30312,Private
38123,Private
19182,Private
3639,Private
32782,Private
16365,Private
6548,State-gov
30546,Private
34764,Private
14470,Local-gov
5415,Private
44642,Local-gov
33594,Self-emp-not-inc
43380,Private
8878,Private
3956,Private
23713,Local-gov
13696,Self-emp-not-inc
22268,Private
29371,Private
17679,Private
746,Private
24535,Private
33067,Private
18079,Private
48250,Private
32308,Private
23046,Private
35065,Private
39759,Private
16623,Private
6596,Private
6829,Private
340,Private
12638,Private
29462,Local-gov
30540,Self-emp-not-inc
35625,Private
8390,Local-gov
33081,Private
40243,Self-emp-inc
28810,Private
17699,Private
17938,Private
14244,Private
40166,Self-emp-inc
9133,State-gov
5636,Private
29201,Private
33628,Private
19387,Private
36173,Private
25127,Private
47622,Private
25202,Private
33862,State-gov
44290,Private
48578,Private
42133,Private
37617,Private
36698,Private
6080,Self-emp-not-inc
27541,Private
24897,Self-emp-not-inc
5572,Private
48327,Private
25364,Self-emp-not-inc
28527,Private
36181,Self-emp-not-inc
6331,Private
19659,Private
42261,Private
47971,Self-emp-not-inc
22506,Private
44006,Private
21113,Local-gov
6895,Private
41758,Private
18146,Self-emp-not-inc
16169,Private
44046,Private
3961,Self-emp-not-inc
6972,Self-emp-not-inc
4117,Private
30143,Self-emp-not-inc
21760,Private
39084,Private
45861,Private
4533,Self-emp-not-inc
43691,Private
38632,Local-gov
19540,Private
15522,Private
40794,Private
17320,Private
7048,Private
41485,Private
36943,Self-emp-not-inc
47407,Private
39689,Private
42757,Private
17105,Private
21080,Private
13684,Private
45120,Self-emp-not-inc
13875,Private
44920,Private
45252,Self-emp-not-inc
8666,Self-emp-not-inc
27090,Local-gov
30454,Private
31859,Private
1210,Self-emp-inc
8155,Private
38588,Private
16316,Private
12070,Private
14276,Self-emp-not-inc
16095,Private
6167,Private
15654,Private
39905,Private
26970,Private
36075,Private
29774,Private
28729,Self-emp-inc
5305,Federal-gov
27490,Self-emp-inc
28081,Private
29396,Private
21341,Self-emp-not-inc
28956,Private
27692,Federal-gov
32238,Private
48052,Private
31620,Private
47581,Private
10898,Private
31148,Federal-gov
43352,State-gov
15865,Private
38492,Private
824,Private
38075,Private
14663,Self-emp-not-inc
18522,Private
36594,Private
17802,Private
46828,Private
15113,Private
33378,State-gov
11350,Self-emp-not-inc
25027,Private
41596,Private
6052,Federal-gov
38503,Private
3762,Private
16565,Private
32721,Private
32873,Self-emp-not-inc
3739,Private
19357,Private
34610,Private
41621,Private
12687,Private
38612,Federal-gov
48073,Private
13401,Private
21687,Local-gov
6025,Private
11298,Private
15211,Private
34966,Private
1248,Private
30343,Private
10573,State-gov
15919,Private
31040,Private
25075,Private
28592,Self-emp-not-inc
14421,Private
13857,Private
1984,Self-emp-inc
25702,Private
48626,Private
32649,Federal-gov
26849,Private
34488,Private
2411,Local-gov
15707,Self-emp-not-inc
31582,State-gov
42245,Private
42510,Self-emp-not-inc
48841,Self-emp-inc
19870,Private
31282,Private
45478,Private
15018,Private
33200,Private
31811,Private
19209,Private
22546,Private
39208,Federal-gov
25203,Private
5557,Private
7435,Private
20503,Private
36645,Private
23220,Private
5276,Private
17733,Private
1637,Private
38177,Private
38585,Private
2068,Private
10758,Private
11828,Private
3515,Self-emp-not-inc
9769,Private
13004,Private
31404,Private
45585,Private
24040,Private
45219,Private
21522,Private
31513,Private
8041,Private
27864,Private
32327,Private
809,Private
16204,Private
34463,Private
42825,State-gov
39293,Private
25589,Private
39160,Private
19665,Private
27766,Private
11887,Private
27455,Private
7315,Private
41085,Private
47919,Private
28898,Private
25908,Self-emp-not-inc
37958,Private
28627,Private
8357,Local-gov
12165,Self-emp-not-inc
14970,Private
13736,Private
28964,Private
16529,Private
46079,Private
21546,Private
25618,Federal-gov
31730,Private
26133,Private
44590,Private
11882,Private
21708,Private
7389,Private
12380,Private
42360,Private
47977,Local-gov
10454,Private
38539,Private
20481,Private
178,Private
13034,Private
43565,Private
46950,Private
37943,Local-gov
33168,Local-gov
10121,Private
20010,Private
18363,Private
3525,Private
13630,Private
15906,Private
17947,Private
8808,Local-gov
15041,Private
29339,Private
343,Private
34386,Private
38556,Private
8016,Private
29937,Private
12905,Private
27211,Self-emp-not-inc
2588,Private
21401,Self-emp-inc
33147,Private
39527,Private
12630,Private
37477,Local-gov
21445,Private
1234,Private
24166,Private
39142,Private
28689,Self-emp-inc
17453,Private
5509,State-gov
25727,Private
41675,Private
8498,Private
25055,Private
24859,Private
12783,Private
18027,Private
25387,Private
42572,Private
9668,Private
11397,Self-emp-inc
20463,Self-emp-not-inc
40548,Private
35826,Private
37652,Private
40204,Local-gov
19302,Self-emp-inc
38302,Private
4481,Private
38836,Private
31942,Local-gov
24570,Private
39165,Local-gov
16213,Private
42555,Self-emp-inc
30017,Private
25334,Private
3610,Private
22868,Private
8135,Private
31932,Self-emp-not-inc
25613,Private
36309,Local-gov
30366,Private
4428,Private
44023,Private
35107,Private
18640,Private
42390,Local-gov
11744,Local-gov
33068,Private
566,Self-emp-inc
2406,Private
33362,Private
26662,Federal-gov
44253,Private
12688,Private
24253,Private
2367,Self-emp-inc
46782,Self-emp-inc
23399,Self-emp-not-inc
1830,State-gov
39835,Private
27637,Private
46652,Private
83,Private
8680,Private
8367,Private
38795,Private
3633,Private
15552,Private
639,Self-emp-not-inc
6970,Local-gov
8460,Private
27691,Private
25799,Federal-gov
3008,Private
34648,Self-emp-not-inc
22803,Self-emp-not-inc
13926,Private
9118,Private
16790,Private
9119,Private
14529,Self-emp-inc
40615,Private
821,Private
35430,Private
19378,Private
22150,Local-gov
46775,Federal-gov
4434,Private
27491,Local-gov
20753,Self-emp-not-inc
19154,Private
40428,Private
271,Private
19670,Self-emp-not-inc
21564,Private
34102,Private
34329,Private
36475,Private
24677,Private
42079,Private
47894,Private
41367,Private
33416,State-gov
23841,Private
32599,Private
17627,Private
37536,Private
17614,Private
3398,Private
39491,Federal-gov
31901,Private
10860,Private
5394,State-gov
32673,Private
641,Private
375,Local-gov
46832,Private
18230,Self-emp-not-inc
22359,Private
33656,Private
31042,Private
40614,State-gov
33237,Private
8426,Private
39616,Private
15283,Self-emp-not-inc
44747,Private
9453,Private
10429,Self-emp-inc
43532,Private
48764,Local-gov
22367,Private
17145,Private
40986,Private
21007,Private
37672,Local-gov
15492,Self-emp-not-inc
41855,Federal-gov
10511,Private
32001,Local-gov
35751,Local-gov
21740,Private
2194,Private
39929,Private
30271,State-gov
47593,Private
8939,Private
34402,Private
23746,State-gov
2545,Private
4649,Private
5142,Private
47288,Private
31301,Private
43195,Private
12245,Private
27241,Private
14711,Local-gov
21404,Private
698,Private
28331,Private
7946,Private
15994,Private
24706,Private
2863,Private
5289,Private
1435,Self-emp-inc
1280,Private
4475,State-gov
28261,Self-emp-not-inc
9472,Private
41516,Private
27989,Local-gov
45391,Local-gov
34972,Private
4773,Self-emp-not-inc
37769,Local-gov
15093,Private
1423,Private
24868,Private
14624,Private
35453,Private
48009,Private
27093,Private
2695,Private
20513,State-gov
15099,Self-emp-not-inc
9233,Private
21091,Private
31425,Private
33146,Private
16785,Private
42171,Private
46006,Self-emp-not-inc
1837,Private
13242,Private
1533,Private
11337,Private
42461,Private
19409,Private
45843,Private
38851,Private
4391,Private
19694,Private
34906,Private
44034,Private
4235,State-gov
31454,Private
32393,Private
29384,Private
18445,Private
2637,Private
25889,Private
22039,Self-emp-not-inc
16991,Local-gov
4492,Local-gov
38968,Private
45729,Self-emp-not-inc
8052,Private
26310,State-gov
40482,Private
12578,Private
23606,Private
7696,Private
45877,Private
10040,Private
18723,Private
15223,Private
15319,Private
42437,Private
1950,Self-emp-not-inc
18242,Private
30079,Private
24210,Private
19781,Private
34094,Private
4580,Private
46919,Private
31003,Private
18424,Private
48609,Private
29949,Self-emp-inc
47707,Private
40992,Private
12523,Private
25006,Private
14279,Private
23765,Local-gov
33428,Private
14284,Self-emp-inc
36824,Private
11384,Private
42425,Private
2808,Private
35515,Self-emp-not-inc
44949,Private
28485,Private
766,State-gov
23553,Private
36587,Private
17573,Local-gov
23101,Private
31009,Private
181,Private
22925,Private
16209,Private
34614,Private
31566,Private
34483,Private
36295,Private
40564,Private
39161,Self-emp-inc
39146,Private
17864,Private
35564,Private
35641,Private
4614,Self-emp-not-inc
10897,Private
28779,Private
25079,Private
31523,Local-gov
44337,State-gov
23940,Private
9593,Private
5791,Private
35301,Private
43833,Private
20169,Private
1364,Federal-gov
6674,Private
31324,Private
38534,Self-emp-inc
48535,Private
47115,Private
36314,Private
33195,Private
19855,Private
15401,Private
20440,Private
24879,State-gov
10945,Private
7181,Self-emp-not-inc
23076,Private
23660,Private
13585,Private
7199,Private
46673,Private
29361,Private
12102,Private
48460,Private
18179,Private
6428,Private
48243,Private
26845,Private
26000,Private
44061,Self-emp-not-inc
24349,Private
16038,Private
28073,Private
16845,Private
22195,Private
28630,Private
3646,Private
19499,Private
21075,Private
25591,Private
47637,Private
12150,Private
12035,Self-emp-not-inc
40977,State-gov
3452,State-gov
30889,Private
16386,Private
12146,Private
6532,Private
12977,Private
40478,Private
1398,Private
28307,Self-emp-inc
33294,Private
39048,Private
27904,Private
39685,Private
28519,Federal-gov
6747,Private
29932,Private
4078,Private
44011,Self-emp-not-inc
15912,Private
23725,Private
48001,Local-gov
41691,Self-emp-not-inc
27198,Private
16025,Self-emp-not-inc
11210,Self-emp-not-inc
35151,Private
2178,Private
35225,Private
8226,Self-emp-inc
38304,Private
34183,Local-gov
48231,Private
22816,Private
17333,Private
24483,Self-emp-inc
2756,Local-gov
34134,Private
25946,Self-emp-not-inc
8184,Private
18817,Self-emp-inc
6983,Private
24227,Private
34996,Private
36430,Private
17618,Private
3132,Private
1757,Self-emp-not-inc
36291,Private
19272,Private
40651,Private
27787,Private
19082,Private
21228,Private
3819,Private
8455,Private
24969,Private
22437,Private
18361,Private
18071,Private
4011,Private
30191,Self-emp-not-inc
34253,Private
39420,Private
31993,Private
14435,Self-emp-inc
8918,Self-emp-inc
16011,Private
3558,Local-gov
19966,Private
4271,Private
4251,Private
30311,Private
25965,Private
17805,Local-gov
13977,Local-gov
47077,Private
37985,Self-emp-not-inc
27145,Private
25362,Private
2994,Self-emp-not-inc
9319,Private
6507,Federal-gov
15034,Private
5861,Self-emp-inc
19429,Local-gov
37694,Local-gov
47763,Private
46788,Private
35375,Federal-gov
21896,Private
28063,Self-emp-inc
27286,Self-emp-not-inc
10108,Private
10552,Private
4616,Private
22394,Private
36285,Private
47031,Federal-gov
26306,Private
18637,State-gov
692,Private
25501,State-gov
40922,Private
40418,Private
5031,Self-emp-not-inc
33315,State-gov
9502,Private
6538,Self-emp-not-inc
11898,Private
10639,Private
48024,Local-gov
36188,Private
33527,Private
23443,Local-gov
11031,Private
47393,Self-emp-inc
30372,Private
15234,Private
10742,Private
36110,Private
25996,Private
25958,State-gov
12596,Private
24115,Private
45681,Private
16812,Without-pay
22670,Private
26951,Private
29087,Private
6793,Private
31508,State-gov
26075,Self-emp-not-inc
8993,Private
39015,Private
6647,Federal-gov
34110,Private
3751,Private
10018,Private
18590,Private
19195,Self-emp-inc
32120,Federal-gov
12846,Private
24641,Private
28294,Self-emp-inc
14669,Private
36745,Private
32111,Private
47123,Federal-gov
227,Self-emp-not-inc
31801,Self-emp-not-inc
48771,Private
20413,Local-gov
38576,Private
7017,Private
41195,Private
40848,Private
46018,Private
5701,Private
1505,Private
32627,Self-emp-inc
42289,Private
21873,Private
37447,Private
43327,Private
35646,Self-emp-inc
7919,Private
22386,Private
16901,Self-emp-not-inc
19276,Private
25959,Private
1274,Private
30319,Self-emp-inc
12145,Private
23604,Private
44927,Local-gov
5077,Private
15675,Private
28177,State-gov
3327,Private
24391,Private
5369,Private
40202,Private
15955,Private
37029,State-gov
17112,Private
21088,Private
31849,Self-emp-not-inc
23133,Private
15001,Private
15537,Self-emp-inc
27096,Private
46258,Self-emp-not-inc
12335,Private
32616,Private
36140,Private
42557,Private
27347,Self-emp-inc
47035,Private
9217,Private
40775,Local-gov
44981,Private
18447,Private
6611,Local-gov
18015,Self-emp-not-inc
20659,Private
7618,Private
30689,Local-gov
4036,Private
10774,Local-gov
19124,Private
2712,Private
332,Private
32171,Private
39074,Self-emp-inc
18408,Self-emp-inc
46225,Private
30460,State-gov
5676,Private
6570,Self-emp-not-inc
42658,Private
31959,Private
9262,Private
47817,Private
31422,Private
21462,Private
2654,Private
11987,Private
46385,Self-emp-not-inc
34498,Private
27833,Private
18061,Private
7290,State-gov
44117,Private
48070,Private
11680,Self-emp-not-inc
24033,Local-gov
23848,Private
41833,Self-emp-not-inc
18699,Private
43853,State-gov
8239,Private
17722,Private
15665,Private
29960,Private
23334,Federal-gov
13620,Private
34671,Private
6423,Private
32603,Private
239,Private
10561,Private
6927,Private
30443,Private
33454,Local-gov
23875,Private
1080,Private
28062,Private
18303,Self-emp-not-inc
48743,Private
5019,Private
7256,Private
28936,Private
35082,State-gov
39320,Private
30497,Self-emp-not-inc
1899,Private
36816,Self-emp-not-inc
46181,Private
28027,Private
44247,Private
26777,Private
28840,Private
44845,Self-emp-not-inc
47062,Private
14490,Private
45425,Self-emp-inc
33678,Private
1904,Private
32411,Private
27410,Private
31447,Private
3219,Private
20428,Private
43752,Private
29131,Private
23004,Private
26193,Private
36267,Local-gov
27514,Private
25866,Self-emp-inc
40129,Self-emp-not-inc
7520,Private
20341,Private
24326,Local-gov
41878,Federal-gov
37717,Private
2876,Private
39806,Self-emp-not-inc
7118,Private
26803,Local-gov
35182,Private
35988,Private
45335,Private
44809,Federal-gov
20996,Self-emp-not-inc
47714,Private
18700,Private
32140,Private
46607,State-gov
7806,Private
19314,State-gov
18064,Private
9952,State-gov
29988,Local-gov
45201,Federal-gov
33420,Private
18431,Private
29345,Private
15126,Private
34592,Private
6370,Private
31642,Private
30766,Self-emp-not-inc
25850,Local-gov
36655,Self-emp-not-inc
20521,Private
46331,Private
27234,Private
21452,Self-emp-not-inc
