record_id,marital-status
30380,Separated
7658,Separated
20123,Never-married
3408,Married-civ-spouse
26473,Married-civ-spouse
45734,Divorced
17327,Married-civ-spouse
13469,Married-civ-spouse
26254,Married-civ-spouse
26910,Never-married
41505,Married-civ-spouse
20999,Widowed
33447,Married-civ-spouse
44876,Never-married
23066,Never-married
28429,Never-married
35177,Married-civ-spouse
3861,Divorced
2400,Never-married
44321,Married-civ-spouse
31246,Married-spouse-absent
26140,Never-married
22070,Divorced
22057,Married-civ-spouse
46501,Widowed
5736,Married-civ-spouse
46885,Married-civ-spouse
38797,Separated
29691,Divorced
29844,Never-married
47807,Married-civ-spouse
13015,Married-civ-spouse
15818,Divorced
18490,Never-married
27052,Married-civ-spouse
263,Married-civ-spouse
48475,Married-civ-spouse
15435,Married-civ-spouse
23269,Divorced
28634,Never-married
6729,Never-married
20780,Married-civ-spouse
7292,Married-civ-spouse
11530,Married-civ-spouse
18399,Married-civ-spouse
39813,Married-civ-spouse
22283,Separated
48804,Married-civ-spouse
3694,Married-civ-spouse
12728,Never-married
48312,Never-married
39256,Widowed
6430,Never-married
11289,Married-civ-spouse
37628,Never-married
10369,Married-civ-spouse
11487,Divorced
30336,Never-married
27575,Widowed
6021,Widowed
8539,Never-married
7841,Never-married
5000,Divorced
37077,Never-married
23717,Never-married
38599,Never-married
14654,Never-married
52,Married-civ-spouse
41984,Never-married
38468,Married-civ-spouse
5476,Never-married
32231,Married-civ-spouse
2039,Married-civ-spouse
6436,Never-married
34956,Married-civ-spouse
9743,Never-married
17289,Divorced
18897,Separated
8589,Never-married
19339,Divorced
31838,Married-civ-spouse
24106,Married-civ-spouse
27820,Widowed
33130,Separated
17941,Divorced
43861,Married-civ-spouse
35440,Widowed
17658,Divorced
21925,Married-civ-spouse
36809,Never-married
21567,Divorced
45005,Never-married
23021,Divorced
39354,Never-married
32095,Never-married
47688,Married-civ-spouse
8381,Widowed
46392,Married-civ-spouse
8503,Married-civ-spouse
23484,Divorced
3665,Never-married
12117,Never-married
6403,Never-married
12263,Married-civ-spouse
27470,Never-married
21955,Never-married
26601,Divorced
23326,Never-married
13915,Never-married
25431,Divorced
2012,Never-married
9075,Married-civ-spouse
20920,Never-married
41117,Married-civ-spouse
48824,Never-married
21054,Married-civ-spouse
21317,Divorced
39018,Married-civ-spouse
40,Married-civ-spouse
3668,Married-civ-spouse
11175,Never-married
20669,Never-married
7231,Divorced
44942,Married-civ-spouse
17084,Married-civ-spouse
47685,Never-married
36084,Married-civ-spouse
32765,Married-civ-spouse
18996,Divorced
23949,Married-civ-spouse
46462,Widowed
24268,Never-married
3564,Married-civ-spouse
5987,Divorced
18239,Married-civ-spouse
10849,Married-civ-spouse
14650,Married-civ-spouse
7592,Married-civ-spouse
4472,Married-civ-spouse
10550,Married-civ-spouse
36704,Married-civ-spouse
1429,Married-civ-spouse
44493,Married-civ-spouse
5363,Never-married
36060,Never-married
37236,Widowed
24356,Married-civ-spouse
1087,Never-married
238,Married-civ-spouse
13998,Married-civ-spouse
35231,Married-civ-spouse
41685,Never-married
24615,Divorced
22458,Married-civ-spouse
15909,Married-civ-spouse
19407,Never-married
7700,Married-civ-spouse
17440,Divorced
7279,Married-spouse-absent
4225,Separated
36526,Married-civ-spouse
38666,Married-civ-spouse
32550,Married-civ-spouse
977,Married-civ-spouse
19684,Never-married
28836,Never-married
12494,Married-civ-spouse
15738,Married-civ-spouse
39415,Married-civ-spouse
22019,Never-married
9960,Never-married
24604,Never-married
12987,Never-married
14046,Never-married
5239,Never-married
47801,Married-civ-spouse
38719,Divorced
38248,Separated
26708,Divorced
43992,Never-married
11888,Divorced
16571,Married-civ-spouse
38958,Married-civ-spouse
43314,Never-married
24732,Married-civ-spouse
40800,Married-civ-spouse
28407,Divorced
11521,Married-civ-spouse
48427,Never-married
13508,Divorced
23998,Married-civ-spouse
41609,Never-married
18782,Never-married
15122,Married-civ-spouse
47067,Divorced
16600,Never-married
272,Married-civ-spouse
38830,Never-married
5430,Married-civ-spouse
46250,Married-civ-spouse
33857,Married-civ-spouse
21525,Never-married
37409,Married-civ-spouse
219,Never-married
39385,Never-married
27890,Married-civ-spouse
46003,Married-civ-spouse
440,Never-married
15965,Divorced
15526,Married-civ-spouse
35999,Never-married
45310,Married-civ-spouse
3293,Married-civ-spouse
18243,Divorced
43800,Divorced
43493,Divorced
31596,Married-civ-spouse
8895,Married-civ-spouse
27824,Divorced
7492,Divorced
22319,Married-civ-spouse
27260,Never-married
31705,Married-civ-spouse
40107,Never-married
26432,Married-civ-spouse
29142,Never-married
6653,Married-civ-spouse
19758,Never-married
34314,Widowed
125,Married-civ-spouse
32970,Married-civ-spouse
34459,Married-civ-spouse
859,Never-married
36623,Married-civ-spouse
24860,Never-married
42364,Never-married
728,Married-civ-spouse
2764,Never-married
11705,Divorced
16383,Divorced
3296,Married-civ-spouse
33994,Never-married
27980,Married-civ-spouse
29077,Married-civ-spouse
30009,Never-married
9620,Divorced
31456,Married-civ-spouse
34937,Never-married
37243,Married-civ-spouse
22768,Divorced
40878,Married-civ-spouse
34369,Married-civ-spouse
38584,Never-married
37949,Separated
38645,Divorced
6262,Never-married
26136,Widowed
31263,Never-married
21672,Married-civ-spouse
8952,Married-civ-spouse
47570,Married-civ-spouse
27151,Married-civ-spouse
34254,Never-married
36115,Married-civ-spouse
45494,Divorced
15764,Separated
36447,Never-married
42022,Married-civ-spouse
42830,Never-married
12685,Married-civ-spouse
37090,Married-civ-spouse
9188,Married-civ-spouse
16184,Never-married
26994,Married-civ-spouse
14858,Divorced
627,Married-civ-spouse
39990,Never-married
38640,Married-civ-spouse
7627,Never-married
12183,Never-married
32863,Divorced
2838,Divorced
36024,Never-married
45235,Married-civ-spouse
1721,Married-civ-spouse
4154,Married-civ-spouse
30333,Never-married
8679,Never-married
23972,Divorced
35841,Never-married
42401,Never-married
45232,Never-married
3069,Divorced
22199,Separated
18937,Never-married
24482,Married-civ-spouse
18806,Married-civ-spouse
47738,Divorced
3154,Married-civ-spouse
43238,Married-civ-spouse
35733,Never-married
11539,Married-civ-spouse
31818,Never-married
23946,Never-married
37343,Married-civ-spouse
29729,Married-civ-spouse
13354,Never-married
41660,Married-civ-spouse
29830,Married-civ-spouse
11992,Never-married
26560,Married-civ-spouse
4060,Married-civ-spouse
47537,Widowed
32033,Married-civ-spouse
31257,Married-civ-spouse
104,Never-married
3883,Married-civ-spouse
3467,Married-civ-spouse
8922,Never-married
47582,Married-civ-spouse
25224,Divorced
12819,Divorced
8943,Never-married
12941,Never-married
16924,Married-civ-spouse
34601,Married-civ-spouse
29198,Married-civ-spouse
46180,Married-civ-spouse
43954,Married-civ-spouse
17922,Never-married
30993,Divorced
1921,Married-civ-spouse
2339,Married-civ-spouse
38586,Never-married
5757,Married-civ-spouse
22309,Married-civ-spouse
44093,Divorced
41583,Married-civ-spouse
36157,Divorced
23794,Never-married
35224,Married-civ-spouse
39275,Divorced
43200,Never-married
24718,Divorced
23007,Married-civ-spouse
22575,Divorced
11435,Married-civ-spouse
14256,Separated
2310,Widowed
3382,Married-civ-spouse
1295,Married-civ-spouse
32668,Never-married
41834,Married-civ-spouse
46262,Married-civ-spouse
16611,Married-civ-spouse
21273,Widowed
18624,Married-civ-spouse
26190,Married-civ-spouse
19608,Never-married
2769,Never-married
23910,Separated
5847,Divorced
14665,Married-civ-spouse
24283,Divorced
31316,Divorced
16160,Widowed
24392,Never-married
21840,Married-civ-spouse
29041,Married-civ-spouse
21136,Divorced
20201,Divorced
26756,Married-civ-spouse
30089,Never-married
86,Married-civ-spouse
8496,Never-married
38915,Married-civ-spouse
4259,Never-married
1527,Married-civ-spouse
13582,Married-civ-spouse
33143,Never-married
48119,Married-civ-spouse
10727,Married-civ-spouse
24903,Widowed
30705,Never-married
7489,Married-civ-spouse
37083,Married-civ-spouse
41049,Married-civ-spouse
13739,Never-married
25753,Never-married
25964,Divorced
5043,Divorced
18171,Separated
18111,Married-civ-spouse
19559,Never-married
42518,Married-civ-spouse
29788,Married-civ-spouse
39137,Never-married
22691,Married-civ-spouse
15,Married-civ-spouse
43066,Married-civ-spouse
46558,Never-married
1363,Divorced
5404,Married-civ-spouse
30471,Never-married
44717,Never-married
10612,Never-married
15600,Divorced
7277,Married-civ-spouse
31578,Married-civ-spouse
40524,Married-civ-spouse
40658,Never-married
47874,Never-married
41225,Never-married
70,Never-married
48072,Never-married
13780,Never-married
41524,Married-civ-spouse
36579,Never-married
35181,Never-married
27111,Never-married
40828,Married-civ-spouse
32265,Married-civ-spouse
38838,Divorced
18526,Never-married
16296,Never-married
6893,Never-married
42220,Married-civ-spouse
37008,Never-married
35127,Married-civ-spouse
46882,Married-civ-spouse
758,Married-civ-spouse
42533,Married-civ-spouse
6302,Married-civ-spouse
22648,Divorced
36702,Married-spouse-absent
14409,Never-married
23047,Married-civ-spouse
4286,Never-married
6840,Never-married
7659,Married-civ-spouse
19796,Married-civ-spouse
10775,Divorced
2197,Never-married
31917,Divorced
10769,Married-civ-spouse
39332,Divorced
1173,Never-married
14697,Never-married
46567,Married-civ-spouse
27438,Widowed
1543,Married-civ-spouse
45449,Never-married
23149,Married-civ-spouse
300,Married-civ-spouse
22999,Never-married
2125,Never-married
37010,Married-civ-spouse
12014,Divorced
14455,Separated
46460,Married-civ-spouse
32017,Divorced
58,Married-civ-spouse
27763,Married-civ-spouse
9426,Divorced
10861,Never-married
24244,Never-married
25486,Never-married
34711,Married-civ-spouse
25073,Divorced
42129,Married-civ-spouse
42246,Divorced
2279,Never-married
43393,Married-civ-spouse
17748,Separated
33654,Married-civ-spouse
23912,Married-civ-spouse
25482,Married-civ-spouse
25443,Divorced
11023,Married-civ-spouse
1255,Married-civ-spouse
15317,Widowed
43011,Divorced
38260,Married-civ-spouse
8683,Widowed
14229,Married-civ-spouse
44620,Never-married
17873,Never-married
22755,Never-married
26423,Married-civ-spouse
12490,Never-married
1483,Never-married
44056,Never-married
36273,Never-married
27102,Married-civ-spouse
3039,Married-civ-spouse
4024,Married-civ-spouse
23578,Married-civ-spouse
14040,Divorced
16636,Never-married
9674,Married-civ-spouse
34275,Married-civ-spouse
1955,Never-married
28915,Never-married
35113,Married-civ-spouse
13217,Never-married
6720,Married-civ-spouse
6222,Divorced
47324,Married-civ-spouse
76,Married-civ-spouse
30646,Married-civ-spouse
18919,Divorced
14942,Married-civ-spouse
9611,Never-married
13031,Never-married
2249,Married-civ-spouse
32264,Married-civ-spouse
44646,Married-civ-spouse
22261,Divorced
3202,Never-married
3619,Married-civ-spouse
42218,Never-married
20769,Married-civ-spouse
34404,Never-married
24837,Never-married
19089,Widowed
12845,Divorced
43767,Divorced
4504,Divorced
19446,Married-civ-spouse
18537,Never-married
29110,Married-civ-spouse
26156,Married-civ-spouse
43483,Married-civ-spouse
16648,Separated
19738,Married-civ-spouse
42324,Never-married
40891,Never-married
27360,Married-civ-spouse
36618,Widowed
46438,Married-civ-spouse
43389,Never-married
13286,Never-married
28581,Never-married
14124,Never-married
12611,Separated
38346,Divorced
24294,Married-civ-spouse
33346,Married-civ-spouse
38486,Never-married
27367,Never-married
46542,Never-married
36947,Married-civ-spouse
45359,Divorced
16174,Married-civ-spouse
30654,Married-civ-spouse
1448,Married-civ-spouse
46276,Married-civ-spouse
2886,Married-civ-spouse
10648,Married-civ-spouse
13865,Divorced
15755,Married-civ-spouse
43862,Married-civ-spouse
2889,Married-civ-spouse
25037,Married-civ-spouse
44903,Divorced
35567,Never-married
21306,Never-married
30242,Married-civ-spouse
9768,Divorced
35198,Never-married
22088,Married-civ-spouse
27270,Separated
35118,Never-married
35614,Married-civ-spouse
35245,Never-married
40381,Never-married
30516,Divorced
5465,Divorced
12647,Married-civ-spouse
22118,Never-married
13969,Never-married
32353,Divorced
41201,Married-civ-spouse
22676,Divorced
13785,Married-civ-spouse
25822,Married-civ-spouse
4706,Married-civ-spouse
20812,Never-married
15043,Married-civ-spouse
14160,Divorced
20032,Married-civ-spouse
45406,Married-civ-spouse
27863,Married-civ-spouse
8159,Never-married
33059,Never-married
29027,Never-married
33941,Married-civ-spouse
33016,Never-married
39735,Never-married
22170,Married-civ-spouse
18823,Divorced
41096,Divorced
13241,Married-civ-spouse
6955,Never-married
8017,Separated
26053,Divorced
11439,Never-married
15731,Married-civ-spouse
44243,Separated
24099,Never-married
28897,Never-married
21194,Never-married
47891,Married-civ-spouse
4605,Never-married
45234,Married-civ-spouse
37718,Married-civ-spouse
12151,Never-married
38676,Married-civ-spouse
46419,Never-married
21065,Married-civ-spouse
338,Never-married
26908,Never-married
23039,Never-married
33006,Married-civ-spouse
48242,Married-civ-spouse
1706,Married-civ-spouse
19434,Married-spouse-absent
45567,Widowed
22972,Married-civ-spouse
16711,Never-married
27995,Widowed
44075,Married-civ-spouse
3306,Never-married
19871,Never-married
42564,Separated
19695,Married-civ-spouse
42571,Married-civ-spouse
36206,Married-civ-spouse
30887,Married-civ-spouse
16387,Never-married
13838,Never-married
43645,Never-married
33974,Married-civ-spouse
6326,Divorced
18117,Divorced
25839,Divorced
26006,Married-civ-spouse
7308,Never-married
2349,Never-married
41790,Divorced
24046,Married-spouse-absent
20332,Married-civ-spouse
38990,Married-civ-spouse
7091,Divorced
240,Married-civ-spouse
44185,Divorced
28256,Married-civ-spouse
2616,Never-married
34754,Never-married
5443,Married-civ-spouse
23686,Married-civ-spouse
11060,Widowed
37341,Never-married
48617,Married-civ-spouse
16909,Married-civ-spouse
17040,Married-civ-spouse
34531,Married-civ-spouse
30378,Never-married
15445,Never-married
16534,Never-married
44657,Never-married
38434,Never-married
35308,Married-civ-spouse
29228,Married-civ-spouse
14727,Divorced
26792,Married-civ-spouse
42568,Married-civ-spouse
18603,Divorced
31305,Married-spouse-absent
11490,Never-married
10153,Married-civ-spouse
44856,Never-married
42225,Divorced
28561,Married-civ-spouse
39440,Widowed
30210,Married-civ-spouse
11128,Married-civ-spouse
14204,Married-civ-spouse
9465,Married-civ-spouse
19911,Never-married
26320,Married-civ-spouse
9302,Married-civ-spouse
30123,Married-civ-spouse
44044,Married-spouse-absent
42890,Married-civ-spouse
33522,Divorced
5075,Married-civ-spouse
25720,Married-civ-spouse
31145,Married-civ-spouse
32782,Never-married
44642,Married-civ-spouse
23222,Married-civ-spouse
35747,Never-married
3410,Married-civ-spouse
43380,Separated
29947,Married-civ-spouse
3956,Divorced
6038,Married-civ-spouse
14185,Never-married
23988,Married-civ-spouse
29371,Never-married
24535,Never-married
47181,Never-married
15463,Never-married
23046,Married-civ-spouse
13474,Widowed
26458,Married-civ-spouse
39007,Married-civ-spouse
7206,Never-married
23414,Separated
12453,Married-civ-spouse
25411,Married-civ-spouse
44696,Never-married
4921,Married-civ-spouse
31334,Separated
30540,Never-married
231,Divorced
25510,Married-civ-spouse
35625,Married-civ-spouse
8468,Married-civ-spouse
32220,Never-married
7476,Married-civ-spouse
33081,Never-married
13434,Married-civ-spouse
28810,Never-married
17699,Married-civ-spouse
17938,Married-civ-spouse
14244,Married-civ-spouse
18145,Never-married
47401,Married-civ-spouse
28071,Never-married
27338,Married-civ-spouse
9133,Never-married
5636,Married-spouse-absent
32904,Married-civ-spouse
33628,Widowed
48745,Married-civ-spouse
10436,Never-married
4799,Never-married
47047,Separated
38893,Never-married
45027,Married-civ-spouse
44290,Divorced
48578,Married-civ-spouse
39180,Divorced
39840,Married-civ-spouse
31655,Married-civ-spouse
36698,Married-civ-spouse
18886,Married-civ-spouse
44453,Married-civ-spouse
6080,Married-civ-spouse
29169,Married-civ-spouse
32882,Married-civ-spouse
35415,Married-civ-spouse
41368,Never-married
38423,Separated
22819,Never-married
36181,Never-married
44082,Never-married
6986,Married-civ-spouse
47971,Married-civ-spouse
6437,Never-married
33099,Married-civ-spouse
27039,Married-civ-spouse
43568,Married-civ-spouse
6972,Married-civ-spouse
31921,Married-civ-spouse
2293,Married-civ-spouse
38610,Married-civ-spouse
5191,Never-married
31740,Married-civ-spouse
13186,Married-civ-spouse
38000,Never-married
37752,Married-civ-spouse
43691,Married-civ-spouse
5979,Never-married
17915,Never-married
36391,Married-civ-spouse
15522,Never-married
12785,Married-spouse-absent
32760,Married-civ-spouse
40794,Married-civ-spouse
17320,Separated
38074,Married-civ-spouse
7048,Married-civ-spouse
41485,Married-civ-spouse
31856,Never-married
36943,Married-civ-spouse
27069,Never-married
40117,Never-married
14619,Divorced
35523,Never-married
27090,Never-married
29877,Married-civ-spouse
5086,Married-civ-spouse
38039,Never-married
21714,Never-married
8155,Divorced
18053,Married-civ-spouse
25314,Divorced
24372,Separated
6744,Married-civ-spouse
38588,Married-civ-spouse
12070,Married-civ-spouse
42205,Divorced
24629,Married-civ-spouse
48810,Never-married
15654,Married-civ-spouse
48330,Married-civ-spouse
24327,Married-civ-spouse
21572,Married-civ-spouse
28081,Married-civ-spouse
29396,Never-married
42043,Married-civ-spouse
27692,Married-civ-spouse
31924,Married-civ-spouse
48052,Divorced
2482,Never-married
17304,Married-civ-spouse
44286,Married-civ-spouse
14846,Married-civ-spouse
10654,Never-married
10898,Never-married
38155,Never-married
9130,Married-civ-spouse
10124,Widowed
38009,Married-civ-spouse
38075,Married-civ-spouse
30050,Never-married
22805,Never-married
24293,Married-civ-spouse
40985,Married-civ-spouse
17387,Never-married
42025,Married-civ-spouse
45389,Married-civ-spouse
8482,Never-married
18861,Divorced
23678,Married-civ-spouse
6052,Divorced
28539,Married-civ-spouse
20549,Married-civ-spouse
13851,Married-civ-spouse
34610,Widowed
6225,Married-civ-spouse
41621,Never-married
20588,Separated
45935,Divorced
28566,Married-civ-spouse
39589,Divorced
42808,Never-married
10384,Divorced
11298,Never-married
20743,Never-married
44963,Divorced
12632,Divorced
47,Divorced
11020,Divorced
40711,Never-married
696,Never-married
1248,Married-civ-spouse
10573,Married-civ-spouse
3294,Divorced
6944,Married-civ-spouse
8469,Never-married
13892,Married-civ-spouse
43637,Married-civ-spouse
2215,Married-civ-spouse
10091,Married-civ-spouse
20162,Married-civ-spouse
26849,Divorced
38445,Never-married
29736,Never-married
25233,Divorced
4133,Married-civ-spouse
6820,Never-married
19895,Married-civ-spouse
2564,Never-married
45647,Divorced
31857,Married-civ-spouse
28535,Never-married
24324,Divorced
29294,Never-married
15198,Divorced
45478,Married-civ-spouse
15018,Married-civ-spouse
31939,Married-civ-spouse
43803,Married-civ-spouse
32759,Never-married
12389,Divorced
40844,Married-civ-spouse
31933,Divorced
5557,Separated
3658,Never-married
20503,Married-civ-spouse
3505,Married-civ-spouse
47546,Never-married
10467,Divorced
36645,Never-married
40229,Married-civ-spouse
23220,Divorced
47852,Married-civ-spouse
10990,Never-married
23157,Married-civ-spouse
36490,Never-married
47022,Married-civ-spouse
10758,Married-civ-spouse
11828,Married-civ-spouse
46242,Never-married
9769,Married-civ-spouse
30597,Never-married
42288,Married-civ-spouse
1976,Never-married
6628,Married-civ-spouse
14544,Never-married
23317,Married-civ-spouse
8571,Married-civ-spouse
42703,Married-civ-spouse
44202,Never-married
8041,Never-married
16697,Divorced
25978,Never-married
8762,Married-spouse-absent
35318,Married-civ-spouse
27377,Married-civ-spouse
42825,Never-married
33850,Married-civ-spouse
47299,Married-civ-spouse
13909,Divorced
41690,Married-civ-spouse
18578,Married-civ-spouse
43505,Married-civ-spouse
34033,Married-civ-spouse
4180,Never-married
26166,Married-civ-spouse
35937,Married-civ-spouse
190,Divorced
42764,Never-married
40814,Married-civ-spouse
40189,Divorced
11796,Married-civ-spouse
17844,Never-married
7237,Never-married
46978,Married-civ-spouse
15300,Divorced
29245,Married-civ-spouse
10047,Married-civ-spouse
47606,Never-married
28583,Married-civ-spouse
6960,Married-civ-spouse
46079,Married-civ-spouse
21546,Never-married
39505,Never-married
25618,Married-civ-spouse
13576,Never-married
31730,Married-civ-spouse
44590,Never-married
21906,Married-civ-spouse
21708,Separated
4916,Married-civ-spouse
6671,Divorced
38539,Married-civ-spouse
20481,Married-civ-spouse
48592,Never-married
30602,Never-married
43565,Married-civ-spouse
46950,Married-civ-spouse
37943,Never-married
4376,Married-civ-spouse
18096,Never-married
20010,Never-married
18363,Never-married
45552,Married-civ-spouse
3525,Married-civ-spouse
21904,Married-civ-spouse
18776,Divorced
39997,Separated
16035,Never-married
21068,Divorced
48652,Divorced
38556,Never-married
8016,Never-married
30643,Married-civ-spouse
32468,Never-married
37322,Never-married
36722,Married-civ-spouse
4993,Never-married
48332,Married-civ-spouse
33435,Never-married
2588,Married-civ-spouse
30442,Never-married
21401,Married-civ-spouse
8630,Never-married
33777,Married-civ-spouse
12630,Married-civ-spouse
21445,Married-spouse-absent
28463,Married-civ-spouse
13400,Divorced
16763,Married-civ-spouse
21748,Married-civ-spouse
45492,Divorced
17453,Married-civ-spouse
2774,Married-civ-spouse
31782,Never-married
24354,Divorced
39519,Never-married
18704,Married-civ-spouse
14724,Married-civ-spouse
18027,Widowed
16119,Divorced
45273,Married-civ-spouse
21457,Married-civ-spouse
9668,Married-civ-spouse
23195,Married-civ-spouse
5730,Never-married
31206,Married-civ-spouse
36421,Married-civ-spouse
37652,Never-married
1558,Never-married
6031,Separated
4481,Never-married
3180,Married-civ-spouse
27710,Married-civ-spouse
19760,Married-civ-spouse
31942,Never-married
24570,Separated
3850,Married-civ-spouse
16213,Never-married
30017,Divorced
3610,Married-civ-spouse
36309,Married-civ-spouse
40679,Married-civ-spouse
39952,Married-civ-spouse
2364,Never-married
35107,Never-married
24995,Married-civ-spouse
42390,Married-civ-spouse
8438,Never-married
11744,Married-civ-spouse
37321,Never-married
4529,Married-civ-spouse
21303,Separated
26662,Never-married
44253,Married-civ-spouse
44658,Never-married
18904,Never-married
46782,Married-civ-spouse
2604,Never-married
40667,Married-civ-spouse
41175,Married-civ-spouse
1042,Divorced
24856,Never-married
8680,Never-married
11274,Never-married
34839,Married-civ-spouse
15539,Separated
3633,Widowed
41555,Never-married
