record_id,race
30620,White
8849,White
17281,White
24186,White
47341,White
48188,White
272,White
44836,White
5430,White
25532,Black
39250,Asian-Pac-Islander
46250,White
4866,White
21842,White
29950,White
6680,White
37409,White
34827,White
26757,White
47465,Black
39385,White
41119,White
28571,White
46003,Black
19142,White
24098,White
47944,White
440,White
43977,White
45222,White
48517,White
15965,White
22631,White
45310,White
48629,White
26059,White
44294,White
18243,Black
43800,White
1028,White
37896,White
8895,Asian-Pac-Islander
35907,White
7492,White
28447,White
36646,White
36102,White
21396,Amer-Indian-Eskimo
22319,White
39871,White
7567,White
31705,White
20115,White
29142,White
6653,White
46691,Black
1102,White
26065,White
42364,White
21727,White
26402,White
38966,White
19762,Black
44292,White
37565,White
48152,Amer-Indian-Eskimo
30488,Black
8631,White
44311,White
2764,White
35381,White
21058,White
22813,White
16383,White
3296,White
32122,White
4582,White
27709,White
10060,White
33994,White
6967,White
47764,White
19165,White
9818,White
43522,White
39278,Amer-Indian-Eskimo
29077,White
14334,White
17475,White
32885,White
31456,White
15884,White
5839,White
44053,White
43733,White
34937,White
22768,White
40878,White
26088,Black
32821,White
34369,Asian-Pac-Islander
31969,Black
22838,White
24481,White
38584,White
27131,White
37949,White
41640,Asian-Pac-Islander
6262,White
21953,Black
41424,White
26136,White
21672,Asian-Pac-Islander
3270,White
9704,White
22598,White
15570,White
1771,White
4046,Black
36115,White
31469,White
36447,White
42830,White
37090,White
30085,White
1287,White
23180,White
39111,White
6378,White
11226,White
9188,White
29893,White
16184,White
26994,White
28656,White
34661,Black
14858,White
39990,White
40462,White
39216,White
30747,White
7660,White
4294,White
37977,White
8862,White
32563,White
43614,White
12183,White
32863,White
26434,White
45235,White
35009,Black
22564,Asian-Pac-Islander
4154,White
43827,White
14290,Asian-Pac-Islander
13030,White
15098,White
25912,White
8679,White
23169,White
6530,White
37530,White
45232,White
19265,White
3069,Black
12304,Black
18937,White
5552,White
46524,Black
7131,White
32589,White
27064,Black
26245,White
21718,Other
11260,Asian-Pac-Islander
19606,White
47738,White
3154,White
22025,White
43238,White
1139,White
11539,White
23946,White
18305,Black
13354,White
41660,White
11127,White
29830,White
40513,White
12505,White
11992,White
20033,White
32033,White
40165,White
3883,White
3467,White
8922,White
36207,White
12834,White
44460,White
39816,White
8943,Other
47149,White
12941,White
16924,Asian-Pac-Islander
34601,White
30256,White
5740,White
46880,White
34184,Black
36389,White
43142,Black
17792,White
34466,White
46180,White
43438,White
35087,White
32052,White
43954,White
48385,White
43917,Black
30993,White
1921,Black
38331,White
17203,White
2339,Asian-Pac-Islander
48728,White
38586,White
31127,White
5333,White
6504,Amer-Indian-Eskimo
16172,White
5757,White
43044,White
34280,White
44093,White
41583,White
8202,White
37443,White
35224,White
39275,White
8126,White
10937,White
43200,White
24718,White
28120,White
8066,Asian-Pac-Islander
20491,White
43105,White
11435,White
14256,White
14758,Black
28828,Black
21489,White
3382,White
1295,White
47303,Black
12948,White
41834,Black
23950,White
1809,White
23508,Asian-Pac-Islander
16611,White
11363,White
39280,White
14653,White
15355,White
43775,Amer-Indian-Eskimo
42670,White
10023,White
26190,White
38668,White
9343,White
19608,White
2769,White
17329,White
134,Black
35410,White
38225,White
35618,White
34660,White
10879,White
48408,White
36523,White
31316,White
6473,White
10961,White
47832,White
23883,White
21840,White
17989,White
33890,White
9069,Black
724,White
11146,White
12804,White
26756,White
38087,White
86,White
38915,White
40264,White
23786,Black
4259,White
46213,White
47617,White
1206,White
48119,White
21473,White
26125,White
18499,White
24903,Black
30705,White
7489,White
22427,Asian-Pac-Islander
37083,Asian-Pac-Islander
11597,Asian-Pac-Islander
41049,White
17695,White
13739,Black
25753,White
1171,Black
37600,Asian-Pac-Islander
7200,White
5043,White
41479,White
45476,White
28088,Asian-Pac-Islander
42518,White
5513,White
39137,White
22691,White
2613,White
43066,White
1363,White
34420,White
5404,White
11222,White
30471,White
36726,White
40435,Black
45076,White
15600,White
7277,White
18765,White
5796,White
28968,White
40524,White
40658,White
47874,Black
16898,White
40423,White
8142,White
13989,White
31773,White
40840,White
32678,White
24824,White
19822,White
41524,White
5926,White
40828,Black
1200,Black
46957,White
46451,White
3575,White
18526,White
16296,White
6893,White
8919,Black
42220,White
31097,White
14975,Black
35127,White
42533,White
17172,Asian-Pac-Islander
30044,White
6302,White
22648,White
41318,White
17663,White
12641,White
36702,White
6840,White
45146,White
19796,White
29091,White
2197,White
31917,White
28791,White
1916,White
31685,White
39332,White
14697,White
10707,White
1543,White
4681,White
19622,White
15634,White
47650,White
23566,White
22999,White
40415,White
984,White
7090,White
37010,White
12014,White
31261,White
32017,White
58,White
44864,White
9426,White
23472,White
43685,White
34496,White
37944,White
5672,White
14448,Black
3849,White
10861,Black
15515,White
24244,White
43943,Asian-Pac-Islander
25486,White
34711,White
9721,White
25073,White
42129,White
2279,White
19445,White
43393,White
33654,White
29326,White
33203,White
10938,White
26673,White
48712,White
1670,White
39720,White
25482,White
27985,White
44735,Other
6048,White
3370,White
35061,White
11023,White
40015,White
1255,Asian-Pac-Islander
10824,White
3968,White
15317,White
37190,White
39279,White
48353,White
38260,White
2811,Black
14229,White
30490,White
8358,White
30355,White
11080,White
37193,White
37843,White
44620,White
17873,White
43224,White
466,White
40033,White
17772,White
39311,White
44266,Black
26423,White
36823,White
12490,White
24843,White
1483,White
44056,White
11382,White
30023,White
46490,White
4024,White
23578,White
14040,White
35388,White
1955,White
28915,Asian-Pac-Islander
35113,White
13217,White
43112,White
22922,White
6720,White
37242,White
23161,White
6222,White
47324,White
43284,White
10278,White
940,Amer-Indian-Eskimo
29381,Black
35561,White
76,White
9049,Black
18919,White
9611,White
47784,White
20292,Asian-Pac-Islander
36859,White
22000,White
32264,White
32013,White
34054,White
42458,White
35915,White
19773,White
22261,White
5718,White
46645,White
3541,White
27244,Asian-Pac-Islander
40758,Asian-Pac-Islander
33127,White
17825,White
29045,White
2553,Other
13958,White
66,White
26832,White
26358,White
24845,White
42218,White
28414,White
3339,White
38408,White
34404,Black
27327,White
23930,White
1318,White
12661,White
42229,White
39819,White
4504,White
20218,White
29220,White
18537,White
29110,White
26812,White
43578,White
38635,White
8984,White
16530,White
43483,Black
40746,White
16648,White
42324,White
19558,White
47893,White
29123,White
41968,White
36618,White
48121,White
46438,White
14549,White
13286,White
45097,White
48587,White
9011,White
8537,White
27367,Black
37192,White
678,White
2840,White
46542,White
8947,Other
45359,White
30654,White
48035,White
40566,White
2886,White
10648,White
15755,White
43862,White
27726,White
17417,White
31378,White
2889,White
17187,Black
31343,White
33219,White
21306,Black
16471,White
9768,White
35198,Black
34477,White
11608,White
18815,White
22088,White
27270,White
22102,White
35118,White
42376,White
10794,White
30030,White
44494,White
44003,White
35245,White
29605,White
40972,White
5465,White
11588,Black
39470,White
18760,White
13969,White
32353,White
7695,White
18210,White
25058,White
22940,White
33477,White
22676,Black
3030,White
13785,Asian-Pac-Islander
25822,White
29453,White
29873,Other
4706,White
14180,White
20812,White
14378,White
10543,White
14160,White
20032,Black
15259,White
45406,White
8159,White
6614,White
35030,White
33059,Asian-Pac-Islander
22950,White
29027,Black
21494,White
33941,White
23984,White
33016,White
16048,White
39735,White
17510,White
22170,Black
37543,White
4381,Black
26955,Black
31373,White
27959,White
13241,White
36812,White
21629,White
22909,White
39551,White
8017,White
44243,Black
22765,White
14176,White
9449,White
47891,White
39893,White
17456,White
21948,White
7672,White
12151,White
38676,White
46419,White
30787,White
338,Black
26908,White
10651,White
13769,White
48806,White
23039,White
23964,White
41373,White
48452,White
41307,White
41034,White
12124,White
48242,White
19434,White
45567,White
27812,White
44098,White
16711,White
27995,White
44075,Black
3595,White
3306,White
44480,White
37204,Other
19695,Black
21900,White
14771,White
13294,White
4064,White
26834,White
42571,White
26023,White
21380,White
4307,White
895,White
43645,White
5659,White
46204,White
6764,White
33974,White
32518,White
44777,White
18117,White
13678,White
7308,White
2349,Black
41790,Black
18133,White
24046,Other
20332,White
45985,White
7091,Black
27168,White
240,White
45095,White
44185,White
28256,White
26576,White
40791,White
8933,White
5443,Black
23686,White
11060,White
1372,White
48617,White
19759,Amer-Indian-Eskimo
16909,White
33796,Other
34531,White
6645,White
15445,White
38434,White
35308,White
7446,White
35868,White
16442,White
14727,Black
41509,White
26792,Asian-Pac-Islander
47054,White
41949,White
40068,Asian-Pac-Islander
42568,White
39926,White
18603,White
5780,White
36846,White
16682,White
9116,White
38681,White
33687,White
31438,Black
47614,White
28561,White
21965,White
11128,Black
9519,White
9465,White
46143,Black
26320,White
764,White
30123,White
44044,White
48169,White
21319,White
33374,White
17011,White
33522,Black
5075,White
697,White
25720,White
19182,White
3639,White
39230,White
41993,White
3792,White
4678,Black
34764,Black
44642,White
522,Black
47858,White
23222,White
35747,White
38976,Black
44277,White
3956,White
5386,White
15388,White
15947,White
6038,Asian-Pac-Islander
6681,White
14185,White
23448,White
3378,White
29371,White
45523,Black
34283,White
40752,White
37720,Black
8420,White
24535,White
48250,White
47181,White
14753,White
23137,Black
32308,White
9371,Asian-Pac-Islander
23046,White
35065,White
13474,White
16623,White
6596,White
7206,White
13833,White
48172,White
12453,Other
4921,White
21771,White
40125,White
231,Black
17006,White
42106,White
25510,White
9634,Amer-Indian-Eskimo
16253,White
10974,White
8390,Black
29544,White
224,White
7211,White
39810,Black
8102,White
28616,White
17699,White
4676,White
42469,White
17938,White
14244,White
47401,White
28071,White
27338,Asian-Pac-Islander
9133,White
32904,White
29201,White
33628,White
48745,White
4640,White
4799,White
25127,White
12614,Asian-Pac-Islander
27427,White
47622,White
38893,Black
19807,White
23943,White
8083,White
33862,White
44290,White
48578,White
39180,White
31655,White
37617,White
36698,White
46476,Black
27585,White
30447,Black
36739,White
27541,White
41450,Black
15431,Black
41368,White
26653,White
38423,White
28527,White
22819,Black
36181,White
19659,White
32489,Black
20897,White
44082,White
8735,White
22506,White
44006,White
21113,White
41103,Black
42339,White
15429,White
48404,White
12911,Black
27039,White
41758,White
16169,White
44046,White
43568,White
3961,White
6972,White
2293,White
5191,White
31740,White
25740,White
42903,White
30143,White
13186,White
20623,White
21760,White
42000,White
45481,White
27210,White
29463,White
17915,Black
38632,White
19540,White
12785,White
40794,White
43929,White
38074,White
43324,White
41485,White
47407,White
39689,White
3999,White
17105,White
14759,White
11043,White
13684,White
44920,White
45252,White
23483,Asian-Pac-Islander
8666,White
30454,Black
5086,White
31610,White
21714,White
8155,Amer-Indian-Eskimo
18053,White
25314,White
5379,White
18252,Other
12070,Asian-Pac-Islander
14276,White
42205,White
24882,White
24629,Asian-Pac-Islander
6978,White
48810,White
27871,White
17026,White
32159,White
27178,White
39905,White
26970,White
34680,White
36075,White
34713,White
24316,White
48330,White
29774,White
24327,White
20787,White
21572,White
27490,White
28956,White
35183,White
42043,White
27692,White
31265,White
32238,White
15851,White
2262,White
17304,White
44286,White
17779,Black
31620,Black
1230,White
24442,White
31953,White
31148,White
38155,White
43352,White
10124,White
15865,White
38492,White
824,White
38075,White
14663,White
18522,White
16075,White
24293,White
36594,White
8427,Asian-Pac-Islander
12721,White
9062,White
28240,Black
17802,White
46828,White
34210,Black
15113,Black
17332,White
46082,White
29475,Black
22926,Black
13468,Asian-Pac-Islander
46760,White
11350,White
8482,White
25027,White
31135,White
11822,White
3762,Black
38378,White
16565,White
28539,White
32721,White
32873,White
16819,White
43674,White
13851,White
19591,White
20588,White
48073,White
13401,White
47397,Other
29127,White
39589,White
42505,White
27967,White
31847,White
21687,White
6025,White
16536,White
10384,Asian-Pac-Islander
39975,White
19731,White
7390,Black
11020,White
40711,White
34848,Black
15211,White
34966,White
696,White
41415,White
1248,White
30343,White
8910,White
6944,White
41435,White
31040,White
25075,White
28592,White
14421,White
8469,White
13857,White
7297,White
45576,White
48409,Black
18743,White
23779,White
7198,White
20058,White
25702,White
10091,Asian-Pac-Islander
26849,White
23795,White
38445,Other
29736,White
25233,White
14076,White
19473,White
6820,White
4643,Black
29813,White
46662,White
24190,White
2564,Black
45647,White
42245,Black
8000,White
9150,White
42510,White
38472,White
28886,White
11515,White
366,White
28535,White
25090,White
19581,White
19870,Black
8335,White
29294,White
15198,White
31282,Asian-Pac-Islander
45478,White
8854,White
31939,White
33200,White
18124,Other
32759,White
40844,White
31933,White
19209,White
22546,White
45242,Asian-Pac-Islander
33403,White
25203,White
23082,White
7435,Asian-Pac-Islander
20824,White
30563,White
8955,White
3658,Black
20503,White
10120,White
47546,White
10467,White
36645,White
2599,White
23220,Asian-Pac-Islander
1091,White
1132,White
30179,White
37912,White
1637,White
9641,White
13004,White
42288,White
33343,White
29995,White
6628,White
22214,White
31404,White
45585,White
24040,White
39068,White
31464,White
37307,Black
11774,White
45219,White
31513,White
105,White
8921,White
23317,White
34141,White
8571,White
8041,White
16697,White
40693,White
5176,White
43594,White
35318,White
33742,White
32327,Asian-Pac-Islander
809,White
16204,White
45680,White
34463,White
19730,White
42825,White
39293,White
47299,White
30688,White
47456,White
41126,White
10226,White
39035,White
41690,White
43505,Asian-Pac-Islander
25305,White
39160,White
4180,Black
19665,White
26166,Amer-Indian-Eskimo
35937,White
190,Black
367,White
11887,White
27455,White
12242,White
24167,Black
40814,White
47527,Black
43875,White
40189,White
7315,White
41085,White
35729,White
11796,White
6657,White
35244,White
47919,Asian-Pac-Islander
26634,White
17844,White
24622,White
16652,White
18222,White
28898,White
25464,White
14947,White
48311,Black
48799,White
20734,White
25593,White
8357,White
12165,White
27142,White
13736,White
28964,White
1122,White
29245,White
29187,White
10047,White
48206,Asian-Pac-Islander
47606,White
31638,White
12670,Other
6960,White
5585,Black
38544,White
10252,White
39505,White
34143,White
25618,White
41590,White
10393,White
10565,White
42,White
1964,White
13576,White
26133,Black
32293,White
40555,White
17023,White
21038,White
2908,White
30548,White
42360,White
37227,White
30602,White
13034,White
39183,White
25705,White
37943,White
17855,White
18096,Asian-Pac-Islander
10121,White
18363,White
26545,Asian-Pac-Islander
45552,White
3525,White
13630,White
15906,White
21904,Black
33904,White
15041,White
3148,Asian-Pac-Islander
39997,Black
16035,White
17487,White
34386,White
21068,Black
8016,Other
19232,White
41077,White
14816,Asian-Pac-Islander
37322,White
4993,White
12905,White
27211,White
30442,White
21401,White
33777,White
40803,White
12630,White
21445,White
28463,White
8667,White
39142,White
23036,White
13400,White
16763,White
20720,White
6769,White
28689,White
21748,Other
41394,White
17453,White
25727,White
20226,White
38456,White
2774,White
31414,White
7710,White
877,White
19126,White
9308,White
42951,Black
25229,White
38693,White
39519,White
18704,White
24859,White
12783,White
36248,White
4487,White
45273,Black
42572,Black
21457,White
23195,Black
11397,White
20463,White
43306,White
23423,White
5730,White
40548,White
31206,Black
35826,White
40204,White
19302,White
1558,White
26488,White
12225,Black
22365,White
40164,White
4481,White
34263,White
32479,Black
38836,White
1910,White
31574,White
9788,White
1786,White
3850,White
42555,White
30017,Black
28600,White
25334,Black
3610,White
31932,White
30366,White
40679,Black
4428,White
39952,White
9081,Black
44023,White
35107,White
24995,White
18640,Black
9805,White
42390,Black
11744,White
2406,White
21303,White
44253,White
44658,Black
2367,White
28562,White
18904,White
46782,White
40667,White
41175,White
37026,White
1042,White
25325,White
38465,White
46652,White
7551,White
8680,White
15628,White
28950,White
21518,White
37060,White
34839,White
15539,Black
21439,White
14799,White
8367,White
10257,White
11965,White
38795,White
39715,White
20568,White
3633,White
41555,White
639,White
6970,White
30072,White
8460,White
20801,White
3008,White
34648,White
37815,White
22803,White
30826,White
13926,White
9118,Other
25080,White
30328,White
6379,White
36565,White
31960,White
4429,White
16268,White
23904,White
9119,White
40615,Asian-Pac-Islander
821,White
35430,White
41176,White
6987,White
37601,White
22150,White
37633,Other
46775,White
34988,White
38190,White
4434,White
45374,White
11845,White
38373,White
20753,White
47864,White
1891,White
35429,White
46312,White
19154,White
5393,White
271,White
11376,Black
43592,White
21564,White
40790,Black
44412,White
6485,White
34329,White
3163,White
4717,White
42079,White
15921,White
5005,White
35176,White
15179,White
33416,White
23841,White
13458,White
34118,White
40948,White
964,White
4338,White
43865,White
12854,White
3398,White
10860,White
4728,White
1187,White
47068,White
27157,White
24346,White
17499,White
641,White
9045,Black
27855,White
40867,White
39532,White
16290,White
30306,White
21022,White
18230,White
38156,White
48289,White
19486,White
22359,Black
31042,White
40614,White
4834,White
33676,White
39616,White
15283,White
36216,White
17473,White
34495,White
29925,White
43532,White
22367,White
33667,White
32260,White
30367,White
24016,White
16675,White
41855,Black
4687,Black
10511,White
44157,White
33298,White
5242,White
35751,White
3618,White
41015,White
2194,White
41275,Amer-Indian-Eskimo
30816,White
12620,White
6807,Black
11707,White
1914,White
47593,White
8334,Black
43623,White
2686,White
9189,White
34402,White
46687,White
34765,White
16273,White
2545,White
34747,White
15162,Black
4649,Black
5142,Black
39127,Asian-Pac-Islander
39019,White
48386,White
27976,White
36151,White
29912,White
4092,White
37842,White
12245,White
29821,White
21144,White
14711,White
28331,White
7946,White
48765,Asian-Pac-Islander
6863,White
24706,White
38427,Asian-Pac-Islander
33409,White
1435,White
21834,White
29501,White
42653,White
44152,White
40553,Black
11042,White
12168,Black
39452,Amer-Indian-Eskimo
9472,White
41516,White
31506,Asian-Pac-Islander
27989,Black
35255,White
4773,White
37769,White
37259,White
40471,White
1423,White
47466,Amer-Indian-Eskimo
19720,White
44951,White
10537,White
47486,White
26804,White
46346,White
45393,White
43261,White
351,White
10210,White
20513,White
15099,White
32306,White
28585,White
25767,White
5331,White
20969,White
21091,White
21261,White
33146,White
16785,White
48026,White
1837,White
28417,White
13242,White
1533,Black
11337,Black
19409,White
12432,White
45843,Asian-Pac-Islander
34547,White
42664,White
42601,White
4391,White
1162,White
8533,White
31875,White
39501,White
34906,White
47424,Amer-Indian-Eskimo
2247,White
43251,Black
44034,White
35423,White
44444,Black
4235,White
32393,White
18579,White
29384,White
2637,White
28624,White
25889,White
22039,White
16991,White
38968,White
8052,White
36223,White
40482,White
19996,White
23606,White
29628,White
7696,White
714,White
42893,White
15319,White
23706,White
18461,Black
33,White
1950,White
32597,White
34710,White
30079,White
24210,Black
35349,White
17104,White
15111,White
34094,White
17522,White
28163,White
46919,Black
6281,White
16405,White
38884,White
1111,White
15640,Black
48609,White
29949,White
15028,White
9483,White
640,White
30613,White
7474,White
40992,White
12523,White
21304,White
14667,White
23765,Black
33428,White
20473,White
34677,White
23251,White
2542,White
42425,White
35515,White
44949,White
3609,White
44353,White
28485,White
21529,White
766,White
7133,White
33726,White
16856,White
3991,White
36587,White
4950,White
31009,White
181,White
10855,White
22925,White
45414,White
42698,White
31566,White
34483,White
46446,White
40564,Black
39161,White
39146,White
17864,Other
5943,White
35564,White
9645,White
13957,White
35641,Black
12725,Asian-Pac-Islander
30855,White
6963,White
32857,White
24609,White
4614,White
6352,White
45373,White
10897,White
29155,White
8961,White
28779,White
38104,White
19115,White
31523,White
9092,White
36270,White
42093,Black
15978,Asian-Pac-Islander
8651,White
35350,White
43833,White
45826,White
32903,White
20169,White
4623,White
1364,White
5497,White
762,White
24184,White
6674,White
21196,White
47115,White
36314,White
43963,Black
43024,White
19855,White
15401,White
35896,White
24879,White
10945,White
4795,White
18269,White
16900,White
23076,White
7199,White
39631,White
29361,White
34917,White
48460,White
7856,White
42573,White
45058,White
6428,Black
26000,White
44061,White
30362,White
16692,White
47429,White
14813,White
16845,Black
44977,White
35063,White
5777,White
23392,White
14075,White
9195,White
2264,White
40078,White
47532,White
28457,White
13059,White
1296,White
