record_id,relationship
18937,Own-child
5552,Husband
27064,Own-child
11260,Husband
47738,Not-in-family
3154,Husband
43238,Husband
35733,Not-in-family
31818,Own-child
23946,Own-child
29729,Husband
5290,Husband
29830,Husband
12505,Wife
46602,Not-in-family
25495,Husband
47537,Not-in-family
9450,Not-in-family
20977,Own-child
12819,Not-in-family
16924,Husband
30639,Husband
46880,Husband
42966,Own-child
36389,Unmarried
27074,Husband
4014,Own-child
6509,Husband
35087,Unmarried
28102,Own-child
43954,Husband
42387,Own-child
30993,Not-in-family
13261,Own-child
14806,Not-in-family
31127,Own-child
41071,Husband
16172,Unmarried
18271,Husband
38812,Not-in-family
23794,Own-child
10937,Husband
20351,Own-child
28120,Husband
23007,Husband
8066,Husband
20491,Husband
14256,Not-in-family
2310,Not-in-family
28828,Unmarried
3382,Husband
1295,Husband
44092,Own-child
12948,Husband
35746,Husband
41834,Husband
1809,Unmarried
39280,Husband
14653,Own-child
25465,Husband
9774,Not-in-family
42670,Husband
17329,Husband
35410,Husband
28198,Own-child
47513,Husband
31316,Not-in-family
15206,Own-child
1075,Own-child
47832,Unmarried
24392,Not-in-family
30084,Not-in-family
8084,Husband
21840,Husband
33890,Husband
1882,Wife
9069,Not-in-family
21136,Not-in-family
12804,Husband
40264,Husband
16332,Not-in-family
13582,Husband
33143,Own-child
48119,Husband
10727,Husband
46953,Wife
5137,Wife
24903,Not-in-family
30705,Own-child
31012,Husband
17695,Own-child
25753,Unmarried
878,Husband
1171,Not-in-family
7200,Unmarried
41479,Husband
45476,Own-child
39846,Husband
45193,Husband
8303,Husband
18111,Husband
19559,Not-in-family
29788,Husband
5513,Not-in-family
29347,Husband
42763,Not-in-family
39137,Not-in-family
47275,Husband
22691,Husband
11074,Husband
5404,Husband
11222,Husband
40435,Husband
35846,Husband
18765,Own-child
27071,Husband
30614,Own-child
13572,Wife
40658,Own-child
21476,Not-in-family
16898,Own-child
35444,Husband
13989,Not-in-family
33087,Husband
35181,Not-in-family
27111,Not-in-family
40828,Husband
1200,Husband
42220,Husband
31097,Husband
37008,Unmarried
46882,Husband
30048,Not-in-family
8111,Own-child
6302,Husband
41318,Husband
17663,Not-in-family
7659,Husband
29091,Not-in-family
10775,Not-in-family
34227,Husband
10769,Husband
15634,Husband
4321,Husband
23566,Own-child
984,Not-in-family
2305,Wife
32017,Not-in-family
10861,Unmarried
17231,Husband
9721,Not-in-family
46247,Husband
29326,Own-child
23912,Husband
43076,Wife
8433,Own-child
25443,Not-in-family
44735,Husband
35061,Not-in-family
40015,Husband
46812,Wife
3968,Husband
11154,Own-child
8683,Not-in-family
13602,Unmarried
18613,Husband
8358,Unmarried
30355,Own-child
11080,Husband
27335,Husband
10973,Not-in-family
22755,Not-in-family
40033,Unmarried
17772,Husband
11422,Wife
40501,Not-in-family
11382,Husband
46490,Husband
2433,Husband
4024,Husband
3944,Husband
23578,Husband
35388,Unmarried
28915,Unmarried
35113,Wife
9811,Husband
37242,Not-in-family
43886,Unmarried
940,Unmarried
29381,Not-in-family
30646,Husband
14942,Husband
47784,Own-child
20292,Wife
7836,Not-in-family
36859,Husband
34054,Husband
44646,Husband
19773,Husband
22261,Not-in-family
5718,Husband
3202,Own-child
47278,Husband
2553,Unmarried
11366,Unmarried
26832,Wife
14839,Husband
3339,Unmarried
38408,Husband
44831,Husband
24837,Not-in-family
39744,Not-in-family
27327,Not-in-family
12661,Not-in-family
42229,Husband
18873,Not-in-family
26812,Other-relative
38635,Unmarried
8984,Not-in-family
40746,Husband
7351,Not-in-family
35831,Husband
29123,Husband
41968,Husband
36618,Not-in-family
45097,Unmarried
14124,Other-relative
48587,Own-child
9011,Other-relative
38486,Own-child
27367,Own-child
36947,Husband
16174,Husband
30654,Husband
1448,Husband
46276,Husband
13865,Not-in-family
15755,Husband
22093,Husband
2889,Husband
43933,Husband
25037,Husband
21306,Not-in-family
16471,Not-in-family
20728,Husband
2630,Not-in-family
9768,Unmarried
22102,Husband
35118,Own-child
42376,Wife
35245,Own-child
12647,Husband
39470,Husband
28860,Not-in-family
13969,Own-child
32353,Unmarried
7695,Not-in-family
41201,Wife
33477,Not-in-family
44303,Other-relative
14180,Not-in-family
20812,Own-child
14378,Not-in-family
14160,Not-in-family
6614,Husband
35030,Husband
22950,Own-child
25594,Unmarried
21494,Not-in-family
33941,Husband
33016,Not-in-family
39735,Not-in-family
17510,Own-child
18823,Not-in-family
41096,Unmarried
14863,Husband
26955,Not-in-family
2043,Husband
31373,Husband
13241,Husband
21629,Unmarried
44310,Not-in-family
22909,Husband
27088,Not-in-family
18317,Other-relative
15731,Husband
28897,Not-in-family
22765,Husband
14176,Husband
17456,Husband
4605,Own-child
45234,Husband
37718,Husband
12706,Not-in-family
38676,Husband
21065,Husband
23085,Not-in-family
30787,Husband
26783,Own-child
26908,Own-child
4403,Husband
38172,Not-in-family
41373,Not-in-family
41034,Unmarried
12124,Own-child
48242,Wife
45567,Not-in-family
27812,Own-child
16711,Not-in-family
27995,Not-in-family
44075,Husband
37204,Not-in-family
21900,Husband
14771,Not-in-family
13294,Not-in-family
21983,Husband
36206,Other-relative
26023,Husband
13838,Own-child
46204,Not-in-family
44255,Unmarried
6764,Husband
33974,Husband
6326,Unmarried
17235,Not-in-family
18117,Not-in-family
25839,Not-in-family
13678,Not-in-family
21596,Own-child
2349,Not-in-family
25250,Husband
24046,Unmarried
20332,Husband
17676,Not-in-family
13510,Husband
2616,Not-in-family
9492,Unmarried
23686,Husband
11281,Own-child
33796,Not-in-family
22423,Own-child
32382,Unmarried
17081,Own-child
38434,Not-in-family
22067,Not-in-family
43706,Unmarried
16442,Not-in-family
47054,Husband
23496,Own-child
42568,Husband
18603,Unmarried
16682,Husband
46837,Other-relative
47941,Husband
31305,Not-in-family
44856,Not-in-family
42225,Not-in-family
27021,Husband
10690,Not-in-family
28561,Husband
21965,Own-child
39440,Unmarried
16864,Not-in-family
11128,Husband
9519,Not-in-family
9302,Husband
44044,Not-in-family
9665,Own-child
41050,Wife
17011,Own-child
29904,Own-child
38123,Unmarried
25720,Husband
19182,Husband
31145,Husband
3639,Husband
16365,Wife
39230,Not-in-family
3792,Husband
4678,Not-in-family
522,Not-in-family
47858,Husband
44091,Husband
33351,Other-relative
15947,Husband
3378,Husband
44833,Husband
19399,Not-in-family
39694,Not-in-family
40752,Not-in-family
8420,Own-child
46420,Husband
33067,Own-child
48250,Wife
19594,Own-child
23137,Own-child
23046,Husband
6829,Own-child
23414,Not-in-family
48172,Husband
12453,Husband
41847,Not-in-family
42106,Not-in-family
7211,Husband
8102,Husband
28616,Husband
28810,Not-in-family
4676,Own-child
18145,Not-in-family
28071,Own-child
9133,Own-child
32904,Husband
29201,Other-relative
4640,Own-child
45767,Own-child
4799,Not-in-family
47047,Unmarried
38893,Not-in-family
45027,Husband
9905,Husband
8083,Husband
44290,Other-relative
31655,Husband
46476,Not-in-family
36739,Other-relative
44453,Husband
6080,Husband
5572,Not-in-family
15431,Husband
35415,Husband
25364,Husband
41368,Own-child
38423,Unmarried
47837,Not-in-family
36181,Own-child
6331,Wife
32489,Husband
44082,Own-child
46677,Not-in-family
9273,Husband
15429,Wife
6895,Own-child
12911,Own-child
41758,Not-in-family
4117,Own-child
2293,Husband
5191,Own-child
37730,Husband
38000,Unmarried
27291,Not-in-family
45481,Husband
45861,Husband
43691,Husband
29463,Not-in-family
5979,Not-in-family
36391,Husband
19540,Not-in-family
1648,Husband
40794,Husband
43929,Wife
3999,Husband
17105,Own-child
40117,Not-in-family
14759,Unmarried
13684,Husband
45120,Not-in-family
14996,Husband
26603,Husband
7156,Unmarried
38039,Own-child
25004,Not-in-family
21714,Other-relative
47180,Unmarried
25314,Not-in-family
6744,Husband
14276,Husband
42205,Not-in-family
6167,Not-in-family
27871,Husband
15654,Husband
17431,Husband
32159,Not-in-family
27178,Not-in-family
26970,Own-child
34680,Other-relative
34978,Unmarried
34713,Not-in-family
35161,Not-in-family
48330,Husband
29774,Husband
28729,Husband
5305,Not-in-family
24327,Wife
27490,Not-in-family
28081,Husband
21341,Husband
12726,Own-child
42043,Husband
31355,Husband
31265,Own-child
15851,Not-in-family
48803,Not-in-family
2262,Not-in-family
22487,Not-in-family
1230,Husband
30663,Husband
24442,Husband
10898,Not-in-family
31953,Wife
38155,Not-in-family
38492,Own-child
38075,Husband
14663,Own-child
30050,Own-child
22805,Unmarried
8427,Own-child
46828,Husband
15113,Not-in-family
42025,Husband
13468,Other-relative
16366,Unmarried
8482,Unmarried
18861,Not-in-family
41596,Husband
23678,Husband
3762,Not-in-family
38378,Husband
32721,Husband
15221,Wife
20549,Husband
43674,Own-child
3739,Husband
34610,Not-in-family
6225,Wife
41621,Not-in-family
20588,Own-child
45935,Not-in-family
28566,Husband
42464,Husband
47329,Husband
27967,Not-in-family
10384,Not-in-family
45430,Not-in-family
44963,Unmarried
19731,Not-in-family
47,Unmarried
41415,Unmarried
30343,Own-child
8910,Husband
3294,Unmarried
6944,Wife
41435,Not-in-family
15919,Not-in-family
25728,Own-child
25075,Unmarried
48409,Own-child
43637,Husband
7198,Husband
25233,Own-child
19473,Husband
47259,Unmarried
6820,Own-child
29813,Husband
2564,Own-child
45647,Not-in-family
42245,Husband
366,Husband
727,Not-in-family
24324,Not-in-family
19870,Wife
31939,Husband
33200,Other-relative
40844,Wife
39208,Husband
7435,Own-child
20824,Own-child
10120,Not-in-family
11855,Own-child
47546,Not-in-family
41418,Husband
2599,Husband
1091,Not-in-family
33092,Own-child
17733,Husband
10990,Not-in-family
36490,Not-in-family
47022,Husband
31093,Husband
968,Husband
22214,Husband
24040,Own-child
39068,Husband
31464,Husband
11774,Wife
21522,Unmarried
14544,Own-child
34141,Not-in-family
25978,Own-child
43594,Unmarried
33742,Unmarried
32327,Not-in-family
809,Own-child
27377,Husband
45680,Husband
34463,Own-child
19730,Husband
47299,Husband
30688,Unmarried
47456,Husband
41126,Husband
10226,Own-child
25305,Not-in-family
9892,Not-in-family
34033,Husband
26430,Not-in-family
19665,Other-relative
190,Not-in-family
2073,Husband
24167,Own-child
40814,Husband
40189,Not-in-family
47919,Not-in-family
26634,Not-in-family
24622,Own-child
26094,Not-in-family
27467,Husband
7237,Not-in-family
48799,Own-child
35437,Husband
15300,Unmarried
12165,Not-in-family
28964,Unmarried
1122,Husband
29245,Husband
29187,Unmarried
10047,Husband
33927,Own-child
16529,Not-in-family
47606,Own-child
5585,Unmarried
38544,Own-child
41611,Own-child
8917,Husband
10565,Husband
1964,Unmarried
32094,Husband
20339,Husband
40555,Unmarried
30608,Not-in-family
17023,Own-child
14469,Own-child
26469,Own-child
21038,Husband
7480,Husband
2908,Own-child
39925,Husband
35730,Husband
12380,Own-child
42360,Husband
20481,Husband
43565,Husband
46950,Husband
17855,Not-in-family
12597,Husband
18363,Own-child
45552,Wife
3525,Husband
17947,Not-in-family
8808,Husband
33904,Not-in-family
2243,Husband
16035,Not-in-family
36744,Unmarried
17487,Husband
48652,Other-relative
30643,Husband
19232,Own-child
41077,Husband
14816,Unmarried
37322,Own-child
36722,Husband
48332,Husband
2588,Husband
8630,Own-child
18769,Other-relative
30145,Husband
13862,Husband
12630,Husband
5690,Husband
22686,Not-in-family
17453,Husband
6913,Husband
5509,Husband
26738,Own-child
25055,Husband
25229,Husband
24343,Husband
18704,Husband
12783,Not-in-family
18027,Not-in-family
25387,Own-child
45273,Husband
11397,Not-in-family
20463,Not-in-family
43306,Not-in-family
36421,Husband
37652,Not-in-family
19302,Husband
10251,Unmarried
1558,Not-in-family
38302,Own-child
22365,Not-in-family
40164,Husband
25778,Not-in-family
36483,Husband
3180,Husband
14517,Husband
38836,Husband
31942,Own-child
18285,Husband
31574,Own-child
12178,Other-relative
3850,Husband
16213,Own-child
28600,Own-child
25334,Own-child
22868,Husband
31932,Not-in-family
27056,Own-child
36309,Husband
30366,Husband
43133,Husband
35107,Own-child
24995,Husband
18640,Not-in-family
42390,Husband
11744,Husband
37321,Own-child
32506,Husband
33068,Husband
33461,Husband
44253,Husband
12688,Husband
28562,Husband
18904,Own-child
39835,Wife
46652,Husband
24856,Unmarried
15628,Not-in-family
17926,Unmarried
21439,Not-in-family
12129,Other-relative
8367,Husband
16674,Not-in-family
39715,Own-child
41555,Not-in-family
32655,Not-in-family
21989,Own-child
27691,Unmarried
25799,Husband
20801,Husband
3008,Other-relative
34648,Husband
37815,Unmarried
22803,Unmarried
30826,Not-in-family
6379,Not-in-family
36565,Husband
16790,Husband
37217,Husband
16268,Husband
23904,Husband
14529,Husband
40615,Not-in-family
821,Not-in-family
35430,Not-in-family
37601,Husband
47736,Own-child
42509,Husband
2557,Not-in-family
32334,Not-in-family
19683,Husband
45374,Own-child
11845,Husband
20753,Husband
46312,Own-child
19154,Husband
21564,Husband
44412,Not-in-family
34102,Unmarried
34329,Own-child
3163,Wife
36475,Own-child
47894,Own-child
41367,Not-in-family
5005,Husband
35176,Husband
23841,Husband
13458,Husband
17627,Not-in-family
37536,Not-in-family
6257,Own-child
12854,Husband
6000,Husband
3398,Husband
27157,Unmarried
641,Husband
27855,Unmarried
40867,Husband
6629,Unmarried
16290,Own-child
375,Own-child
19666,Own-child
46832,Unmarried
17060,Husband
48646,Husband
31042,Husband
10509,Own-child
36216,Husband
9453,Husband
2710,Husband
17473,Not-in-family
34495,Not-in-family
29925,Husband
43532,Wife
13973,Not-in-family
15870,Husband
11450,Husband
16448,Unmarried
9732,Husband
4687,Unmarried
44157,Not-in-family
47317,Husband
32001,Husband
44886,Husband
3618,Own-child
41015,Not-in-family
41275,Unmarried
30816,Not-in-family
6807,Wife
47593,Husband
46687,Wife
34765,Not-in-family
1120,Husband
2545,Not-in-family
34747,Husband
15162,Not-in-family
26038,Husband
29912,Own-child
4092,Own-child
37842,Wife
12245,Not-in-family
29821,Not-in-family
27241,Not-in-family
698,Own-child
15026,Husband
39308,Husband
32677,Husband
39238,Husband
36689,Husband
29501,Husband
42653,Own-child
44879,Not-in-family
12168,Unmarried
20654,Not-in-family
31506,Unmarried
45391,Own-child
44236,Husband
19720,Unmarried
14322,Not-in-family
44951,Own-child
46221,Husband
27093,Own-child
44114,Not-in-family
46346,Own-child
45393,Husband
40214,Not-in-family
10210,Husband
15099,Husband
32306,Other-relative
46198,Own-child
19107,Not-in-family
25767,Unmarried
5331,Own-child
20969,Not-in-family
33146,Own-child
42171,Own-child
42123,Husband
1837,Husband
28417,Husband
11337,Unmarried
41534,Own-child
11140,Own-child
2903,Husband
19409,Own-child
45843,Not-in-family
1071,Husband
25019,Husband
8533,Not-in-family
40912,Husband
19694,Not-in-family
9212,Not-in-family
47424,Unmarried
2247,Not-in-family
44034,Husband
7869,Not-in-family
43211,Not-in-family
4235,Not-in-family
32763,Not-in-family
18426,Unmarried
2637,Wife
27761,Unmarried
25889,Not-in-family
22039,Own-child
16991,Wife
35119,Unmarried
25963,Husband
8052,Husband
26310,Wife
36223,Not-in-family
12578,Husband
19996,Husband
23606,Own-child
36762,Not-in-family
41449,Not-in-family
21011,Other-relative
42893,Not-in-family
18723,Own-child
35872,Husband
15223,Unmarried
4052,Not-in-family
42437,Other-relative
18461,Own-child
18242,Own-child
17104,Own-child
15111,Husband
6281,Husband
38884,Own-child
31003,Husband
676,Own-child
29949,Husband
15028,Husband
9483,Unmarried
30613,Own-child
37465,Not-in-family
12523,Husband
14279,Husband
21304,Unmarried
14667,Unmarried
33428,Husband
26027,Not-in-family
36824,Husband
23251,Unmarried
11384,Not-in-family
3991,Own-child
36587,Unmarried
23101,Husband
4950,Husband
35594,Husband
10855,Husband
34614,Husband
34483,Own-child
33636,Husband
8923,Own-child
39161,Husband
24623,Own-child
9645,Unmarried
35641,Other-relative
30855,Husband
4614,Husband
6352,Husband
45373,Unmarried
8961,Husband
8079,Husband
44337,Unmarried
23940,Not-in-family
5791,Husband
15978,Own-child
21599,Husband
8651,Husband
35301,Own-child
35350,Not-in-family
16148,Own-child
43833,Not-in-family
24267,Not-in-family
45826,Husband
48314,Not-in-family
40575,Not-in-family
1364,Not-in-family
24184,Husband
6674,Husband
21196,Own-child
31324,Not-in-family
48535,Own-child
43963,Husband
35067,Not-in-family
15401,Unmarried
20440,Husband
1049,Husband
27336,Husband
7181,Not-in-family
23076,Own-child
23660,Not-in-family
7199,Not-in-family
24191,Husband
9350,Unmarried
43241,Husband
23221,Own-child
6428,Own-child
46563,Unmarried
24509,Husband
44061,Husband
9493,Husband
28630,Own-child
5777,Husband
23392,Unmarried
3646,Wife
854,Own-child
9195,Not-in-family
28457,Unmarried
13059,Husband
21209,Husband
41294,Husband
12150,Own-child
28722,Not-in-family
12035,Husband
15257,Not-in-family
28243,Husband
43295,Not-in-family
9705,Husband
26359,Not-in-family
24997,Own-child
6524,Unmarried
35134,Not-in-family
12977,Husband
39378,Unmarried
11440,Not-in-family
12314,Wife
33294,Own-child
39048,Not-in-family
10174,Own-child
27181,Husband
28413,Not-in-family
6747,Own-child
45330,Own-child
45745,Husband
37331,Not-in-family
44011,Husband
15912,Not-in-family
2139,Husband
34854,Husband
3112,Own-child
19167,Unmarried
10402,Not-in-family
23725,Husband
11210,Unmarried
9398,Own-child
38304,Own-child
22816,Unmarried
44182,Husband
12559,Unmarried
7846,Husband
8184,Husband
19002,Husband
5750,Unmarried
36430,Not-in-family
46629,Husband
6381,Husband
19523,Husband
32461,Not-in-family
42513,Not-in-family
17204,Own-child
29520,Husband
25607,Unmarried
40651,Not-in-family
48000,Husband
37304,Husband
798,Not-in-family
27787,Husband
19082,Husband
29700,Husband
21228,Unmarried
13341,Not-in-family
30191,Not-in-family
2675,Husband
27981,Not-in-family
