record_id,race
47265,Amer-Indian-Eskimo
47265,Other
47265,Black
22468,White
22468,Asian-Pac-Islander
22468,Amer-Indian-Eskimo
22468,Other
22468,Black
30265,White
30265,Asian-Pac-Islander
30265,Amer-Indian-Eskimo
30265,Other
30265,Black
16495,White
16495,Asian-Pac-Islander
16495,Amer-Indian-Eskimo
16495,Other
16495,Black
23408,White
23408,Asian-Pac-Islander
23408,Amer-Indian-Eskimo
23408,Other
23408,Black
8649,White
8649,Asian-Pac-Islander
8649,Amer-Indian-Eskimo
8649,Other
8649,Black
24059,White
24059,Asian-Pac-Islander
24059,Amer-Indian-Eskimo
24059,Other
24059,Black
21991,White
21991,Asian-Pac-Islander
21991,Amer-Indian-Eskimo
21991,Other
21991,Black
38068,White
38068,Asian-Pac-Islander
38068,Amer-Indian-Eskimo
38068,Other
38068,Black
37962,White
37962,Asian-Pac-Islander
37962,Amer-Indian-Eskimo
37962,Other
37962,Black
23963,White
23963,Asian-Pac-Islander
23963,Amer-Indian-Eskimo
23963,Other
23963,Black
2844,White
2844,Asian-Pac-Islander
2844,Amer-Indian-Eskimo
2844,Other
2844,Black
38514,White
38514,Asian-Pac-Islander
38514,Amer-Indian-Eskimo
38514,Other
38514,Black
1033,White
1033,Asian-Pac-Islander
1033,Amer-Indian-Eskimo
1033,Other
1033,Black
551,White
551,Asian-Pac-Islander
551,Amer-Indian-Eskimo
551,Other
551,Black
9742,White
9742,Asian-Pac-Islander
9742,Amer-Indian-Eskimo
9742,Other
9742,Black
26253,White
26253,Asian-Pac-Islander
26253,Amer-Indian-Eskimo
26253,Other
26253,Black
46680,White
46680,Asian-Pac-Islander
46680,Amer-Indian-Eskimo
46680,Other
46680,Black
42875,White
42875,Asian-Pac-Islander
42875,Amer-Indian-Eskimo
42875,Other
42875,Black
16589,White
16589,Asian-Pac-Islander
16589,Amer-Indian-Eskimo
16589,Other
16589,Black
47353,White
47353,Asian-Pac-Islander
47353,Amer-Indian-Eskimo
47353,Other
47353,Black
42587,White
42587,Asian-Pac-Islander
42587,Amer-Indian-Eskimo
42587,Other
42587,Black
17936,White
17936,Asian-Pac-Islander
17936,Amer-Indian-Eskimo
17936,Other
17936,Black
47080,White
47080,Asian-Pac-Islander
47080,Amer-Indian-Eskimo
47080,Other
47080,Black
36501,White
36501,Asian-Pac-Islander
36501,Amer-Indian-Eskimo
36501,Other
36501,Black
17371,White
17371,Asian-Pac-Islander
17371,Amer-Indian-Eskimo
17371,Other
17371,Black
4248,White
4248,Asian-Pac-Islander
4248,Amer-Indian-Eskimo
4248,Other
4248,Black
27544,White
27544,Asian-Pac-Islander
27544,Amer-Indian-Eskimo
27544,Other
27544,Black
28487,White
28487,Asian-Pac-Islander
28487,Amer-Indian-Eskimo
28487,Other
28487,Black
37983,White
37983,Asian-Pac-Islander
37983,Amer-Indian-Eskimo
37983,Other
37983,Black
32403,White
32403,Asian-Pac-Islander
32403,Amer-Indian-Eskimo
32403,Other
32403,Black
22479,White
22479,Asian-Pac-Islander
22479,Amer-Indian-Eskimo
22479,Other
22479,Black
6873,White
6873,Asian-Pac-Islander
6873,Amer-Indian-Eskimo
6873,Other
6873,Black
31817,White
31817,Asian-Pac-Islander
31817,Amer-Indian-Eskimo
31817,Other
31817,Black
8366,White
8366,Asian-Pac-Islander
8366,Amer-Indian-Eskimo
8366,Other
8366,Black
27006,White
27006,Asian-Pac-Islander
27006,Amer-Indian-Eskimo
27006,Other
27006,Black
17995,White
17995,Asian-Pac-Islander
17995,Amer-Indian-Eskimo
17995,Other
17995,Black
3614,White
3614,Asian-Pac-Islander
3614,Amer-Indian-Eskimo
3614,Other
3614,Black
47443,White
47443,Asian-Pac-Islander
47443,Amer-Indian-Eskimo
47443,Other
47443,Black
24774,White
24774,Asian-Pac-Islander
24774,Amer-Indian-Eskimo
24774,Other
24774,Black
24839,White
24839,Asian-Pac-Islander
24839,Amer-Indian-Eskimo
24839,Other
24839,Black
15362,White
15362,Asian-Pac-Islander
15362,Amer-Indian-Eskimo
15362,Other
15362,Black
32646,White
32646,Asian-Pac-Islander
32646,Amer-Indian-Eskimo
32646,Other
32646,Black
1147,White
1147,Asian-Pac-Islander
1147,Amer-Indian-Eskimo
1147,Other
1147,Black
9835,White
9835,Asian-Pac-Islander
9835,Amer-Indian-Eskimo
9835,Other
9835,Black
47386,White
47386,Asian-Pac-Islander
47386,Amer-Indian-Eskimo
47386,Other
47386,Black
27417,White
27417,Asian-Pac-Islander
27417,Amer-Indian-Eskimo
27417,Other
27417,Black
7822,White
7822,Asian-Pac-Islander
7822,Amer-Indian-Eskimo
7822,Other
7822,Black
25062,White
25062,Asian-Pac-Islander
25062,Amer-Indian-Eskimo
25062,Other
25062,Black
47098,White
47098,Asian-Pac-Islander
47098,Amer-Indian-Eskimo
47098,Other
47098,Black
3336,White
3336,Asian-Pac-Islander
3336,Amer-Indian-Eskimo
3336,Other
3336,Black
30997,White
30997,Asian-Pac-Islander
30997,Amer-Indian-Eskimo
30997,Other
30997,Black
25117,White
25117,Asian-Pac-Islander
25117,Amer-Indian-Eskimo
25117,Other
25117,Black
22611,White
22611,Asian-Pac-Islander
22611,Amer-Indian-Eskimo
22611,Other
22611,Black
35661,White
35661,Asian-Pac-Islander
35661,Amer-Indian-Eskimo
35661,Other
35661,Black
17137,White
17137,Asian-Pac-Islander
17137,Amer-Indian-Eskimo
17137,Other
17137,Black
34693,White
34693,Asian-Pac-Islander
34693,Amer-Indian-Eskimo
34693,Other
34693,Black
21655,White
21655,Asian-Pac-Islander
21655,Amer-Indian-Eskimo
21655,Other
21655,Black
30347,White
30347,Asian-Pac-Islander
30347,Amer-Indian-Eskimo
30347,Other
30347,Black
11843,White
11843,Asian-Pac-Islander
11843,Amer-Indian-Eskimo
11843,Other
11843,Black
14787,White
14787,Asian-Pac-Islander
14787,Amer-Indian-Eskimo
14787,Other
14787,Black
25557,White
25557,Asian-Pac-Islander
25557,Amer-Indian-Eskimo
25557,Other
25557,Black
41865,White
41865,Asian-Pac-Islander
41865,Amer-Indian-Eskimo
41865,Other
41865,Black
41546,White
41546,Asian-Pac-Islander
41546,Amer-Indian-Eskimo
41546,Other
41546,Black
13251,White
13251,Asian-Pac-Islander
13251,Amer-Indian-Eskimo
13251,Other
13251,Black
11679,White
11679,Asian-Pac-Islander
11679,Amer-Indian-Eskimo
11679,Other
11679,Black
1463,White
1463,Asian-Pac-Islander
1463,Amer-Indian-Eskimo
1463,Other
1463,Black
33334,White
33334,Asian-Pac-Islander
33334,Amer-Indian-Eskimo
33334,Other
33334,Black
15330,White
15330,Asian-Pac-Islander
15330,Amer-Indian-Eskimo
15330,Other
15330,Black
34139,White
34139,Asian-Pac-Islander
34139,Amer-Indian-Eskimo
34139,Other
34139,Black
8887,White
8887,Asian-Pac-Islander
8887,Amer-Indian-Eskimo
8887,Other
8887,Black
7192,White
7192,Asian-Pac-Islander
7192,Amer-Indian-Eskimo
7192,Other
7192,Black
18822,White
18822,Asian-Pac-Islander
18822,Amer-Indian-Eskimo
18822,Other
18822,Black
45197,White
45197,Asian-Pac-Islander
45197,Amer-Indian-Eskimo
45197,Other
45197,Black
46027,White
46027,Asian-Pac-Islander
46027,Amer-Indian-Eskimo
46027,Other
46027,Black
2993,White
2993,Asian-Pac-Islander
2993,Amer-Indian-Eskimo
2993,Other
2993,Black
32891,White
32891,Asian-Pac-Islander
32891,Amer-Indian-Eskimo
32891,Other
32891,Black
46125,White
46125,Asian-Pac-Islander
46125,Amer-Indian-Eskimo
46125,Other
46125,Black
674,White
674,Asian-Pac-Islander
674,Amer-Indian-Eskimo
674,Other
674,Black
31996,White
31996,Asian-Pac-Islander
31996,Amer-Indian-Eskimo
31996,Other
31996,Black
36980,White
36980,Asian-Pac-Islander
36980,Amer-Indian-Eskimo
36980,Other
36980,Black
10160,White
10160,Asian-Pac-Islander
10160,Amer-Indian-Eskimo
10160,Other
10160,Black
42753,White
42753,Asian-Pac-Islander
42753,Amer-Indian-Eskimo
42753,Other
42753,Black
8248,White
8248,Asian-Pac-Islander
8248,Amer-Indian-Eskimo
8248,Other
8248,Black
44551,White
44551,Asian-Pac-Islander
44551,Amer-Indian-Eskimo
44551,Other
44551,Black
36345,White
36345,Asian-Pac-Islander
36345,Amer-Indian-Eskimo
36345,Other
36345,Black
4948,White
4948,Asian-Pac-Islander
4948,Amer-Indian-Eskimo
4948,Other
4948,Black
9994,White
9994,Asian-Pac-Islander
9994,Amer-Indian-Eskimo
9994,Other
9994,Black
42795,White
42795,Asian-Pac-Islander
42795,Amer-Indian-Eskimo
42795,Other
42795,Black
33220,White
33220,Asian-Pac-Islander
33220,Amer-Indian-Eskimo
33220,Other
33220,Black
16546,White
16546,Asian-Pac-Islander
16546,Amer-Indian-Eskimo
16546,Other
16546,Black
34719,White
34719,Asian-Pac-Islander
34719,Amer-Indian-Eskimo
34719,Other
34719,Black
46484,White
46484,Asian-Pac-Islander
46484,Amer-Indian-Eskimo
46484,Other
46484,Black
40025,White
40025,Asian-Pac-Islander
40025,Amer-Indian-Eskimo
40025,Other
40025,Black
47198,White
47198,Asian-Pac-Islander
47198,Amer-Indian-Eskimo
47198,Other
47198,Black
10534,White
10534,Asian-Pac-Islander
10534,Amer-Indian-Eskimo
10534,Other
10534,Black
39875,White
39875,Asian-Pac-Islander
39875,Amer-Indian-Eskimo
39875,Other
39875,Black
12658,White
12658,Asian-Pac-Islander
12658,Amer-Indian-Eskimo
12658,Other
12658,Black
45324,White
45324,Asian-Pac-Islander
45324,Amer-Indian-Eskimo
45324,Other
45324,Black
43970,White
43970,Asian-Pac-Islander
43970,Amer-Indian-Eskimo
43970,Other
43970,Black
19800,White
19800,Asian-Pac-Islander
19800,Amer-Indian-Eskimo
19800,Other
19800,Black
45101,White
45101,Asian-Pac-Islander
45101,Amer-Indian-Eskimo
45101,Other
45101,Black
38965,White
38965,Asian-Pac-Islander
38965,Amer-Indian-Eskimo
38965,Other
38965,Black
14382,White
14382,Asian-Pac-Islander
14382,Amer-Indian-Eskimo
14382,Other
14382,Black
32288,White
32288,Asian-Pac-Islander
32288,Amer-Indian-Eskimo
32288,Other
32288,Black
31808,White
31808,Asian-Pac-Islander
31808,Amer-Indian-Eskimo
31808,Other
31808,Black
2481,White
2481,Asian-Pac-Islander
2481,Amer-Indian-Eskimo
2481,Other
2481,Black
1587,White
1587,Asian-Pac-Islander
1587,Amer-Indian-Eskimo
1587,Other
1587,Black
38038,White
38038,Asian-Pac-Islander
38038,Amer-Indian-Eskimo
38038,Other
38038,Black
45740,White
45740,Asian-Pac-Islander
45740,Amer-Indian-Eskimo
45740,Other
45740,Black
29464,White
29464,Asian-Pac-Islander
29464,Amer-Indian-Eskimo
29464,Other
29464,Black
35345,White
35345,Asian-Pac-Islander
35345,Amer-Indian-Eskimo
35345,Other
35345,Black
33448,White
33448,Asian-Pac-Islander
33448,Amer-Indian-Eskimo
33448,Other
33448,Black
13955,White
13955,Asian-Pac-Islander
13955,Amer-Indian-Eskimo
13955,Other
13955,Black
44555,White
44555,Asian-Pac-Islander
44555,Amer-Indian-Eskimo
44555,Other
44555,Black
14464,White
14464,Asian-Pac-Islander
14464,Amer-Indian-Eskimo
14464,Other
14464,Black
24245,White
24245,Asian-Pac-Islander
24245,Amer-Indian-Eskimo
24245,Other
24245,Black
23349,White
23349,Asian-Pac-Islander
23349,Amer-Indian-Eskimo
23349,Other
23349,Black
25316,White
25316,Asian-Pac-Islander
25316,Amer-Indian-Eskimo
25316,Other
25316,Black
9328,White
9328,Asian-Pac-Islander
9328,Amer-Indian-Eskimo
9328,Other
9328,Black
31760,White
31760,Asian-Pac-Islander
31760,Amer-Indian-Eskimo
31760,Other
31760,Black
20467,White
20467,Asian-Pac-Islander
20467,Amer-Indian-Eskimo
20467,Other
20467,Black
7405,White
7405,Asian-Pac-Islander
7405,Amer-Indian-Eskimo
7405,Other
7405,Black
32610,White
32610,Asian-Pac-Islander
32610,Amer-Indian-Eskimo
32610,Other
32610,Black
34470,White
34470,Asian-Pac-Islander
34470,Amer-Indian-Eskimo
34470,Other
34470,Black
34011,White
34011,Asian-Pac-Islander
34011,Amer-Indian-Eskimo
34011,Other
34011,Black
24914,White
24914,Asian-Pac-Islander
24914,Amer-Indian-Eskimo
24914,Other
24914,Black
35450,White
35450,Asian-Pac-Islander
35450,Amer-Indian-Eskimo
35450,Other
35450,Black
16132,White
16132,Asian-Pac-Islander
16132,Amer-Indian-Eskimo
16132,Other
16132,Black
24141,White
24141,Asian-Pac-Islander
24141,Amer-Indian-Eskimo
24141,Other
24141,Black
12633,White
12633,Asian-Pac-Islander
12633,Amer-Indian-Eskimo
12633,Other
12633,Black
25030,White
25030,Asian-Pac-Islander
25030,Amer-Indian-Eskimo
25030,Other
25030,Black
11756,White
11756,Asian-Pac-Islander
11756,Amer-Indian-Eskimo
11756,Other
11756,Black
22939,White
22939,Asian-Pac-Islander
22939,Amer-Indian-Eskimo
22939,Other
22939,Black
43109,White
43109,Asian-Pac-Islander
43109,Amer-Indian-Eskimo
43109,Other
43109,Black
18893,White
18893,Asian-Pac-Islander
18893,Amer-Indian-Eskimo
18893,Other
18893,Black
20512,White
20512,Asian-Pac-Islander
20512,Amer-Indian-Eskimo
20512,Other
20512,Black
25143,White
25143,Asian-Pac-Islander
25143,Amer-Indian-Eskimo
25143,Other
25143,Black
1856,White
1856,Asian-Pac-Islander
1856,Amer-Indian-Eskimo
1856,Other
1856,Black
9441,White
9441,Asian-Pac-Islander
9441,Amer-Indian-Eskimo
9441,Other
9441,Black
35133,White
35133,Asian-Pac-Islander
35133,Amer-Indian-Eskimo
35133,Other
35133,Black
17307,White
17307,Asian-Pac-Islander
17307,Amer-Indian-Eskimo
17307,Other
17307,Black
23497,White
23497,Asian-Pac-Islander
23497,Amer-Indian-Eskimo
23497,Other
23497,Black
4820,White
4820,Asian-Pac-Islander
4820,Amer-Indian-Eskimo
4820,Other
4820,Black
9372,White
9372,Asian-Pac-Islander
9372,Amer-Indian-Eskimo
9372,Other
9372,Black
20672,White
20672,Asian-Pac-Islander
20672,Amer-Indian-Eskimo
20672,Other
20672,Black
21547,White
21547,Asian-Pac-Islander
21547,Amer-Indian-Eskimo
21547,Other
21547,Black
11789,White
11789,Asian-Pac-Islander
11789,Amer-Indian-Eskimo
11789,Other
11789,Black
13520,White
13520,Asian-Pac-Islander
13520,Amer-Indian-Eskimo
13520,Other
13520,Black
17495,White
17495,Asian-Pac-Islander
17495,Amer-Indian-Eskimo
17495,Other
17495,Black
1658,White
1658,Asian-Pac-Islander
1658,Amer-Indian-Eskimo
1658,Other
1658,Black
24471,White
24471,Asian-Pac-Islander
24471,Amer-Indian-Eskimo
24471,Other
24471,Black
21076,White
21076,Asian-Pac-Islander
21076,Amer-Indian-Eskimo
21076,Other
21076,Black
20543,White
20543,Asian-Pac-Islander
20543,Amer-Indian-Eskimo
20543,Other
20543,Black
10426,White
10426,Asian-Pac-Islander
10426,Amer-Indian-Eskimo
10426,Other
10426,Black
17848,White
17848,Asian-Pac-Islander
17848,Amer-Indian-Eskimo
17848,Other
17848,Black
47066,White
47066,Asian-Pac-Islander
47066,Amer-Indian-Eskimo
47066,Other
47066,Black
13814,White
13814,Asian-Pac-Islander
13814,Amer-Indian-Eskimo
13814,Other
13814,Black
47999,White
47999,Asian-Pac-Islander
47999,Amer-Indian-Eskimo
47999,Other
47999,Black
11308,White
11308,Asian-Pac-Islander
11308,Amer-Indian-Eskimo
11308,Other
11308,Black
25016,White
25016,Asian-Pac-Islander
25016,Amer-Indian-Eskimo
25016,Other
25016,Black
12691,White
12691,Asian-Pac-Islander
12691,Amer-Indian-Eskimo
12691,Other
12691,Black
12520,White
12520,Asian-Pac-Islander
12520,Amer-Indian-Eskimo
12520,Other
12520,Black
29295,White
29295,Asian-Pac-Islander
29295,Amer-Indian-Eskimo
29295,Other
29295,Black
2472,White
2472,Asian-Pac-Islander
2472,Amer-Indian-Eskimo
2472,Other
2472,Black
21143,White
21143,Asian-Pac-Islander
21143,Amer-Indian-Eskimo
21143,Other
21143,Black
1281,White
1281,Asian-Pac-Islander
1281,Amer-Indian-Eskimo
1281,Other
1281,Black
37504,White
37504,Asian-Pac-Islander
37504,Amer-Indian-Eskimo
37504,Other
37504,Black
21138,White
21138,Asian-Pac-Islander
21138,Amer-Indian-Eskimo
21138,Other
21138,Black
25312,White
25312,Asian-Pac-Islander
25312,Amer-Indian-Eskimo
25312,Other
25312,Black
30871,White
30871,Asian-Pac-Islander
30871,Amer-Indian-Eskimo
30871,Other
30871,Black
9567,White
9567,Asian-Pac-Islander
9567,Amer-Indian-Eskimo
9567,Other
9567,Black
41711,White
41711,Asian-Pac-Islander
41711,Amer-Indian-Eskimo
41711,Other
41711,Black
20487,White
20487,Asian-Pac-Islander
20487,Amer-Indian-Eskimo
20487,Other
20487,Black
705,White
705,Asian-Pac-Islander
705,Amer-Indian-Eskimo
705,Other
705,Black
23424,White
23424,Asian-Pac-Islander
23424,Amer-Indian-Eskimo
23424,Other
23424,Black
30245,White
30245,Asian-Pac-Islander
30245,Amer-Indian-Eskimo
30245,Other
30245,Black
24148,White
24148,Asian-Pac-Islander
24148,Amer-Indian-Eskimo
24148,Other
24148,Black
31733,White
31733,Asian-Pac-Islander
31733,Amer-Indian-Eskimo
31733,Other
31733,Black
22038,White
22038,Asian-Pac-Islander
22038,Amer-Indian-Eskimo
22038,Other
22038,Black
33580,White
33580,Asian-Pac-Islander
33580,Amer-Indian-Eskimo
33580,Other
33580,Black
11312,White
11312,Asian-Pac-Islander
11312,Amer-Indian-Eskimo
11312,Other
11312,Black
36366,White
36366,Asian-Pac-Islander
36366,Amer-Indian-Eskimo
36366,Other
36366,Black
34040,White
34040,Asian-Pac-Islander
34040,Amer-Indian-Eskimo
34040,Other
34040,Black
35146,White
35146,Asian-Pac-Islander
35146,Amer-Indian-Eskimo
35146,Other
35146,Black
38742,White
38742,Asian-Pac-Islander
38742,Amer-Indian-Eskimo
38742,Other
38742,Black
13674,White
13674,Asian-Pac-Islander
13674,Amer-Indian-Eskimo
13674,Other
13674,Black
27604,White
27604,Asian-Pac-Islander
27604,Amer-Indian-Eskimo
27604,Other
27604,Black
20821,White
20821,Asian-Pac-Islander
20821,Amer-Indian-Eskimo
20821,Other
20821,Black
30767,White
30767,Asian-Pac-Islander
30767,Amer-Indian-Eskimo
30767,Other
30767,Black
10516,White
10516,Asian-Pac-Islander
10516,Amer-Indian-Eskimo
10516,Other
10516,Black
16086,White
16086,Asian-Pac-Islander
16086,Amer-Indian-Eskimo
16086,Other
16086,Black
5268,White
5268,Asian-Pac-Islander
5268,Amer-Indian-Eskimo
5268,Other
5268,Black
18349,White
18349,Asian-Pac-Islander
18349,Amer-Indian-Eskimo
18349,Other
18349,Black
9090,White
9090,Asian-Pac-Islander
9090,Amer-Indian-Eskimo
9090,Other
9090,Black
16392,White
16392,Asian-Pac-Islander
16392,Amer-Indian-Eskimo
16392,Other
16392,Black
11900,White
11900,Asian-Pac-Islander
11900,Amer-Indian-Eskimo
11900,Other
11900,Black
18892,White
18892,Asian-Pac-Islander
18892,Amer-Indian-Eskimo
18892,Other
18892,Black
4349,White
4349,Asian-Pac-Islander
4349,Amer-Indian-Eskimo
4349,Other
4349,Black
40162,White
40162,Asian-Pac-Islander
40162,Amer-Indian-Eskimo
40162,Other
40162,Black
4281,White
4281,Asian-Pac-Islander
4281,Amer-Indian-Eskimo
4281,Other
4281,Black
8258,White
8258,Asian-Pac-Islander
8258,Amer-Indian-Eskimo
8258,Other
8258,Black
37474,White
37474,Asian-Pac-Islander
37474,Amer-Indian-Eskimo
37474,Other
37474,Black
36797,White
36797,Asian-Pac-Islander
36797,Amer-Indian-Eskimo
36797,Other
36797,Black
27054,White
27054,Asian-Pac-Islander
27054,Amer-Indian-Eskimo
27054,Other
27054,Black
24552,White
24552,Asian-Pac-Islander
24552,Amer-Indian-Eskimo
24552,Other
24552,Black
28128,White
28128,Asian-Pac-Islander
28128,Amer-Indian-Eskimo
28128,Other
28128,Black
47396,White
47396,Asian-Pac-Islander
47396,Amer-Indian-Eskimo
47396,Other
47396,Black
26128,White
26128,Asian-Pac-Islander
26128,Amer-Indian-Eskimo
26128,Other
26128,Black
41575,White
41575,Asian-Pac-Islander
41575,Amer-Indian-Eskimo
41575,Other
41575,Black
47090,White
47090,Asian-Pac-Islander
47090,Amer-Indian-Eskimo
47090,Other
47090,Black
26062,White
26062,Asian-Pac-Islander
26062,Amer-Indian-Eskimo
26062,Other
26062,Black
42281,White
42281,Asian-Pac-Islander
42281,Amer-Indian-Eskimo
42281,Other
42281,Black
2824,White
2824,Asian-Pac-Islander
2824,Amer-Indian-Eskimo
2824,Other
2824,Black
33825,White
33825,Asian-Pac-Islander
33825,Amer-Indian-Eskimo
33825,Other
33825,Black
26727,White
26727,Asian-Pac-Islander
26727,Amer-Indian-Eskimo
26727,Other
26727,Black
13036,White
13036,Asian-Pac-Islander
13036,Amer-Indian-Eskimo
13036,Other
13036,Black
31004,White
31004,Asian-Pac-Islander
31004,Amer-Indian-Eskimo
31004,Other
31004,Black
25812,White
25812,Asian-Pac-Islander
25812,Amer-Indian-Eskimo
25812,Other
25812,Black
24637,White
24637,Asian-Pac-Islander
24637,Amer-Indian-Eskimo
24637,Other
24637,Black
43544,White
43544,Asian-Pac-Islander
43544,Amer-Indian-Eskimo
43544,Other
43544,Black
15857,White
15857,Asian-Pac-Islander
15857,Amer-Indian-Eskimo
15857,Other
15857,Black
14745,White
14745,Asian-Pac-Islander
14745,Amer-Indian-Eskimo
14745,Other
14745,Black
9862,White
9862,Asian-Pac-Islander
9862,Amer-Indian-Eskimo
9862,Other
9862,Black
40760,White
40760,Asian-Pac-Islander
40760,Amer-Indian-Eskimo
40760,Other
40760,Black
7747,White
7747,Asian-Pac-Islander
7747,Amer-Indian-Eskimo
7747,Other
7747,Black
16744,White
16744,Asian-Pac-Islander
16744,Amer-Indian-Eskimo
16744,Other
16744,Black
3742,White
3742,Asian-Pac-Islander
3742,Amer-Indian-Eskimo
3742,Other
3742,Black
25189,White
25189,Asian-Pac-Islander
25189,Amer-Indian-Eskimo
25189,Other
25189,Black
4126,White
4126,Asian-Pac-Islander
4126,Amer-Indian-Eskimo
4126,Other
4126,Black
37067,White
37067,Asian-Pac-Islander
37067,Amer-Indian-Eskimo
37067,Other
37067,Black
35262,White
35262,Asian-Pac-Islander
35262,Amer-Indian-Eskimo
35262,Other
35262,Black
9877,White
9877,Asian-Pac-Islander
9877,Amer-Indian-Eskimo
9877,Other
9877,Black
41154,White
41154,Asian-Pac-Islander
41154,Amer-Indian-Eskimo
41154,Other
41154,Black
24831,White
24831,Asian-Pac-Islander
24831,Amer-Indian-Eskimo
24831,Other
24831,Black
12552,White
12552,Asian-Pac-Islander
12552,Amer-Indian-Eskimo
12552,Other
12552,Black
39989,White
39989,Asian-Pac-Islander
39989,Amer-Indian-Eskimo
39989,Other
39989,Black
44964,White
44964,Asian-Pac-Islander
44964,Amer-Indian-Eskimo
44964,Other
44964,Black
28700,White
28700,Asian-Pac-Islander
28700,Amer-Indian-Eskimo
28700,Other
28700,Black
36491,White
36491,Asian-Pac-Islander
36491,Amer-Indian-Eskimo
36491,Other
36491,Black
38523,White
38523,Asian-Pac-Islander
38523,Amer-Indian-Eskimo
38523,Other
38523,Black
18809,White
18809,Asian-Pac-Islander
18809,Amer-Indian-Eskimo
18809,Other
18809,Black
8020,White
8020,Asian-Pac-Islander
8020,Amer-Indian-Eskimo
8020,Other
8020,Black
30435,White
30435,Asian-Pac-Islander
30435,Amer-Indian-Eskimo
30435,Other
30435,Black
41340,White
41340,Asian-Pac-Islander
41340,Amer-Indian-Eskimo
41340,Other
41340,Black
12006,White
12006,Asian-Pac-Islander
12006,Amer-Indian-Eskimo
12006,Other
12006,Black
39788,White
39788,Asian-Pac-Islander
39788,Amer-Indian-Eskimo
39788,Other
39788,Black
39338,White
39338,Asian-Pac-Islander
39338,Amer-Indian-Eskimo
39338,Other
39338,Black
41925,White
41925,Asian-Pac-Islander
41925,Amer-Indian-Eskimo
41925,Other
41925,Black
33379,White
33379,Asian-Pac-Islander
33379,Amer-Indian-Eskimo
33379,Other
33379,Black
42842,White
42842,Asian-Pac-Islander
42842,Amer-Indian-Eskimo
42842,Other
42842,Black
20883,White
20883,Asian-Pac-Islander
20883,Amer-Indian-Eskimo
20883,Other
20883,Black
21866,White
21866,Asian-Pac-Islander
21866,Amer-Indian-Eskimo
21866,Other
21866,Black
621,White
621,Asian-Pac-Islander
621,Amer-Indian-Eskimo
621,Other
621,Black
34612,White
34612,Asian-Pac-Islander
34612,Amer-Indian-Eskimo
34612,Other
34612,Black
1323,White
1323,Asian-Pac-Islander
1323,Amer-Indian-Eskimo
1323,Other
1323,Black
9084,White
9084,Asian-Pac-Islander
9084,Amer-Indian-Eskimo
9084,Other
9084,Black
14257,White
14257,Asian-Pac-Islander
14257,Amer-Indian-Eskimo
14257,Other
14257,Black
11472,White
11472,Asian-Pac-Islander
11472,Amer-Indian-Eskimo
11472,Other
11472,Black
25616,White
25616,Asian-Pac-Islander
25616,Amer-Indian-Eskimo
25616,Other
25616,Black
22077,White
22077,Asian-Pac-Islander
22077,Amer-Indian-Eskimo
22077,Other
22077,Black
20569,White
20569,Asian-Pac-Islander
20569,Amer-Indian-Eskimo
20569,Other
20569,Black
7754,White
7754,Asian-Pac-Islander
7754,Amer-Indian-Eskimo
7754,Other
