record_id,fnlwgt
30871,300000
9567,300000
41711,300000
20487,75000
705,751946
23424,751946
30245,751946
24148,751946
31733,751946
22038,751946
33580,300000
11312,75000
36366,751946
34040,751946
35146,751946
38742,751946
13674,75000
27604,751946
20821,300000
30767,751946
10516,31746
16086,751946
5268,751946
18349,751946
9090,300000
16392,300000
11900,300000
18892,751946
4349,751946
40162,751946
4281,751946
8258,995200
37474,31746
36797,300000
27054,751946
24552,300000
28128,751946
47396,751946
26128,751946
41575,751946
47090,31746
26062,300000
42281,751946
2824,751946
33825,300000
26727,751946
13036,751946
31004,300000
25812,300000
24637,300000
43544,751946
15857,751946
14745,751946
9862,300000
40760,751946
7747,300000
16744,751946
3742,751946
25189,751946
4126,300000
37067,300000
35262,751946
9877,751946
41154,300000
24831,751946
12552,751946
39989,751946
44964,300000
28700,751946
36491,751946
38523,751946
18809,300000
8020,751946
30435,751946
41340,31746
12006,751946
39788,751946
39338,751946
41925,300000
33379,751946
42842,751946
20883,300000
21866,751946
621,300000
34612,300000
1323,300000
9084,300000
14257,751946
11472,751946
25616,300000
22077,300000
20569,300000
7754,751946
39417,300000
13046,751946
16772,300000
46244,300000
46316,751946
41039,300000
2271,751946
10735,751946
29084,751946
23640,300000
3922,751946
16857,751946
35562,300000
41244,751946
27391,300000
24599,751946
16463,751946
23048,751946
15641,751946
37152,300000
11279,751946
1880,751946
45856,751946
45385,300000
5564,751946
16339,300000
17088,300000
33331,751946
28926,751946
24330,751946
43501,300000
32167,751946
44906,300000
33896,300000
909,75000
15866,751946
27773,751946
2453,751946
10703,300000
45573,300000
957,751946
24620,300000
15405,751946
14482,751946
47273,751946
45151,31746
18395,751946
42735,300000
23796,751946
28837,300000
31010,300000
38849,751946
26507,751946
7189,751946
7280,751946
34487,75000
28687,751946
24674,751946
33463,751946
12066,751946
17034,300000
6287,751946
35013,751946
43832,751946
29626,751946
34849,751946
37959,300000
6411,751946
1730,300000
15509,995200
19459,300000
17400,751946
32632,300000
41686,751946
6280,751946
48095,751946
42574,300000
1474,300000
43656,300000
27879,300000
20726,300000
12305,300000
32324,751946
12495,751946
26701,751946
17791,300000
30505,300000
39411,751946
14247,300000
24958,751946
23598,751946
4198,300000
15888,300000
16830,751946
48209,300000
32819,751946
6906,300000
33138,751946
48474,751946
34532,751946
6594,300000
48648,300000
5617,751946
48033,300000
3995,751946
47687,751946
45703,751946
9390,300000
6514,300000
25462,751946
37675,751946
3278,751946
36948,751946
1351,300000
44408,751946
26842,751946
42592,31746
7330,751946
48246,751946
18711,31746
16584,300000
39587,300000
31045,300000
14977,751946
25687,300000
24881,751946
47871,751946
31121,751946
7478,300000
11457,751946
23909,751946
16902,751946
13412,751946
9965,31746
2395,300000
38253,751946
46537,300000
35956,751946
4091,751946
37231,751946
12487,300000
10435,300000
11348,300000
31654,300000
29020,300000
9168,300000
33768,300000
33601,300000
39593,995200
26875,751946
37876,300000
1871,751946
25957,31746
1602,300000
14539,751946
15957,995200
33619,300000
799,751946
18845,751946
40224,751946
20498,751946
44499,751946
699,300000
39518,751946
25752,300000
28514,751946
7484,75000
39815,31746
27121,300000
43359,300000
4620,751946
18556,751946
14788,300000
1613,751946
15081,751946
36932,751946
32560,300000
22621,300000
24869,300000
22320,751946
5349,300000
12203,751946
46843,751946
21527,300000
23621,300000
35983,751946
10006,300000
2559,300000
41898,300000
34527,300000
36109,751946
42755,751946
26013,300000
22347,751946
10660,751946
30262,751946
11717,751946
6269,751946
5570,300000
30469,300000
10668,300000
1591,751946
38393,75000
1924,751946
24705,300000
17950,300000
15819,751946
38146,751946
30269,751946
46676,751946
45015,751946
2814,300000
540,300000
15670,300000
48076,300000
33432,751946
47208,300000
44173,300000
35091,751946
31707,300000
10376,751946
140,75000
23278,300000
15679,300000
24216,751946
26262,300000
12192,751946
15623,300000
15008,751946
12527,300000
39370,751946
34030,751946
2635,751946
12053,300000
44164,300000
15486,300000
36478,300000
37394,75000
46047,751946
1375,300000
9986,751946
31205,300000
32396,751946
273,300000
38506,75000
6711,300000
40699,300000
39348,300000
3734,300000
4311,300000
30197,300000
46336,751946
18856,300000
24909,751946
40163,751946
1768,751946
12319,751946
4975,751946
24974,751946
42494,300000
6941,751946
24898,751946
11766,751946
29508,300000
41347,751946
44916,75000
42556,300000
7984,751946
4941,751946
17874,751946
1096,751946
15240,751946
21174,751946
20204,751946
382,300000
22126,300000
13635,300000
25217,300000
47785,751946
33892,300000
29047,751946
10197,300000
8218,751946
29533,300000
24791,751946
32357,75000
17175,300000
29993,300000
41288,300000
16436,751946
3553,75000
8037,300000
14613,751946
42566,751946
22825,31746
14732,300000
1413,31746
14556,300000
20442,300000
9395,300000
46063,300000
23201,300000
19091,751946
47420,751946
4218,751946
6814,751946
39134,300000
21326,751946
303,300000
5489,300000
7566,31746
2048,300000
7026,300000
13481,751946
20252,751946
48831,751946
34449,300000
28040,751946
33680,300000
40960,751946
22966,751946
41643,75000
424,751946
15855,751946
5398,300000
41539,300000
39870,751946
48067,751946
36556,751946
33705,751946
39283,300000
42550,300000
40496,751946
10664,751946
11466,300000
4868,300000
33721,300000
40249,300000
22732,751946
1232,751946
18963,300000
12767,751946
2058,300000
33811,751946
48834,751946
25129,300000
30272,300000
22289,751946
32875,751946
1359,300000
4813,751946
44808,751946
15462,751946
41737,751946
46892,751946
31750,75000
45884,300000
3426,300000
27594,300000
45711,751946
11633,300000
19524,751946
18189,751946
25797,300000
45912,300000
19877,751946
28725,751946
33596,300000
27359,751946
24236,31746
40939,75000
21353,300000
32263,300000
12696,751946
25036,300000
41419,75000
46074,300000
37916,300000
39716,300000
32228,751946
7794,300000
36064,751946
1480,751946
46439,300000
25633,751946
31442,300000
6144,995200
10188,300000
45363,300000
17606,300000
12954,751946
24214,751946
15329,300000
25205,300000
35939,300000
30216,751946
40834,751946
28594,300000
6194,751946
4757,751946
42358,300000
39907,75000
30909,751946
39963,300000
46983,751946
26382,751946
28011,751946
7818,751946
36341,751946
39500,751946
41152,751946
28866,751946
25413,31746
5674,751946
36611,751946
15060,751946
21086,751946
19981,300000
15736,995200
42213,751946
20387,300000
34423,751946
36423,300000
31759,751946
15511,751946
47382,300000
36105,751946
46905,751946
23762,751946
21325,751946
30270,300000
18448,751946
22104,300000
2079,300000
13195,300000
47100,300000
9475,300000
2785,751946
24551,300000
2742,751946
26047,751946
18710,751946
29003,300000
45758,751946
47746,751946
11341,300000
21577,75000
25747,751946
43108,751946
9790,751946
34542,75000
11896,300000
21702,751946
45271,751946
2943,300000
44265,751946
16085,751946
34631,751946
13954,300000
12464,300000
18169,751946
1424,751946
45418,751946
4260,75000
41627,751946
4901,300000
16406,300000
17891,300000
20024,300000
32330,751946
29887,300000
43632,300000
18889,300000
41026,300000
23989,300000
28036,300000
10748,31746
12005,751946
18587,300000
48108,300000
41495,300000
1775,300000
880,75000
1638,751946
21156,751946
41067,751946
23455,751946
9581,751946
21037,751946
48358,751946
37875,751946
10731,300000
27653,751946
5092,751946
22912,751946
41451,300000
45467,300000
34111,751946
13485,751946
21495,751946
24531,995200
9123,751946
10214,751946
47304,300000
20073,300000
34929,751946
41180,751946
36137,31746
45450,300000
22663,300000
16757,300000
33492,300000
32908,300000
1322,751946
1272,300000
15208,300000
7233,75000
46741,300000
73,300000
38232,300000
40077,751946
28760,751946
7032,751946
39524,751946
38543,751946
41662,300000
38644,300000
43939,31746
41786,751946
44418,751946
19699,751946
35505,751946
8768,300000
4284,75000
30095,751946
35407,751946
26401,300000
9692,751946
2723,300000
46343,751946
32434,751946
43124,751946
7268,751946
27479,751946
20921,751946
18962,31746
3466,75000
33837,751946
33429,300000
1084,300000
45588,751946
21270,300000
7088,751946
43239,751946
24751,751946
10378,300000
20713,751946
34345,300000
21909,751946
11745,751946
32402,751946
3795,300000
7609,300000
18295,751946
44855,751946
31465,300000
19663,300000
20477,300000
11239,300000
31815,751946
4935,751946
40227,751946
4723,300000
35408,751946
19920,300000
27155,751946
37210,300000
39939,751946
25014,300000
29481,300000
33197,300000
250,751946
5892,751946
30380,300000
43742,300000
7658,751946
20123,751946
18029,751946
29954,751946
36503,751946
3408,300000
35586,300000
25191,300000
39056,751946
43820,300000
26473,751946
37442,300000
45734,300000
29796,300000
29164,751946
4447,751946
8815,751946
3234,751946
35903,751946
1500,751946
11641,751946
44492,751946
43282,75000
29926,751946
17327,75000
48279,300000
13469,300000
20282,75000
26254,751946
21945,300000
10515,751946
26910,751946
420,751946
13514,300000
47648,300000
41505,751946
29178,300000
1431,751946
17751,300000
21865,751946
38744,75000
13213,300000
31341,300000
19897,751946
44169,300000
20999,300000
32504,751946
13877,751946
33447,300000
37196,300000
11380,751946
36533,300000
47306,31746
3214,300000
44876,751946
4077,751946
34904,751946
27352,300000
38045,751946
23066,300000
10608,751946
8047,751946
25885,751946
28429,751946
5559,300000
26721,751946
12363,300000
18050,300000
27440,300000
21079,751946
13159,751946
35177,751946
1307,300000
12771,751946
37569,751946
24266,751946
107,751946
3861,300000
2783,751946
2400,300000
18702,300000
11037,751946
41443,751946
21974,751946
31702,751946
8701,751946
44321,751946
24658,751946
33246,751946
34571,300000
31246,300000
36279,300000
33502,300000
9719,300000
6114,751946
30236,300000
26140,751946
26798,751946
22070,751946
22057,751946
47154,751946
46501,300000
5736,300000
6758,300000
24435,751946
46885,75000
38797,300000
24231,751946
2231,300000
29691,300000
29844,751946
31865,300000
47807,751946
37614,300000
13015,300000
15818,751946
45910,751946
4139,300000
18490,300000
4448,751946
27052,751946
35226,751946
14968,751946
11499,751946
31095,300000
8629,300000
263,300000
21617,300000
18081,751946
48475,751946
39381,751946
15435,300000
37658,300000
23269,300000
40862,300000
10405,751946
28634,300000
27664,300000
41769,300000
6729,300000
18678,751946
20780,751946
6338,300000
7292,300000
315,751946
37400,300000
41043,751946
4123,300000
3826,751946
11530,751946
44619,751946
38067,300000
18685,751946
44107,751946
18399,751946
39813,751946
8344,751946
31855,75000
37746,751946
6644,751946
22283,300000
42125,300000
19825,300000
35291,751946
48804,751946
3694,31746
22327,751946
44789,300000
40491,300000
28174,300000
34524,75000
39845,300000
12728,751946
48312,995200
39256,300000
38066,751946
25892,751946
6430,751946
14512,751946
41486,751946
11289,751946
25798,751946
18308,751946
37628,300000
10369,300000
12281,300000
11487,300000
9529,300000
3419,751946
8882,300000
30336,300000
36495,300000
27575,751946
6021,75000
8539,75000
35320,751946
42973,300000
46048,751946
71,300000
7841,751946
5000,75000
37077,75000
23717,751946
13803,751946
33166,751946
20331,300000
38599,300000
14654,751946
23360,751946
33550,300000
19647,300000
52,75000
24382,75000
36962,300000
4252,300000
18885,300000
723,751946
1444,751946
41984,31746
38468,751946
11957,300000
32780,751946
45387,751946
6467,300000
5476,300000
32231,31746
44834,300000
41826,751946
2039,751946
39597,300000
6436,300000
5909,751946
34956,300000
30668,300000
16965,300000
9743,751946
12465,751946
42361,300000
19017,300000
9887,751946
44224,751946
19129,751946
17289,751946
12571,751946
26200,300000
35210,751946
18897,300000
8589,300000
45432,31746
4528,751946
30150,300000
19339,751946
7558,300000
38185,751946
5970,751946
11535,75000
31838,300000
30864,75000
28441,300000
37853,300000
24106,751946
36957,751946
15821,751946
27820,75000
33130,300000
17941,75000
43861,300000
35202,300000
30837,300000
35440,751946
47140,751946
29112,300000
17658,751946
25244,300000
21925,751946
36809,751946
22061,751946
10661,751946
21567,300000
23233,75000
44199,751946
6328,751946
16061,300000
27739,300000
22748,300000
36958,751946
11890,300000
29390,751946
45005,751946
35194,300000
23021,300000
25008,751946
39354,300000
36834,751946
4075,751946
41813,300000
32095,751946
19774,751946
29859,751946
47688,300000
43442,751946
18513,751946
8381,300000
46392,751946
48144,31746
14354,300000
38341,300000
8503,300000
23484,751946
40425,751946
41309,751946
21850,751946
9250,751946
3665,300000
10291,751946
34580,751946
26837,751946
12117,751946
6403,751946
14179,751946
7735,751946
47603,300000
38648,751946
14141,751946
3418,300000
41248,300000
849,751946
12263,751946
32054,751946
31017,751946
414,751946
31286,751946
27470,300000
21955,751946
20211,751946
43263,751946
44562,300000
26601,751946
3369,300000
22822,300000
23326,751946
14261,751946
13915,300000
6784,300000
16963,751946
30051,751946
26709,300000
39611,300000
13804,300000
25431,300000
14898,751946
48665,751946
2012,300000
29430,751946
46969,300000
16940,300000
3664,300000
37951,300000
20165,300000
9075,300000
26751,300000
17305,300000
31255,75000
20920,31746
20890,751946
41117,300000
30227,300000
5444,751946
7884,300000
25809,751946
47517,300000
45742,751946
4463,751946
5108,300000
21442,300000
27817,751946
13718,75000
12847,995200
48824,751946
21054,300000
11488,300000
1043,300000
22887,300000
12693,300000
45622,751946
16689,751946
8410,751946
42803,751946
1572,300000
21317,300000
12947,300000
42991,300000
28941,751946
26366,751946
39018,751946
40,751946
23800,751946
3668,300000
10701,751946
5904,300000
11175,751946
75,300000
18915,751946
43310,300000
20669,31746
7231,751946
20637,300000
44942,300000
8124,300000
22695,751946
17084,300000
20841,751946
32566,300000
47685,300000
36084,300000
11858,751946
10054,300000
47348,300000
3905,751946
46123,751946
32765,751946
9341,751946
2159,300000
18996,751946
41635,751946
32791,751946
4202,751946
14417,300000
23949,31746
18660,751946
46462,300000
24268,751946
133,300000
17090,300000
13550,751946
2274,751946
22046,300000
22804,300000
20931,75000
3564,300000
15732,751946
16020,300000
5987,300000
11741,751946
15011,751946
3322,751946
18239,995200
2914,300000
37435,300000
16433,751946
10849,300000
4042,751946
37935,751946
14650,300000
41076,300000
33950,751946
26505,300000
32287,751946
7592,751946
47519,751946
4472,300000
10550,300000
40390,300000
36704,300000
1429,300000
23701,300000
487,300000
8394,75000
12022,751946
17425,751946
2874,300000
44493,751946
46012,751946
2621,751946
5363,300000
23394,300000
36060,300000
37236,300000
24356,75000
34117,300000
10583,751946
19132,751946
1087,751946
238,751946
13998,300000
7957,751946
35231,751946
21387,75000
46570,300000
41685,300000
45710,751946
34303,751946
44838,751946
43138,300000
22968,75000
7342,300000
24615,300000
22458,751946
15909,751946
19407,751946
48551,751946
7700,751946
29897,751946
34763,75000
17629,300000
17440,751946
7279,300000
4225,300000
36526,75000
38666,300000
34360,31746
44991,300000
11583,751946
32550,751946
24219,751946
13172,300000
977,300000
45366,751946
19684,300000
28836,300000
38570,300000
12494,300000
15738,751946
39415,300000
39040,751946
22019,751946
9960,751946
6760,31746
46948,751946
24604,300000
27001,751946
12987,300000
20417,751946
14046,300000
27888,75000
42902,300000
37423,751946
45279,300000
14090,751946
5239,751946
47801,300000
26961,300000
4624,75000
40143,751946
36518,300000
24112,751946
38719,751946
38248,751946
33858,751946
31809,751946
47231,300000
26708,751946
43992,751946
42157,300000
36912,751946
35679,751946
11888,751946
685,300000
13179,300000
16571,751946
38958,751946
13218,751946
48717,300000
31807,751946
43314,300000
45857,300000
37093,300000
4637,300000
2369,995200
25335,751946
10913,300000
11498,75000
36422,31746
21284,751946
24732,751946
40800,300000
12659,300000
28407,75000
38894,751946
37246,751946
12052,300000
11521,751946
11356,751946
47038,751946
2945,300000
12672,300000
48427,751946
29002,751946
22657,300000
41564,300000
37551,300000
42729,300000
35662,751946
21416,75000
33731,751946
13508,300000
23998,300000
16161,300000
16128,75000
13007,31746
41609,300000
27424,751946
18782,300000
7687,751946
20764,751946
15122,300000
25264,300000
10078,300000
41399,751946
47067,300000
11311,300000
40338,300000
16600,300000
11067,751946
44538,300000
30620,751946
36878,300000
8849,300000
7788,300000
17281,300000
24186,300000
47341,300000
11730,300000
48188,751946
43741,300000
272,751946
38830,75000
44836,300000
40900,300000
5430,300000
25532,300000
39250,75000
46250,751946
33857,300000
21525,300000
4866,300000
21842,751946
29950,300000
6680,751946
37409,300000
34827,751946
219,300000
26757,751946
47465,751946
39385,300000
27890,300000
41119,751946
28571,300000
46003,300000
37581,300000
19142,751946
24098,751946
29368,751946
47944,300000
440,300000
43977,751946
45222,751946
48517,31746
15965,75000
22631,31746
15526,300000
16916,31746
30932,751946
35999,751946
45310,300000
48629,751946
28115,300000
3293,75000
26059,300000
44294,300000
18243,300000
42103,751946
43800,751946
1028,751946
34859,751946
35550,300000
43493,751946
37896,300000
33848,751946
31596,75000
5739,751946
8895,751946
35907,300000
38443,751946
30421,751946
27824,300000
7492,751946
35072,300000
14310,751946
28447,751946
36646,300000
36102,75000
21396,751946
22319,300000
39871,751946
7567,300000
27260,751946
31187,751946
36325,300000
3718,300000
31705,300000
33788,300000
40107,300000
45090,300000
7540,300000
17018,751946
26432,751946
20115,300000
29142,75000
6653,751946
19758,300000
34314,300000
125,751946
32970,300000
34459,300000
2205,300000
46691,300000
1102,300000
859,31746
12479,300000
36623,751946
38016,300000
36046,751946
24860,300000
26065,300000
42364,751946
21727,300000
26402,300000
46508,75000
38966,300000
19762,751946
22597,751946
47757,300000
44292,300000
37565,31746
728,300000
48152,75000
6741,751946
30488,751946
8631,751946
44311,75000
2764,751946
35381,300000
11582,300000
42049,751946
21058,751946
11705,751946
22813,751946
30308,751946
16383,300000
3296,75000
32122,300000
4582,300000
27709,75000
10060,300000
37907,75000
33994,300000
6967,751946
47764,300000
19165,751946
23335,751946
27980,300000
9818,300000
23074,300000
43522,751946
39278,751946
47734,300000
29077,751946
47586,751946
24411,300000
17324,300000
40815,751946
14334,300000
30009,751946
17475,751946
35221,300000
32885,300000
9620,751946
31456,751946
42338,300000
15884,300000
5839,751946
44053,751946
43733,751946
37078,300000
34937,300000
8424,75000
37243,751946
22768,751946
40878,300000
3233,300000
26088,300000
21717,300000
32821,751946
34369,751946
5350,751946
31969,300000
22838,751946
24481,751946
38584,300000
27131,751946
37949,751946
16002,300000
41640,751946
18224,300000
38645,300000
31074,751946
2135,75000
152,751946
25052,751946
8018,751946
26303,751946
11449,751946
24097,751946
39046,751946
6262,300000
21953,995200
8216,300000
41424,751946
26136,300000
31263,300000
23010,300000
21672,75000
22877,751946
8952,75000
3270,300000
18341,75000
35997,751946
9704,75000
22598,751946
47570,300000
27151,751946
15570,751946
1771,300000
34254,300000
6926,300000
4046,300000
36115,751946
45494,300000
39456,300000
15764,751946
31298,300000
30296,751946
31469,31746
43134,300000
13619,751946
46041,300000
43034,751946
27712,300000
36447,751946
42022,751946
42830,751946
12685,300000
37090,751946
26177,300000
41305,300000
30085,300000
1287,751946
23180,751946
3445,751946
39111,751946
6378,751946
11226,751946
17729,751946
8144,300000
26974,300000
9188,751946
30834,75000
23579,300000
29893,751946
34852,31746
16184,300000
26994,751946
13929,751946
38036,31746
28656,75000
34661,751946
3782,300000
14858,300000
627,300000
39990,751946
40462,751946
38640,751946
39216,751946
30747,300000
7660,751946
31511,751946
29448,751946
4294,300000
45290,751946
37977,300000
38178,995200
13357,31746
7627,300000
8862,751946
47121,300000
32563,751946
43614,751946
12183,751946
32863,31746
2838,751946
5222,300000
36024,751946
26434,751946
35859,751946
34784,751946
45235,751946
35009,751946
4181,751946
36061,300000
22564,75000
1721,751946
5033,751946
44896,751946
4154,751946
43827,751946
14290,300000
34748,751946
13030,751946
15098,300000
45648,300000
25912,300000
34780,300000
4187,75000
31590,300000
30333,751946
13380,75000
8679,300000
39758,300000
23169,751946
3209,751946
23972,300000
35841,751946
6530,300000
48580,751946
37530,300000
29938,751946
42401,751946
45232,300000
19265,751946
3069,751946
22199,300000
24866,751946
48568,751946
12304,300000
21860,300000
18937,751946
5552,300000
46524,300000
7131,751946
32589,75000
3632,300000
27064,751946
26245,300000
24482,751946
10267,300000
21718,300000
1901,751946
11260,751946
19606,31746
4910,300000
18806,75000
47738,75000
3154,751946
22025,751946
43238,300000
35733,300000
25556,75000
1139,300000
11539,751946
31818,300000
23946,751946
37343,31746
18305,751946
29729,300000
5290,751946
13354,300000
28758,751946
41660,751946
19173,751946
11127,300000
29830,751946
41586,300000
40513,751946
26915,751946
45371,751946
30417,31746
8497,75000
18346,751946
12505,751946
16263,751946
11992,751946
46602,751946
26560,300000
2801,300000
25495,300000
13013,300000
4060,995200
47537,751946
28997,300000
20033,751946
34623,751946
18261,751946
32033,300000
31257,300000
104,751946
40165,300000
9450,31746
3883,751946
3467,751946
8922,751946
47582,751946
20977,300000
25224,300000
36207,300000
12834,751946
20808,751946
12925,751946
12819,751946
44460,300000
39816,300000
8943,751946
13880,300000
47149,751946
12941,300000
16924,751946
34601,300000
30256,751946
39021,751946
5740,751946
32027,751946
33919,751946
19483,75000
30639,751946
29198,751946
46880,751946
42966,751946
34184,751946
36389,751946
27074,751946
4014,751946
43142,300000
17792,751946
6509,300000
34466,300000
46180,300000
43438,751946
35087,300000
32052,300000
28102,751946
35327,751946
14309,751946
43954,751946
48385,300000
31338,751946
43917,300000
42387,300000
17922,300000
21059,300000
30993,751946
3695,31746
13261,300000
1921,300000
38331,751946
14806,300000
17203,31746
36833,751946
2339,751946
48728,300000
38586,300000
31127,751946
41071,751946
5333,300000
6504,751946
28436,751946
16172,300000
5757,751946
18271,300000
43044,751946
22309,751946
38812,300000
34280,300000
44093,751946
41583,300000
8202,751946
37443,751946
36157,300000
23794,751946
37315,300000
35224,751946
39275,300000
8126,751946
700,300000
10937,751946
43200,751946
4937,751946
20351,751946
22011,75000
24718,751946
28120,751946
23007,300000
3345,751946
8066,751946
22575,751946
20491,300000
43105,300000
11435,751946
18718,751946
14256,300000
2310,300000
2624,751946
14758,300000
28828,300000
21489,751946
3382,75000
1295,751946
47303,300000
44092,300000
32668,300000
12948,751946
30518,300000
35746,751946
41834,751946
23950,300000
1809,300000
23508,300000
38557,751946
46262,300000
16611,300000
11363,751946
39280,751946
14653,300000
21273,751946
10020,751946
25465,300000
15355,751946
9774,300000
43775,300000
18624,751946
42670,300000
10023,300000
1643,751946
26190,300000
38668,75000
9343,300000
19608,300000
2769,751946
30212,300000
17329,300000
23910,751946
134,751946
25176,300000
35410,751946
38225,300000
35618,751946
5657,300000
26001,300000
5847,751946
28198,300000
31804,751946
14665,751946
30797,751946
34660,751946
10879,751946
47513,300000
15019,751946
24283,300000
2417,300000
48408,751946
36523,751946
31316,300000
47869,300000
15206,751946
6473,751946
16160,300000
1075,31746
10961,75000
47832,31746
34148,751946
24392,300000
30084,751946
8084,751946
23883,995200
21840,300000
29041,300000
17989,31746
33890,751946
16547,300000
1882,300000
14773,995200
23286,751946
32997,751946
37287,300000
9069,75000
724,300000
11146,751946
21136,300000
12804,300000
44692,300000
20201,751946
26066,751946
25696,751946
26756,751946
30089,751946
38087,751946
35743,751946
86,751946
8496,300000
4657,751946
38915,751946
40264,751946
23786,300000
4259,751946
46213,300000
1527,300000
16332,751946
13582,751946
47617,300000
24433,300000
1206,751946
33143,751946
48119,751946
10727,751946
21473,300000
46953,300000
26125,300000
18499,751946
12558,751946
5137,751946
24903,751946
20751,300000
32979,751946
30705,31746
46989,300000
7489,300000
22427,300000
37083,751946
11597,300000
23552,751946
41049,751946
31012,751946
17695,751946
13739,300000
25753,751946
878,300000
25964,300000
1171,751946
37600,300000
7200,751946
5043,751946
41479,751946
45476,300000
39846,751946
18171,751946
45193,751946
14022,751946
8303,300000
10843,31746
18111,75000
28088,751946
19559,300000
42518,300000
20794,751946
29788,31746
5513,300000
3171,300000
29347,751946
15318,751946
42763,751946
39137,751946
47275,300000
41211,751946
22691,751946
1352,751946
2613,751946
15,300000
43066,300000
23569,300000
46558,751946
1363,751946
34420,751946
11074,751946
5404,751946
11222,751946
30471,751946
36726,300000
44717,31746
40435,751946
10612,751946
41738,751946
45076,751946
15600,300000
7277,300000
35846,751946
31105,751946
18765,300000
27071,751946
11349,300000
31578,751946
30614,751946
5796,751946
28968,751946
40524,300000
13572,751946
40658,751946
47874,751946
21476,300000
16898,751946
22240,751946
40423,751946
1515,751946
8142,75000
35444,751946
43622,751946
41225,751946
13989,751946
70,751946
31773,751946
40840,751946
10802,751946
32678,300000
48072,300000
24824,751946
543,751946
13780,751946
13667,300000
19822,300000
41524,300000
36579,751946
29641,300000
13429,751946
33087,31746
5926,300000
35181,995200
27111,751946
40828,751946
32265,300000
1534,751946
23477,751946
38231,300000
38838,300000
1200,751946
15636,751946
46957,300000
46451,300000
3575,300000
18526,751946
16296,300000
6893,751946
8919,751946
42220,300000
27659,300000
31097,300000
14975,751946
37008,751946
35127,300000
46882,300000
758,300000
27839,300000
42533,300000
17172,300000
30048,751946
30044,751946
8111,31746
6302,751946
29824,751946
17977,300000
22648,75000
41318,751946
17663,300000
12641,751946
36702,751946
14409,751946
23047,751946
4286,300000
6840,751946
45146,300000
1692,751946
7659,300000
19796,300000
29091,751946
10775,751946
2197,751946
31917,300000
28791,300000
1916,751946
24317,751946
31685,300000
34227,751946
10769,751946
39332,751946
1173,300000
19377,300000
14697,751946
46567,751946
27438,751946
41001,751946
23697,300000
10707,300000
1543,751946
4681,751946
45449,751946
38605,751946
19622,300000
15634,751946
4321,751946
23149,751946
47650,751946
604,751946
39295,300000
23566,751946
300,300000
22999,300000
2125,300000
40415,751946
984,751946
7090,300000
8483,300000
35356,751946
12396,300000
37010,751946
34380,300000
48469,300000
12014,300000
14455,751946
37106,300000
2305,300000
46460,300000
31261,300000
32017,75000
58,300000
27763,300000
44864,751946
9426,300000
23472,751946
43685,751946
17548,751946
22294,300000
34496,300000
23255,300000
37944,751946
29978,751946
5672,300000
14448,751946
3849,300000
10861,751946
15515,300000
13230,751946
44713,751946
37542,300000
17231,300000
24244,300000
43943,300000
25486,300000
34711,300000
9721,751946
25073,300000
42129,751946
12945,751946
42246,300000
3346,75000
2279,751946
19445,751946
46247,751946
43393,300000
17748,751946
33654,300000
