record_id,relationship
17371,Unmarried
17371,Wife
4248,Not-in-family
4248,Unmarried
27544,Husband
27544,Not-in-family
27544,Other-relative
27544,Own-child
27544,Unmarried
27544,Wife
28487,Husband
28487,Not-in-family
28487,Other-relative
28487,Own-child
28487,Unmarried
28487,Wife
37983,Husband
37983,Other-relative
37983,Own-child
37983,Wife
32403,Husband
32403,Not-in-family
32403,Other-relative
32403,Own-child
32403,Unmarried
32403,Wife
22479,Husband
22479,Other-relative
22479,Own-child
22479,Wife
6873,Husband
6873,Not-in-family
6873,Other-relative
6873,Own-child
6873,Unmarried
6873,Wife
31817,Husband
31817,Not-in-family
31817,Other-relative
31817,Own-child
31817,Unmarried
31817,Wife
8366,Husband
8366,Other-relative
8366,Own-child
8366,Wife
27006,Not-in-family
27006,Unmarried
17995,Husband
17995,Not-in-family
17995,Other-relative
17995,Own-child
17995,Unmarried
17995,Wife
3614,Husband
3614,Not-in-family
3614,Other-relative
3614,Own-child
3614,Unmarried
3614,Wife
47443,Husband
47443,Other-relative
47443,Own-child
47443,Wife
24774,Husband
24774,Not-in-family
24774,Other-relative
24774,Own-child
24774,Unmarried
24774,Wife
24839,Husband
24839,Not-in-family
24839,Other-relative
24839,Own-child
24839,Unmarried
24839,Wife
15362,Husband
15362,Not-in-family
15362,Other-relative
15362,Own-child
15362,Unmarried
15362,Wife
32646,Husband
32646,Not-in-family
32646,Other-relative
32646,Own-child
32646,Unmarried
32646,Wife
1147,Husband
1147,Other-relative
1147,Own-child
1147,Wife
9835,Husband
9835,Not-in-family
9835,Other-relative
9835,Own-child
9835,Unmarried
9835,Wife
47386,Not-in-family
47386,Unmarried
27417,Not-in-family
27417,Unmarried
7822,Husband
7822,Not-in-family
7822,Other-relative
7822,Own-child
7822,Unmarried
7822,Wife
25062,Husband
25062,Not-in-family
25062,Other-relative
25062,Own-child
25062,Unmarried
25062,Wife
47098,Husband
47098,Not-in-family
47098,Other-relative
47098,Own-child
47098,Unmarried
47098,Wife
3336,Husband
3336,Not-in-family
3336,Other-relative
3336,Own-child
3336,Unmarried
3336,Wife
30997,Husband
30997,Other-relative
30997,Own-child
30997,Wife
25117,Husband
25117,Not-in-family
25117,Other-relative
25117,Own-child
25117,Unmarried
25117,Wife
22611,Not-in-family
22611,Unmarried
35661,Husband
35661,Not-in-family
35661,Other-relative
35661,Own-child
35661,Unmarried
35661,Wife
17137,Husband
17137,Not-in-family
17137,Other-relative
17137,Own-child
17137,Unmarried
17137,Wife
34693,Husband
34693,Not-in-family
34693,Other-relative
34693,Own-child
34693,Unmarried
34693,Wife
21655,Husband
21655,Other-relative
21655,Own-child
21655,Wife
30347,Husband
30347,Not-in-family
30347,Other-relative
30347,Own-child
30347,Unmarried
30347,Wife
11843,Husband
11843,Not-in-family
11843,Other-relative
11843,Own-child
11843,Unmarried
11843,Wife
14787,Husband
14787,Other-relative
14787,Own-child
14787,Wife
25557,Husband
25557,Not-in-family
25557,Other-relative
25557,Own-child
25557,Unmarried
25557,Wife
41865,Husband
41865,Other-relative
41865,Own-child
41865,Wife
41546,Husband
41546,Other-relative
41546,Own-child
41546,Wife
13251,Husband
13251,Not-in-family
13251,Other-relative
13251,Own-child
13251,Unmarried
13251,Wife
11679,Husband
11679,Not-in-family
11679,Other-relative
11679,Own-child
11679,Unmarried
11679,Wife
1463,Husband
1463,Other-relative
1463,Own-child
1463,Wife
33334,Husband
33334,Not-in-family
33334,Other-relative
33334,Own-child
33334,Unmarried
33334,Wife
15330,Husband
15330,Not-in-family
15330,Other-relative
15330,Own-child
15330,Unmarried
15330,Wife
34139,Husband
34139,Not-in-family
34139,Other-relative
34139,Own-child
34139,Unmarried
34139,Wife
8887,Husband
8887,Other-relative
8887,Own-child
8887,Wife
7192,Not-in-family
7192,Unmarried
18822,Husband
18822,Not-in-family
18822,Other-relative
18822,Own-child
18822,Unmarried
18822,Wife
45197,Husband
45197,Other-relative
45197,Own-child
45197,Wife
46027,Husband
46027,Not-in-family
46027,Other-relative
46027,Own-child
46027,Unmarried
46027,Wife
2993,Husband
2993,Not-in-family
2993,Other-relative
2993,Own-child
2993,Unmarried
2993,Wife
32891,Husband
32891,Other-relative
32891,Own-child
32891,Wife
46125,Husband
46125,Other-relative
46125,Own-child
46125,Wife
674,Husband
674,Not-in-family
674,Other-relative
674,Own-child
674,Unmarried
674,Wife
31996,Husband
31996,Other-relative
31996,Own-child
31996,Wife
36980,Not-in-family
36980,Unmarried
10160,Husband
10160,Not-in-family
10160,Other-relative
10160,Own-child
10160,Unmarried
10160,Wife
42753,Not-in-family
42753,Unmarried
8248,Husband
8248,Not-in-family
8248,Other-relative
8248,Own-child
8248,Unmarried
8248,Wife
44551,Not-in-family
44551,Unmarried
36345,Husband
36345,Other-relative
36345,Own-child
36345,Wife
4948,Husband
4948,Not-in-family
4948,Other-relative
4948,Own-child
4948,Unmarried
4948,Wife
9994,Husband
9994,Not-in-family
9994,Other-relative
9994,Own-child
9994,Unmarried
9994,Wife
42795,Husband
42795,Other-relative
42795,Own-child
42795,Wife
33220,Not-in-family
33220,Unmarried
16546,Not-in-family
16546,Unmarried
34719,Husband
34719,Not-in-family
34719,Other-relative
34719,Own-child
34719,Unmarried
34719,Wife
46484,Not-in-family
46484,Unmarried
40025,Husband
40025,Not-in-family
40025,Other-relative
40025,Own-child
40025,Unmarried
40025,Wife
47198,Husband
47198,Not-in-family
47198,Other-relative
47198,Own-child
47198,Unmarried
47198,Wife
10534,Husband
10534,Not-in-family
10534,Other-relative
10534,Own-child
10534,Unmarried
10534,Wife
39875,Husband
39875,Not-in-family
39875,Other-relative
39875,Own-child
39875,Unmarried
39875,Wife
12658,Husband
12658,Not-in-family
12658,Other-relative
12658,Own-child
12658,Unmarried
12658,Wife
45324,Not-in-family
45324,Unmarried
43970,Husband
43970,Not-in-family
43970,Other-relative
43970,Own-child
43970,Unmarried
43970,Wife
19800,Husband
19800,Not-in-family
19800,Other-relative
19800,Own-child
19800,Unmarried
19800,Wife
45101,Husband
45101,Not-in-family
45101,Other-relative
45101,Own-child
45101,Unmarried
45101,Wife
38965,Husband
38965,Other-relative
38965,Own-child
38965,Wife
14382,Husband
14382,Other-relative
14382,Own-child
14382,Wife
32288,Husband
32288,Other-relative
32288,Own-child
32288,Wife
31808,Not-in-family
31808,Unmarried
2481,Husband
2481,Other-relative
2481,Own-child
2481,Wife
1587,Husband
1587,Other-relative
1587,Own-child
1587,Wife
38038,Husband
38038,Not-in-family
38038,Other-relative
38038,Own-child
38038,Unmarried
38038,Wife
45740,Husband
45740,Not-in-family
45740,Other-relative
45740,Own-child
45740,Unmarried
45740,Wife
29464,Husband
29464,Other-relative
29464,Own-child
29464,Wife
35345,Husband
35345,Not-in-family
35345,Other-relative
35345,Own-child
35345,Unmarried
35345,Wife
33448,Husband
33448,Other-relative
33448,Own-child
33448,Wife
13955,Husband
13955,Not-in-family
13955,Other-relative
13955,Own-child
13955,Unmarried
13955,Wife
44555,Husband
44555,Not-in-family
44555,Other-relative
44555,Own-child
44555,Unmarried
44555,Wife
14464,Husband
14464,Other-relative
14464,Own-child
14464,Wife
24245,Husband
24245,Other-relative
24245,Own-child
24245,Wife
23349,Husband
23349,Not-in-family
23349,Other-relative
23349,Own-child
23349,Unmarried
23349,Wife
25316,Husband
25316,Not-in-family
25316,Other-relative
25316,Own-child
25316,Unmarried
25316,Wife
9328,Husband
9328,Not-in-family
9328,Other-relative
9328,Own-child
9328,Unmarried
9328,Wife
31760,Husband
31760,Other-relative
31760,Own-child
31760,Wife
20467,Husband
20467,Other-relative
20467,Own-child
20467,Wife
7405,Not-in-family
7405,Unmarried
32610,Husband
32610,Not-in-family
32610,Other-relative
32610,Own-child
32610,Unmarried
32610,Wife
34470,Husband
34470,Not-in-family
34470,Other-relative
34470,Own-child
34470,Unmarried
34470,Wife
34011,Not-in-family
34011,Unmarried
24914,Husband
24914,Not-in-family
24914,Other-relative
24914,Own-child
24914,Unmarried
24914,Wife
35450,Husband
35450,Other-relative
35450,Own-child
35450,Wife
16132,Not-in-family
16132,Unmarried
24141,Husband
24141,Not-in-family
24141,Other-relative
24141,Own-child
24141,Unmarried
24141,Wife
12633,Not-in-family
12633,Unmarried
25030,Husband
25030,Not-in-family
25030,Other-relative
25030,Own-child
25030,Unmarried
25030,Wife
11756,Husband
11756,Not-in-family
11756,Other-relative
11756,Own-child
11756,Unmarried
11756,Wife
22939,Husband
22939,Not-in-family
22939,Other-relative
22939,Own-child
22939,Unmarried
22939,Wife
43109,Husband
43109,Other-relative
43109,Own-child
43109,Wife
18893,Husband
18893,Not-in-family
18893,Other-relative
18893,Own-child
18893,Unmarried
18893,Wife
20512,Husband
20512,Not-in-family
20512,Other-relative
20512,Own-child
20512,Unmarried
20512,Wife
25143,Husband
25143,Other-relative
25143,Own-child
25143,Wife
1856,Not-in-family
1856,Unmarried
9441,Husband
9441,Not-in-family
9441,Other-relative
9441,Own-child
9441,Unmarried
9441,Wife
35133,Husband
35133,Not-in-family
35133,Other-relative
35133,Own-child
35133,Unmarried
35133,Wife
17307,Husband
17307,Other-relative
17307,Own-child
17307,Wife
23497,Husband
23497,Not-in-family
23497,Other-relative
23497,Own-child
23497,Unmarried
23497,Wife
4820,Husband
4820,Other-relative
4820,Own-child
4820,Wife
9372,Husband
9372,Other-relative
9372,Own-child
9372,Wife
20672,Not-in-family
20672,Unmarried
21547,Husband
21547,Not-in-family
21547,Other-relative
21547,Own-child
21547,Unmarried
21547,Wife
11789,Husband
11789,Not-in-family
11789,Other-relative
11789,Own-child
11789,Unmarried
11789,Wife
13520,Husband
13520,Not-in-family
13520,Other-relative
13520,Own-child
13520,Unmarried
13520,Wife
17495,Husband
17495,Not-in-family
17495,Other-relative
17495,Own-child
17495,Unmarried
17495,Wife
1658,Husband
1658,Not-in-family
1658,Other-relative
1658,Own-child
1658,Unmarried
1658,Wife
24471,Husband
24471,Not-in-family
24471,Other-relative
24471,Own-child
24471,Unmarried
24471,Wife
21076,Not-in-family
21076,Unmarried
20543,Husband
20543,Other-relative
20543,Own-child
20543,Wife
10426,Husband
10426,Not-in-family
10426,Other-relative
10426,Own-child
10426,Unmarried
10426,Wife
17848,Husband
17848,Other-relative
17848,Own-child
17848,Wife
47066,Husband
47066,Not-in-family
47066,Other-relative
47066,Own-child
47066,Unmarried
47066,Wife
13814,Husband
13814,Not-in-family
13814,Other-relative
13814,Own-child
13814,Unmarried
13814,Wife
47999,Husband
47999,Not-in-family
47999,Other-relative
47999,Own-child
47999,Unmarried
47999,Wife
11308,Not-in-family
11308,Unmarried
25016,Not-in-family
25016,Unmarried
12691,Husband
12691,Other-relative
12691,Own-child
12691,Wife
12520,Husband
12520,Other-relative
12520,Own-child
12520,Wife
29295,Husband
29295,Not-in-family
29295,Other-relative
29295,Own-child
29295,Unmarried
29295,Wife
2472,Husband
2472,Not-in-family
2472,Other-relative
2472,Own-child
2472,Unmarried
2472,Wife
21143,Husband
21143,Not-in-family
21143,Other-relative
21143,Own-child
21143,Unmarried
21143,Wife
1281,Husband
1281,Not-in-family
1281,Other-relative
1281,Own-child
1281,Unmarried
1281,Wife
37504,Husband
37504,Not-in-family
37504,Other-relative
37504,Own-child
37504,Unmarried
37504,Wife
21138,Husband
21138,Other-relative
21138,Own-child
21138,Wife
25312,Husband
25312,Not-in-family
25312,Other-relative
25312,Own-child
25312,Unmarried
25312,Wife
30871,Not-in-family
30871,Unmarried
9567,Husband
9567,Not-in-family
9567,Other-relative
9567,Own-child
9567,Unmarried
9567,Wife
41711,Husband
41711,Not-in-family
41711,Other-relative
41711,Own-child
41711,Unmarried
41711,Wife
20487,Not-in-family
20487,Unmarried
705,Husband
705,Not-in-family
705,Other-relative
705,Own-child
705,Unmarried
705,Wife
23424,Husband
23424,Not-in-family
23424,Other-relative
23424,Own-child
23424,Unmarried
23424,Wife
30245,Husband
30245,Other-relative
30245,Own-child
30245,Wife
24148,Husband
24148,Other-relative
24148,Own-child
24148,Wife
31733,Husband
31733,Other-relative
31733,Own-child
31733,Wife
22038,Husband
22038,Other-relative
22038,Own-child
22038,Wife
33580,Husband
33580,Not-in-family
33580,Other-relative
33580,Own-child
33580,Unmarried
33580,Wife
11312,Not-in-family
11312,Unmarried
36366,Husband
36366,Not-in-family
36366,Other-relative
36366,Own-child
36366,Unmarried
36366,Wife
34040,Husband
34040,Other-relative
34040,Own-child
34040,Wife
35146,Husband
35146,Other-relative
35146,Own-child
35146,Wife
38742,Not-in-family
38742,Unmarried
13674,Husband
13674,Other-relative
13674,Own-child
13674,Wife
27604,Husband
27604,Other-relative
27604,Own-child
27604,Wife
20821,Husband
20821,Not-in-family
20821,Other-relative
20821,Own-child
20821,Unmarried
20821,Wife
30767,Not-in-family
30767,Unmarried
10516,Husband
10516,Not-in-family
10516,Other-relative
10516,Own-child
10516,Unmarried
10516,Wife
16086,Husband
16086,Other-relative
16086,Own-child
16086,Wife
5268,Husband
5268,Not-in-family
5268,Other-relative
5268,Own-child
5268,Unmarried
5268,Wife
18349,Husband
18349,Other-relative
18349,Own-child
18349,Wife
9090,Not-in-family
9090,Unmarried
16392,Husband
16392,Not-in-family
16392,Other-relative
16392,Own-child
16392,Unmarried
16392,Wife
11900,Husband
11900,Not-in-family
11900,Other-relative
11900,Own-child
11900,Unmarried
11900,Wife
18892,Husband
18892,Other-relative
18892,Own-child
18892,Wife
4349,Husband
4349,Other-relative
4349,Own-child
4349,Wife
40162,Husband
40162,Other-relative
40162,Own-child
40162,Wife
4281,Not-in-family
4281,Unmarried
8258,Husband
8258,Not-in-family
8258,Other-relative
8258,Own-child
8258,Unmarried
8258,Wife
37474,Husband
37474,Not-in-family
37474,Other-relative
37474,Own-child
37474,Unmarried
37474,Wife
36797,Husband
36797,Other-relative
36797,Own-child
36797,Wife
27054,Husband
27054,Other-relative
27054,Own-child
27054,Wife
24552,Husband
24552,Not-in-family
24552,Other-relative
24552,Own-child
24552,Unmarried
24552,Wife
28128,Husband
28128,Other-relative
28128,Own-child
28128,Wife
47396,Husband
47396,Other-relative
47396,Own-child
47396,Wife
26128,Husband
26128,Not-in-family
26128,Other-relative
26128,Own-child
26128,Unmarried
26128,Wife
41575,Husband
41575,Not-in-family
41575,Other-relative
41575,Own-child
41575,Unmarried
41575,Wife
47090,Husband
47090,Not-in-family
47090,Other-relative
47090,Own-child
47090,Unmarried
47090,Wife
26062,Husband
26062,Not-in-family
26062,Other-relative
26062,Own-child
26062,Unmarried
26062,Wife
42281,Husband
42281,Other-relative
42281,Own-child
42281,Wife
2824,Husband
2824,Other-relative
2824,Own-child
2824,Wife
33825,Husband
33825,Not-in-family
33825,Other-relative
33825,Own-child
33825,Unmarried
33825,Wife
26727,Husband
26727,Other-relative
26727,Own-child
26727,Wife
13036,Husband
13036,Not-in-family
13036,Other-relative
13036,Own-child
13036,Unmarried
13036,Wife
31004,Husband
31004,Other-relative
31004,Own-child
31004,Wife
25812,Husband
25812,Not-in-family
25812,Other-relative
25812,Own-child
25812,Unmarried
25812,Wife
24637,Husband
24637,Not-in-family
24637,Other-relative
24637,Own-child
24637,Unmarried
24637,Wife
43544,Husband
43544,Not-in-family
43544,Other-relative
43544,Own-child
43544,Unmarried
43544,Wife
15857,Husband
15857,Not-in-family
15857,Other-relative
15857,Own-child
15857,Unmarried
15857,Wife
14745,Husband
14745,Other-relative
14745,Own-child
14745,Wife
9862,Not-in-family
9862,Unmarried
40760,Not-in-family
40760,Unmarried
7747,Not-in-family
7747,Unmarried
16744,Not-in-family
16744,Unmarried
3742,Not-in-family
3742,Unmarried
25189,Husband
25189,Not-in-family
25189,Other-relative
25189,Own-child
25189,Unmarried
25189,Wife
4126,Husband
4126,Other-relative
4126,Own-child
4126,Wife
37067,Not-in-family
37067,Unmarried
35262,Husband
35262,Not-in-family
35262,Other-relative
35262,Own-child
35262,Unmarried
35262,Wife
9877,Not-in-family
9877,Unmarried
41154,Not-in-family
41154,Unmarried
24831,Husband
24831,Other-relative
24831,Own-child
24831,Wife
12552,Husband
12552,Other-relative
12552,Own-child
12552,Wife
39989,Husband
39989,Not-in-family
39989,Other-relative
39989,Own-child
39989,Unmarried
39989,Wife
44964,Husband
44964,Not-in-family
44964,Other-relative
44964,Own-child
44964,Unmarried
44964,Wife
28700,Husband
28700,Other-relative
28700,Own-child
28700,Wife
36491,Husband
36491,Other-relative
36491,Own-child
36491,Wife
38523,Husband
38523,Other-relative
38523,Own-child
38523,Wife
18809,Husband
18809,Other-relative
18809,Own-child
18809,Wife
8020,Not-in-family
8020,Unmarried
30435,Husband
30435,Not-in-family
30435,Other-relative
30435,Own-child
30435,Unmarried
30435,Wife
41340,Husband
41340,Not-in-family
41340,Other-relative
41340,Own-child
41340,Unmarried
41340,Wife
12006,Husband
12006,Other-relative
12006,Own-child
12006,Wife
39788,Husband
39788,Not-in-family
39788,Other-relative
39788,Own-child
39788,Unmarried
39788,Wife
39338,Husband
39338,Not-in-family
39338,Other-relative
39338,Own-child
39338,Unmarried
39338,Wife
41925,Husband
41925,Other-relative
41925,Own-child
41925,Wife
33379,Husband
33379,Not-in-family
33379,Other-relative
33379,Own-child
33379,Unmarried
33379,Wife
42842,Husband
42842,Not-in-family
42842,Other-relative
42842,Own-child
42842,Unmarried
42842,Wife
20883,Husband
20883,Not-in-family
20883,Other-relative
20883,Own-child
20883,Unmarried
20883,Wife
21866,Husband
21866,Other-relative
21866,Own-child
21866,Wife
621,Husband
621,Not-in-family
621,Other-relative
621,Own-child
621,Unmarried
621,Wife
34612,Husband
34612,Other-relative
34612,Own-child
34612,Wife
1323,Husband
1323,Not-in-family
1323,Other-relative
1323,Own-child
1323,Unmarried
1323,Wife
9084,Not-in-family
9084,Unmarried
14257,Husband
14257,Not-in-family
14257,Other-relative
14257,Own-child
14257,Unmarried
14257,Wife
11472,Husband
11472,Other-relative
11472,Own-child
11472,Wife
25616,Not-in-family
25616,Unmarried
22077,Not-in-family
22077,Unmarried
20569,Husband
20569,Not-in-family
20569,Other-relative
20569,Own-child
20569,Unmarried
20569,Wife
7754,Husband
7754,Not-in-family
7754,Other-relative
7754,Own-child
7754,Unmarried
7754,Wife
39417,Not-in-family
39417,Unmarried
13046,Husband
13046,Not-in-family
13046,Other-relative
13046,Own-child
13046,Unmarried
13046,Wife
16772,Not-in-family
16772,Unmarried
46244,Husband
46244,Not-in-family
46244,Other-relative
46244,Own-child
46244,Unmarried
46244,Wife
46316,Not-in-family
46316,Unmarried
41039,Husband
41039,Not-in-family
41039,Other-relative
41039,Own-child
41039,Unmarried
41039,Wife
2271,Husband
2271,Not-in-family
2271,Other-relative
2271,Own-child
2271,Unmarried
2271,Wife
10735,Not-in-family
10735,Unmarried
29084,Husband
29084,Other-relative
29084,Own-child
29084,Wife
23640,Husband
23640,Not-in-family
23640,Other-relative
23640,Own-child
23640,Unmarried
23640,Wife
3922,Husband
3922,Not-in-family
3922,Other-relative
3922,Own-child
3922,Unmarried
3922,Wife
16857,Not-in-family
16857,Unmarried
35562,Husband
35562,Not-in-family
35562,Other-relative
35562,Own-child
35562,Unmarried
35562,Wife
41244,Not-in-family
41244,Unmarried
27391,Husband
27391,Other-relative
27391,Own-child
27391,Wife
24599,Husband
24599,Other-relative
24599,Own-child
24599,Wife
16463,Husband
16463,Other-relative
16463,Own-child
16463,Wife
23048,Husband
23048,Not-in-family
23048,Other-relative
23048,Own-child
23048,Unmarried
23048,Wife
15641,Husband
15641,Other-relative
15641,Own-child
15641,Wife
37152,Husband
37152,Other-relative
37152,Own-child
37152,Wife
11279,Not-in-family
11279,Unmarried
1880,Not-in-family
1880,Unmarried
45856,Husband
45856,Other-relative
45856,Own-child
45856,Wife
45385,Not-in-family
45385,Unmarried
5564,Husband
5564,Other-relative
5564,Own-child
5564,Wife
16339,Husband
16339,Not-in-family
16339,Other-relative
16339,Own-child
16339,Unmarried
16339,Wife
17088,Husband
17088,Not-in-family
17088,Other-relative
17088,Own-child
17088,Unmarried
17088,Wife
33331,Not-in-family
33331,Unmarried
28926,Husband
28926,Other-relative
28926,Own-child
28926,Wife
24330,Husband
24330,Not-in-family
24330,Other-relative
24330,Own-child
24330,Unmarried
24330,Wife
43501,Husband
43501,Not-in-family
43501,Other-relative
43501,Own-child
43501,Unmarried
43501,Wife
32167,Husband
32167,Not-in-family
32167,Other-relative
32167,Own-child
32167,Unmarried
32167,Wife
44906,Not-in-family
44906,Unmarried
33896,Not-in-family
33896,Unmarried
909,Husband
909,Other-relative
909,Own-child
909,Wife
15866,Husband
15866,Not-in-family
15866,Other-relative
15866,Own-child
15866,Unmarried
15866,Wife
27773,Husband
27773,Other-relative
27773,Own-child
27773,Wife
2453,Husband
2453,Other-relative
2453,Own-child
2453,Wife
10703,Husband
10703,Other-relative
10703,Own-child
10703,Wife
45573,Husband
45573,Other-relative
45573,Own-child
45573,Wife
957,Not-in-family
957,Unmarried
24620,Husband
24620,Not-in-family
24620,Other-relative
24620,Own-child
24620,Unmarried
24620,Wife
15405,Husband
15405,Other-relative
15405,Own-child
15405,Wife
14482,Husband
14482,Other-relative
14482,Own-child
14482,Wife
47273,Husband
47273,Other-relative
47273,Own-child
47273,Wife
45151,Husband
45151,Not-in-family
45151,Other-relative
45151,Own-child
45151,Unmarried
45151,Wife
18395,Husband
18395,Not-in-family
18395,Other-relative
18395,Own-child
18395,Unmarried
18395,Wife
42735,Husband
42735,Not-in-family
42735,Other-relative
42735,Own-child
42735,Unmarried
42735,Wife
23796,Husband
23796,Other-relative
23796,Own-child
23796,Wife
28837,Husband
28837,Other-relative
28837,Own-child
28837,Wife
31010,Husband
31010,Other-relative
31010,Own-child
31010,Wife
38849,Not-in-family
38849,Unmarried
26507,Husband
26507,Other-relative
26507,Own-child
26507,Wife
7189,Husband
7189,Other-relative
7189,Own-child
7189,Wife
7280,Husband
7280,Other-relative
7280,Own-child
7280,Wife
34487,Husband
34487,Not-in-family
34487,Other-relative
34487,Own-child
34487,Unmarried
34487,Wife
28687,Husband
28687,Other-relative
28687,Own-child
28687,Wife
24674,Husband
24674,Not-in-family
24674,Other-relative
24674,Own-child
24674,Unmarried
24674,Wife
33463,Husband
33463,Not-in-family
33463,Other-relative
33463,Own-child
33463,Unmarried
33463,Wife
12066,Husband
12066,Not-in-family
12066,Other-relative
12066,Own-child
12066,Unmarried
12066,Wife
17034,Husband
17034,Other-relative
17034,Own-child
17034,Wife
6287,Husband
6287,Not-in-family
6287,Other-relative
6287,Own-child
6287,Unmarried
6287,Wife
35013,Husband
35013,Other-relative
35013,Own-child
35013,Wife
43832,Husband
43832,Not-in-family
43832,Other-relative
43832,Own-child
43832,Unmarried
43832,Wife
29626,Husband
29626,Not-in-family
29626,Other-relative
29626,Own-child
29626,Unmarried
29626,Wife
34849,Husband
34849,Not-in-family
34849,Other-relative
34849,Own-child
34849,Unmarried
34849,Wife
37959,Husband
37959,Not-in-family
37959,Other-relative
37959,Own-child
37959,Unmarried
37959,Wife
6411,Husband
6411,Not-in-family
6411,Other-relative
6411,Own-child
6411,Unmarried
6411,Wife
1730,Husband
1730,Other-relative
1730,Own-child
1730,Wife
15509,Husband
15509,Not-in-family
15509,Other-relative
15509,Own-child
15509,Unmarried
15509,Wife
19459,Husband
19459,Not-in-family
19459,Other-relative
19459,Own-child
19459,Unmarried
19459,Wife
17400,Husband
17400,Other-relative
17400,Own-child
17400,Wife
32632,Husband
32632,Not-in-family
32632,Other-relative
32632,Own-child
32632,Unmarried
32632,Wife
41686,Husband
41686,Other-relative
41686,Own-child
41686,Wife
6280,Not-in-family
6280,Unmarried
48095,Husband
48095,Not-in-family
48095,Other-relative
48095,Own-child
48095,Unmarried
48095,Wife
42574,Not-in-family
42574,Unmarried
1474,Husband
1474,Not-in-family
1474,Other-relative
1474,Own-child
1474,Unmarried
1474,Wife
43656,Husband
43656,Not-in-family
43656,Other-relative
43656,Own-child
43656,Unmarried
43656,Wife
27879,Husband
27879,Not-in-family
27879,Other-relative
27879,Own-child
