record_id,sex
25812,Male
25812,Female
24637,Male
24637,Female
43544,Male
43544,Female
15857,Male
15857,Female
14745,Male
14745,Female
9862,Male
9862,Female
40760,Male
40760,Female
7747,Male
7747,Female
16744,Male
16744,Female
3742,Male
3742,Female
25189,Male
25189,Female
4126,Male
4126,Female
37067,Male
37067,Female
35262,Male
35262,Female
9877,Male
9877,Female
41154,Male
41154,Female
24831,Male
24831,Female
12552,Male
12552,Female
39989,Male
39989,Female
44964,Male
44964,Female
28700,Male
28700,Female
36491,Male
36491,Female
38523,Male
38523,Female
18809,Male
18809,Female
8020,Male
8020,Female
30435,Male
30435,Female
41340,Male
41340,Female
12006,Male
12006,Female
39788,Male
39788,Female
39338,Male
39338,Female
41925,Male
41925,Female
33379,Male
33379,Female
42842,Male
42842,Female
20883,Male
20883,Female
21866,Male
21866,Female
621,Male
621,Female
34612,Male
34612,Female
1323,Male
1323,Female
9084,Male
9084,Female
14257,Male
14257,Female
11472,Male
11472,Female
25616,Male
25616,Female
22077,Male
22077,Female
20569,Male
20569,Female
7754,Male
7754,Female
39417,Male
39417,Female
13046,Male
13046,Female
16772,Male
16772,Female
46244,Male
46244,Female
46316,Male
46316,Female
41039,Male
41039,Female
2271,Male
2271,Female
10735,Male
10735,Female
29084,Male
29084,Female
23640,Male
23640,Female
3922,Male
3922,Female
16857,Male
16857,Female
35562,Male
35562,Female
41244,Male
41244,Female
27391,Male
27391,Female
24599,Male
24599,Female
16463,Male
16463,Female
23048,Male
23048,Female
15641,Male
15641,Female
37152,Male
37152,Female
11279,Male
11279,Female
1880,Male
1880,Female
45856,Male
45856,Female
45385,Male
45385,Female
5564,Male
5564,Female
16339,Male
16339,Female
17088,Male
17088,Female
33331,Male
33331,Female
28926,Male
28926,Female
24330,Male
24330,Female
43501,Male
43501,Female
32167,Male
32167,Female
44906,Male
44906,Female
33896,Male
33896,Female
909,Male
909,Female
15866,Male
15866,Female
27773,Male
27773,Female
2453,Male
2453,Female
10703,Male
10703,Female
45573,Male
45573,Female
957,Male
957,Female
24620,Male
24620,Female
15405,Male
15405,Female
14482,Male
14482,Female
47273,Male
47273,Female
45151,Male
45151,Female
18395,Male
18395,Female
42735,Male
42735,Female
23796,Male
23796,Female
28837,Male
28837,Female
31010,Male
31010,Female
38849,Male
38849,Female
26507,Male
26507,Female
7189,Male
7189,Female
7280,Male
7280,Female
34487,Male
34487,Female
28687,Male
28687,Female
24674,Male
24674,Female
33463,Male
33463,Female
12066,Male
12066,Female
17034,Male
17034,Female
6287,Male
6287,Female
35013,Male
35013,Female
43832,Male
43832,Female
29626,Male
29626,Female
34849,Male
34849,Female
37959,Male
37959,Female
6411,Male
6411,Female
1730,Male
1730,Female
15509,Male
15509,Female
19459,Male
19459,Female
17400,Male
17400,Female
32632,Male
32632,Female
41686,Male
41686,Female
6280,Male
6280,Female
48095,Male
48095,Female
42574,Male
42574,Female
1474,Male
1474,Female
43656,Male
43656,Female
27879,Male
27879,Female
20726,Male
20726,Female
12305,Male
12305,Female
32324,Male
32324,Female
12495,Male
12495,Female
26701,Male
26701,Female
17791,Male
17791,Female
30505,Male
30505,Female
39411,Male
39411,Female
14247,Male
14247,Female
24958,Male
24958,Female
23598,Male
23598,Female
4198,Male
4198,Female
15888,Male
15888,Female
16830,Male
16830,Female
48209,Male
48209,Female
32819,Male
32819,Female
6906,Male
6906,Female
33138,Male
33138,Female
48474,Male
48474,Female
34532,Male
34532,Female
6594,Male
6594,Female
48648,Male
48648,Female
5617,Male
5617,Female
48033,Male
48033,Female
3995,Male
3995,Female
47687,Male
47687,Female
45703,Male
45703,Female
9390,Male
9390,Female
6514,Male
6514,Female
25462,Male
25462,Female
37675,Male
37675,Female
3278,Male
3278,Female
36948,Male
36948,Female
1351,Male
1351,Female
44408,Male
44408,Female
26842,Male
26842,Female
42592,Male
42592,Female
7330,Male
7330,Female
48246,Male
48246,Female
18711,Male
18711,Female
16584,Male
16584,Female
39587,Male
39587,Female
31045,Male
31045,Female
14977,Male
14977,Female
25687,Male
25687,Female
24881,Male
24881,Female
47871,Male
47871,Female
31121,Male
31121,Female
7478,Male
7478,Female
11457,Male
11457,Female
23909,Male
23909,Female
16902,Male
16902,Female
13412,Male
13412,Female
9965,Male
9965,Female
2395,Male
2395,Female
38253,Male
38253,Female
46537,Male
46537,Female
35956,Male
35956,Female
4091,Male
4091,Female
37231,Male
37231,Female
12487,Male
12487,Female
10435,Male
10435,Female
11348,Male
11348,Female
31654,Male
31654,Female
29020,Male
29020,Female
9168,Male
9168,Female
33768,Male
33768,Female
33601,Male
33601,Female
39593,Male
39593,Female
26875,Male
26875,Female
37876,Male
37876,Female
1871,Male
1871,Female
25957,Male
25957,Female
1602,Male
1602,Female
14539,Male
14539,Female
15957,Male
15957,Female
33619,Male
33619,Female
799,Male
799,Female
18845,Male
18845,Female
40224,Male
40224,Female
20498,Male
20498,Female
44499,Male
44499,Female
699,Male
699,Female
39518,Male
39518,Female
25752,Male
25752,Female
28514,Male
28514,Female
7484,Male
7484,Female
39815,Male
39815,Female
27121,Male
27121,Female
43359,Male
43359,Female
4620,Male
4620,Female
18556,Male
18556,Female
14788,Male
14788,Female
1613,Male
1613,Female
15081,Male
15081,Female
36932,Male
36932,Female
32560,Male
32560,Female
22621,Male
22621,Female
24869,Male
24869,Female
22320,Male
22320,Female
5349,Male
5349,Female
12203,Male
12203,Female
46843,Male
46843,Female
21527,Male
21527,Female
23621,Male
23621,Female
35983,Male
35983,Female
10006,Male
10006,Female
2559,Male
2559,Female
41898,Male
41898,Female
34527,Male
34527,Female
36109,Male
36109,Female
42755,Male
42755,Female
26013,Male
26013,Female
22347,Male
22347,Female
10660,Male
10660,Female
30262,Male
30262,Female
11717,Male
11717,Female
6269,Male
6269,Female
5570,Male
5570,Female
30469,Male
30469,Female
10668,Male
10668,Female
1591,Male
1591,Female
38393,Male
38393,Female
1924,Male
1924,Female
24705,Male
24705,Female
17950,Male
17950,Female
15819,Male
15819,Female
38146,Male
38146,Female
30269,Male
30269,Female
46676,Male
46676,Female
45015,Male
45015,Female
2814,Male
2814,Female
540,Male
540,Female
15670,Male
15670,Female
48076,Male
48076,Female
33432,Male
33432,Female
47208,Male
47208,Female
44173,Male
44173,Female
35091,Male
35091,Female
31707,Male
31707,Female
10376,Male
10376,Female
140,Male
140,Female
23278,Male
23278,Female
15679,Male
15679,Female
24216,Male
24216,Female
26262,Male
26262,Female
12192,Male
12192,Female
15623,Male
15623,Female
15008,Male
15008,Female
12527,Male
12527,Female
39370,Male
39370,Female
34030,Male
34030,Female
2635,Male
2635,Female
12053,Male
12053,Female
44164,Male
44164,Female
15486,Male
15486,Female
36478,Male
36478,Female
37394,Male
37394,Female
46047,Male
46047,Female
1375,Male
1375,Female
9986,Male
9986,Female
31205,Male
31205,Female
32396,Male
32396,Female
273,Male
273,Female
38506,Male
38506,Female
6711,Male
6711,Female
40699,Male
40699,Female
39348,Male
39348,Female
3734,Male
3734,Female
4311,Male
4311,Female
30197,Male
30197,Female
46336,Male
46336,Female
18856,Male
18856,Female
24909,Male
24909,Female
40163,Male
40163,Female
1768,Male
1768,Female
12319,Male
12319,Female
4975,Male
4975,Female
24974,Male
24974,Female
42494,Male
42494,Female
6941,Male
6941,Female
24898,Male
24898,Female
11766,Male
11766,Female
29508,Male
29508,Female
41347,Male
41347,Female
44916,Male
44916,Female
42556,Male
42556,Female
7984,Male
7984,Female
4941,Male
4941,Female
17874,Male
17874,Female
1096,Male
1096,Female
15240,Male
15240,Female
21174,Male
21174,Female
20204,Male
20204,Female
382,Male
382,Female
22126,Male
22126,Female
13635,Male
13635,Female
25217,Male
25217,Female
47785,Male
47785,Female
33892,Male
33892,Female
29047,Male
29047,Female
10197,Male
10197,Female
8218,Male
8218,Female
29533,Male
29533,Female
24791,Male
24791,Female
32357,Male
32357,Female
17175,Male
17175,Female
29993,Male
29993,Female
41288,Male
41288,Female
16436,Male
16436,Female
3553,Male
3553,Female
8037,Male
8037,Female
14613,Male
14613,Female
42566,Male
42566,Female
22825,Male
22825,Female
14732,Male
14732,Female
1413,Male
1413,Female
14556,Male
14556,Female
20442,Male
20442,Female
9395,Male
9395,Female
46063,Male
46063,Female
23201,Male
23201,Female
19091,Male
19091,Female
47420,Male
47420,Female
4218,Male
4218,Female
6814,Male
6814,Female
39134,Male
39134,Female
21326,Male
21326,Female
303,Male
303,Female
5489,Male
5489,Female
7566,Male
7566,Female
2048,Male
2048,Female
7026,Male
7026,Female
13481,Male
13481,Female
20252,Male
20252,Female
48831,Male
48831,Female
34449,Male
34449,Female
28040,Male
28040,Female
33680,Male
33680,Female
40960,Male
40960,Female
22966,Male
22966,Female
41643,Male
41643,Female
424,Male
424,Female
15855,Male
15855,Female
5398,Male
5398,Female
41539,Male
41539,Female
39870,Male
39870,Female
48067,Male
48067,Female
36556,Male
36556,Female
33705,Male
33705,Female
39283,Male
39283,Female
42550,Male
42550,Female
40496,Male
40496,Female
10664,Male
10664,Female
11466,Male
11466,Female
4868,Male
4868,Female
33721,Male
33721,Female
40249,Male
40249,Female
22732,Male
22732,Female
1232,Male
1232,Female
18963,Male
18963,Female
12767,Male
12767,Female
2058,Male
2058,Female
33811,Male
33811,Female
48834,Male
48834,Female
25129,Male
25129,Female
30272,Male
30272,Female
22289,Male
22289,Female
32875,Male
32875,Female
1359,Male
1359,Female
4813,Male
4813,Female
44808,Male
44808,Female
15462,Male
15462,Female
41737,Male
41737,Female
46892,Male
46892,Female
31750,Male
31750,Female
45884,Male
45884,Female
3426,Male
3426,Female
27594,Male
27594,Female
45711,Male
45711,Female
11633,Male
11633,Female
19524,Male
19524,Female
18189,Male
18189,Female
25797,Male
25797,Female
45912,Male
45912,Female
19877,Male
19877,Female
28725,Male
28725,Female
33596,Male
33596,Female
27359,Male
27359,Female
24236,Male
24236,Female
40939,Male
40939,Female
21353,Male
21353,Female
32263,Male
32263,Female
12696,Male
12696,Female
25036,Male
25036,Female
41419,Male
41419,Female
46074,Male
46074,Female
37916,Male
37916,Female
39716,Male
39716,Female
32228,Male
32228,Female
7794,Male
7794,Female
36064,Male
36064,Female
1480,Male
1480,Female
46439,Male
46439,Female
25633,Male
25633,Female
31442,Male
31442,Female
6144,Male
6144,Female
10188,Male
10188,Female
45363,Male
45363,Female
17606,Male
17606,Female
12954,Male
12954,Female
24214,Male
24214,Female
15329,Male
15329,Female
25205,Male
25205,Female
35939,Male
35939,Female
30216,Male
30216,Female
40834,Male
40834,Female
28594,Male
28594,Female
6194,Male
6194,Female
4757,Male
4757,Female
42358,Male
42358,Female
39907,Male
39907,Female
30909,Male
30909,Female
39963,Male
39963,Female
46983,Male
46983,Female
26382,Male
26382,Female
28011,Male
28011,Female
7818,Male
7818,Female
36341,Male
36341,Female
39500,Male
39500,Female
41152,Male
41152,Female
28866,Male
28866,Female
25413,Male
25413,Female
5674,Male
5674,Female
36611,Male
36611,Female
15060,Male
15060,Female
21086,Male
21086,Female
19981,Male
19981,Female
15736,Male
15736,Female
42213,Male
42213,Female
20387,Male
20387,Female
34423,Male
34423,Female
36423,Male
36423,Female
31759,Male
31759,Female
15511,Male
15511,Female
47382,Male
47382,Female
36105,Male
36105,Female
46905,Male
46905,Female
23762,Male
23762,Female
21325,Male
21325,Female
30270,Male
30270,Female
18448,Male
18448,Female
22104,Male
22104,Female
2079,Male
2079,Female
13195,Male
13195,Female
47100,Male
47100,Female
9475,Male
9475,Female
2785,Male
2785,Female
24551,Male
24551,Female
2742,Male
2742,Female
26047,Male
26047,Female
18710,Male
18710,Female
29003,Male
29003,Female
45758,Male
45758,Female
47746,Male
47746,Female
11341,Male
11341,Female
21577,Male
21577,Female
25747,Male
25747,Female
43108,Male
43108,Female
9790,Male
9790,Female
34542,Male
34542,Female
11896,Male
11896,Female
21702,Male
21702,Female
45271,Male
45271,Female
2943,Male
2943,Female
44265,Male
44265,Female
16085,Male
16085,Female
34631,Male
34631,Female
13954,Male
13954,Female
12464,Male
12464,Female
18169,Male
18169,Female
1424,Male
1424,Female
45418,Male
45418,Female
4260,Male
4260,Female
41627,Male
41627,Female
4901,Male
4901,Female
16406,Male
16406,Female
17891,Male
17891,Female
20024,Male
20024,Female
32330,Male
32330,Female
29887,Male
29887,Female
43632,Male
43632,Female
18889,Male
18889,Female
41026,Male
41026,Female
23989,Male
23989,Female
28036,Male
28036,Female
10748,Male
10748,Female
12005,Male
12005,Female
18587,Male
18587,Female
48108,Male
48108,Female
41495,Male
41495,Female
1775,Male
1775,Female
880,Male
880,Female
1638,Male
1638,Female
21156,Male
21156,Female
41067,Male
41067,Female
23455,Male
23455,Female
9581,Male
9581,Female
21037,Male
21037,Female
48358,Male
48358,Female
37875,Male
37875,Female
10731,Male
10731,Female
27653,Male
27653,Female
5092,Male
5092,Female
22912,Male
22912,Female
41451,Male
41451,Female
45467,Male
45467,Female
34111,Male
34111,Female
13485,Male
13485,Female
21495,Male
21495,Female
24531,Male
24531,Female
9123,Male
9123,Female
10214,Male
10214,Female
47304,Male
47304,Female
20073,Male
20073,Female
34929,Male
34929,Female
41180,Male
41180,Female
36137,Male
36137,Female
45450,Male
45450,Female
22663,Male
22663,Female
16757,Male
16757,Female
33492,Male
33492,Female
32908,Male
32908,Female
1322,Male
1322,Female
1272,Male
1272,Female
15208,Male
15208,Female
7233,Male
7233,Female
46741,Male
46741,Female
73,Male
73,Female
38232,Male
38232,Female
40077,Male
40077,Female
28760,Male
28760,Female
7032,Male
7032,Female
39524,Male
39524,Female
38543,Male
38543,Female
41662,Male
41662,Female
38644,Male
38644,Female
43939,Male
43939,Female
41786,Male
41786,Female
44418,Male
44418,Female
19699,Male
19699,Female
35505,Male
35505,Female
8768,Male
8768,Female
4284,Male
4284,Female
30095,Male
30095,Female
35407,Male
35407,Female
26401,Male
26401,Female
9692,Male
9692,Female
2723,Male
2723,Female
46343,Male
46343,Female
32434,Male
32434,Female
43124,Male
43124,Female
7268,Male
7268,Female
27479,Male
27479,Female
20921,Male
20921,Female
18962,Male
18962,Female
3466,Male
3466,Female
33837,Male
33837,Female
33429,Male
33429,Female
1084,Male
1084,Female
45588,Male
45588,Female
21270,Male
21270,Female
7088,Male
7088,Female
43239,Male
43239,Female
24751,Male
24751,Female
10378,Male
10378,Female
20713,Male
20713,Female
34345,Male
34345,Female
21909,Male
21909,Female
11745,Male
11745,Female
32402,Male
32402,Female
3795,Male
3795,Female
7609,Male
7609,Female
18295,Male
18295,Female
44855,Male
44855,Female
31465,Male
31465,Female
19663,Male
19663,Female
20477,Male
20477,Female
11239,Male
11239,Female
31815,Male
31815,Female
4935,Male
4935,Female
40227,Male
40227,Female
4723,Male
4723,Female
35408,Male
35408,Female
19920,Male
19920,Female
27155,Male
27155,Female
37210,Male
37210,Female
39939,Male
39939,Female
25014,Male
25014,Female
29481,Male
29481,Female
33197,Male
33197,Female
250,Male
250,Female
5892,Male
5892,Female
30380,Male
30380,Female
43742,Male
43742,Female
7658,Male
7658,Female
20123,Male
20123,Female
18029,Male
18029,Female
29954,Male
29954,Female
36503,Male
36503,Female
3408,Male
3408,Female
35586,Male
35586,Female
25191,Male
25191,Female
39056,Male
39056,Female
43820,Male
43820,Female
26473,Male
26473,Female
37442,Male
37442,Female
45734,Male
45734,Female
29796,Male
29796,Female
29164,Male
29164,Female
4447,Male
4447,Female
8815,Male
8815,Female
3234,Male
3234,Female
35903,Male
35903,Female
1500,Male
1500,Female
11641,Male
11641,Female
44492,Male
44492,Female
43282,Male
43282,Female
29926,Male
29926,Female
17327,Male
17327,Female
48279,Male
48279,Female
13469,Male
13469,Female
20282,Male
20282,Female
26254,Male
26254,Female
21945,Male
21945,Female
10515,Male
10515,Female
26910,Male
26910,Female
420,Male
420,Female
13514,Male
13514,Female
47648,Male
47648,Female
41505,Male
41505,Female
29178,Male
29178,Female
1431,Male
1431,Female
17751,Male
17751,Female
21865,Male
21865,Female
38744,Male
38744,Female
13213,Male
13213,Female
31341,Male
31341,Female
19897,Male
19897,Female
44169,Male
44169,Female
20999,Male
20999,Female
32504,Male
32504,Female
13877,Male
13877,Female
33447,Male
33447,Female
37196,Male
37196,Female
11380,Male
11380,Female
36533,Male
36533,Female
47306,Male
47306,Female
3214,Male
3214,Female
44876,Male
44876,Female
4077,Male
4077,Female
34904,Male
34904,Female
27352,Male
27352,Female
38045,Male
38045,Female
23066,Male
23066,Female
10608,Male
10608,Female
8047,Male
8047,Female
25885,Male
25885,Female
28429,Male
28429,Female
5559,Male
5559,Female
26721,Male
26721,Female
12363,Male
12363,Female
18050,Male
18050,Female
27440,Male
27440,Female
21079,Male
21079,Female
13159,Male
13159,Female
35177,Male
35177,Female
1307,Male
1307,Female
12771,Male
12771,Female
37569,Male
37569,Female
24266,Male
24266,Female
107,Male
107,Female
3861,Male
3861,Female
2783,Male
2783,Female
2400,Male
2400,Female
18702,Male
18702,Female
11037,Male
11037,Female
41443,Male
41443,Female
21974,Male
21974,Female
31702,Male
31702,Female
8701,Male
8701,Female
44321,Male
44321,Female
24658,Male
24658,Female
33246,Male
33246,Female
34571,Male
34571,Female
31246,Male
31246,Female
36279,Male
36279,Female
33502,Male
33502,Female
9719,Male
9719,Female
6114,Male
6114,Female
30236,Male
30236,Female
26140,Male
26140,Female
26798,Male
26798,Female
22070,Male
22070,Female
22057,Male
22057,Female
47154,Male
47154,Female
46501,Male
46501,Female
5736,Male
5736,Female
6758,Male
6758,Female
24435,Male
24435,Female
46885,Male
46885,Female
38797,Male
38797,Female
24231,Male
24231,Female
2231,Male
2231,Female
29691,Male
29691,Female
29844,Male
29844,Female
31865,Male
31865,Female
47807,Male
47807,Female
37614,Male
37614,Female
13015,Male
13015,Female
15818,Male
15818,Female
45910,Male
45910,Female
4139,Male
4139,Female
18490,Male
18490,Female
4448,Male
4448,Female
27052,Male
27052,Female
35226,Male
35226,Female
14968,Male
14968,Female
11499,Male
11499,Female
31095,Male
31095,Female
8629,Male
8629,Female
263,Male
263,Female
21617,Male
21617,Female
18081,Male
18081,Female
48475,Male
48475,Female
39381,Male
39381,Female
15435,Male
15435,Female
37658,Male
37658,Female
23269,Male
23269,Female
40862,Male
40862,Female
10405,Male
10405,Female
28634,Male
28634,Female
27664,Male
27664,Female
41769,Male
41769,Female
6729,Male
6729,Female
18678,Male
18678,Female
20780,Male
20780,Female
6338,Male
6338,Female
7292,Male
7292,Female
315,Male
315,Female
37400,Male
37400,Female
41043,Male
41043,Female
4123,Male
4123,Female
3826,Male
3826,Female
11530,Male
11530,Female
44619,Male
44619,Female
38067,Male
38067,Female
18685,Male
18685,Female
44107,Male
44107,Female
18399,Male
18399,Female
39813,Male
39813,Female
8344,Male
8344,Female
31855,Male
31855,Female
37746,Male
37746,Female
6644,Male
6644,Female
22283,Male
22283,Female
42125,Male
42125,Female
19825,Male
19825,Female
35291,Male
35291,Female
48804,Male
48804,Female
3694,Male
3694,Female
22327,Male
22327,Female
44789,Male
44789,Female
40491,Male
40491,Female
28174,Male
28174,Female
34524,Male
34524,Female
39845,Male
39845,Female
12728,Male
12728,Female
48312,Male
48312,Female
39256,Male
39256,Female
38066,Male
38066,Female
25892,Male
25892,Female
6430,Male
6430,Female
14512,Male
14512,Female
41486,Male
41486,Female
11289,Male
11289,Female
25798,Male
25798,Female
18308,Male
18308,Female
37628,Male
37628,Female
10369,Male
10369,Female
12281,Male
12281,Female
11487,Male
11487,Female
9529,Male
9529,Female
3419,Male
3419,Female
8882,Male
8882,Female
30336,Male
30336,Female
36495,Male
36495,Female
27575,Male
27575,Female
6021,Male
6021,Female
8539,Male
8539,Female
35320,Male
35320,Female
42973,Male
42973,Female
46048,Male
46048,Female
71,Male
71,Female
7841,Male
7841,Female
5000,Male
5000,Female
37077,Male
37077,Female
23717,Male
23717,Female
13803,Male
13803,Female
33166,Male
33166,Female
20331,Male
20331,Female
38599,Male
38599,Female
14654,Male
14654,Female
23360,Male
23360,Female
33550,Male
33550,Female
19647,Male
19647,Female
52,Male
52,Female
24382,Male
24382,Female
36962,Male
36962,Female
4252,Male
4252,Female
18885,Male
18885,Female
723,Male
723,Female
1444,Male
1444,Female
41984,Male
41984,Female
38468,Male
38468,Female
11957,Male
11957,Female
32780,Male
32780,Female
45387,Male
45387,Female
6467,Male
6467,Female
5476,Male
5476,Female
32231,Male
32231,Female
44834,Male
44834,Female
41826,Male
41826,Female
2039,Male
2039,Female
39597,Male
39597,Female
6436,Male
6436,Female
5909,Male
5909,Female
34956,Male
34956,Female
30668,Male
30668,Female
16965,Male
16965,Female
9743,Male
9743,Female
12465,Male
12465,Female
42361,Male
42361,Female
19017,Male
19017,Female
9887,Male
9887,Female
44224,Male
44224,Female
19129,Male
19129,Female
17289,Male
17289,Female
12571,Male
12571,Female
26200,Male
26200,Female
35210,Male
35210,Female
18897,Male
18897,Female
8589,Male
8589,Female
45432,Male
45432,Female
4528,Male
4528,Female
30150,Male
30150,Female
19339,Male
19339,Female
7558,Male
7558,Female
38185,Male
38185,Female
5970,Male
5970,Female
11535,Male
11535,Female
31838,Male
31838,Female
30864,Male
30864,Female
28441,Male
28441,Female
37853,Male
37853,Female
24106,Male
24106,Female
36957,Male
36957,Female
15821,Male
15821,Female
27820,Male
27820,Female
33130,Male
33130,Female
17941,Male
17941,Female
43861,Male
43861,Female
35202,Male
35202,Female
30837,Male
30837,Female
35440,Male
35440,Female
47140,Male
47140,Female
29112,Male
29112,Female
17658,Male
17658,Female
25244,Male
25244,Female
21925,Male
21925,Female
36809,Male
36809,Female
22061,Male
22061,Female
10661,Male
10661,Female
21567,Male
21567,Female
23233,Male
23233,Female
44199,Male
44199,Female
6328,Male
6328,Female
16061,Male
16061,Female
27739,Male
27739,Female
22748,Male
22748,Female
36958,Male
36958,Female
11890,Male
11890,Female
29390,Male
29390,Female
45005,Male
45005,Female
35194,Male
35194,Female
23021,Male
23021,Female
25008,Male
25008,Female
39354,Male
39354,Female
36834,Male
36834,Female
4075,Male
4075,Female
41813,Male
41813,Female
32095,Male
32095,Female
19774,Male
19774,Female
29859,Male
