record_id,workclass
47198,Self-emp-inc
47198,Self-emp-not-inc
47198,State-gov
47198,Without-pay
10534,Private
39875,Private
12658,Private
45324,Private
43970,Federal-gov
43970,Local-gov
43970,Private
43970,Self-emp-inc
43970,Self-emp-not-inc
43970,State-gov
43970,Without-pay
19800,Self-emp-inc
19800,Self-emp-not-inc
45101,Federal-gov
45101,Local-gov
45101,Private
45101,Self-emp-inc
45101,Self-emp-not-inc
45101,State-gov
45101,Without-pay
38965,Federal-gov
38965,Local-gov
38965,Private
38965,Self-emp-inc
38965,Self-emp-not-inc
38965,State-gov
38965,Without-pay
14382,Federal-gov
14382,Local-gov
14382,Private
14382,Self-emp-inc
14382,Self-emp-not-inc
14382,State-gov
14382,Without-pay
32288,Federal-gov
32288,Local-gov
32288,Private
32288,Self-emp-inc
32288,Self-emp-not-inc
32288,State-gov
32288,Without-pay
31808,Federal-gov
31808,Local-gov
31808,Private
31808,Self-emp-inc
31808,Self-emp-not-inc
31808,State-gov
31808,Without-pay
2481,Self-emp-inc
2481,Self-emp-not-inc
1587,Self-emp-inc
1587,Self-emp-not-inc
38038,Federal-gov
38038,Local-gov
38038,Private
38038,Self-emp-inc
38038,Self-emp-not-inc
38038,State-gov
38038,Without-pay
45740,Federal-gov
45740,Local-gov
45740,Private
45740,Self-emp-inc
45740,Self-emp-not-inc
45740,State-gov
45740,Without-pay
29464,Federal-gov
29464,Local-gov
29464,State-gov
35345,Federal-gov
35345,Local-gov
35345,Private
35345,Self-emp-inc
35345,Self-emp-not-inc
35345,State-gov
35345,Without-pay
33448,Federal-gov
33448,Local-gov
33448,Private
33448,Self-emp-inc
33448,Self-emp-not-inc
33448,State-gov
33448,Without-pay
13955,Federal-gov
13955,Local-gov
13955,State-gov
44555,Private
14464,Federal-gov
14464,Local-gov
14464,Private
14464,Self-emp-inc
14464,Self-emp-not-inc
14464,State-gov
14464,Without-pay
24245,Federal-gov
24245,Local-gov
24245,State-gov
23349,Federal-gov
23349,Local-gov
23349,Private
23349,Self-emp-inc
23349,Self-emp-not-inc
23349,State-gov
23349,Without-pay
25316,Private
9328,Federal-gov
9328,Local-gov
9328,Private
9328,Self-emp-inc
9328,Self-emp-not-inc
9328,State-gov
9328,Without-pay
31760,Federal-gov
31760,Local-gov
31760,Private
31760,Self-emp-inc
31760,Self-emp-not-inc
31760,State-gov
31760,Without-pay
20467,Private
7405,Federal-gov
7405,Local-gov
7405,Private
7405,Self-emp-inc
7405,Self-emp-not-inc
7405,State-gov
7405,Without-pay
32610,Self-emp-inc
32610,Self-emp-not-inc
34470,Private
34011,Federal-gov
34011,Local-gov
34011,State-gov
24914,Federal-gov
24914,Local-gov
24914,Private
24914,Self-emp-inc
24914,Self-emp-not-inc
24914,State-gov
24914,Without-pay
35450,Federal-gov
35450,Local-gov
35450,Private
35450,Self-emp-inc
35450,Self-emp-not-inc
35450,State-gov
35450,Without-pay
16132,Private
24141,Federal-gov
24141,Local-gov
24141,State-gov
12633,Federal-gov
12633,Local-gov
12633,State-gov
25030,Private
11756,Private
22939,Federal-gov
22939,Local-gov
22939,Private
22939,Self-emp-inc
22939,Self-emp-not-inc
22939,State-gov
22939,Without-pay
43109,Private
18893,Federal-gov
18893,Local-gov
18893,State-gov
20512,Private
25143,Federal-gov
25143,Local-gov
25143,State-gov
1856,Federal-gov
1856,Local-gov
1856,Private
1856,Self-emp-inc
1856,Self-emp-not-inc
1856,State-gov
1856,Without-pay
9441,Private
35133,Federal-gov
35133,Local-gov
35133,Private
35133,Self-emp-inc
35133,Self-emp-not-inc
35133,State-gov
35133,Without-pay
17307,Federal-gov
17307,Local-gov
17307,Private
17307,Self-emp-inc
17307,Self-emp-not-inc
17307,State-gov
17307,Without-pay
23497,Federal-gov
23497,Local-gov
23497,State-gov
4820,Federal-gov
4820,Local-gov
4820,Private
4820,Self-emp-inc
4820,Self-emp-not-inc
4820,State-gov
4820,Without-pay
9372,Private
20672,Federal-gov
20672,Local-gov
20672,Private
20672,Self-emp-inc
20672,Self-emp-not-inc
20672,State-gov
20672,Without-pay
21547,Self-emp-inc
21547,Self-emp-not-inc
11789,Federal-gov
11789,Local-gov
11789,Private
11789,Self-emp-inc
11789,Self-emp-not-inc
11789,State-gov
11789,Without-pay
13520,Federal-gov
13520,Local-gov
13520,Private
13520,Self-emp-inc
13520,Self-emp-not-inc
13520,State-gov
13520,Without-pay
17495,Private
1658,Federal-gov
1658,Local-gov
1658,Private
1658,Self-emp-inc
1658,Self-emp-not-inc
1658,State-gov
1658,Without-pay
24471,Federal-gov
24471,Local-gov
24471,State-gov
21076,Federal-gov
21076,Local-gov
21076,Private
21076,Self-emp-inc
21076,Self-emp-not-inc
21076,State-gov
21076,Without-pay
20543,Private
10426,Private
17848,Private
47066,Federal-gov
47066,Local-gov
47066,Private
47066,Self-emp-inc
47066,Self-emp-not-inc
47066,State-gov
47066,Without-pay
13814,Private
47999,Private
11308,Federal-gov
11308,Local-gov
11308,Private
11308,Self-emp-inc
11308,Self-emp-not-inc
11308,State-gov
11308,Without-pay
25016,Private
12691,Federal-gov
12691,Local-gov
12691,Private
12691,Self-emp-inc
12691,Self-emp-not-inc
12691,State-gov
12691,Without-pay
12520,Federal-gov
12520,Local-gov
12520,Private
12520,Self-emp-inc
12520,Self-emp-not-inc
12520,State-gov
12520,Without-pay
29295,Federal-gov
29295,Local-gov
29295,Private
29295,Self-emp-inc
29295,Self-emp-not-inc
29295,State-gov
29295,Without-pay
2472,Federal-gov
2472,Local-gov
2472,Private
2472,Self-emp-inc
2472,Self-emp-not-inc
2472,State-gov
2472,Without-pay
21143,Private
1281,Federal-gov
1281,Local-gov
1281,State-gov
37504,Federal-gov
37504,Local-gov
37504,State-gov
21138,Private
25312,Private
30871,Private
9567,Federal-gov
9567,Local-gov
9567,Private
9567,Self-emp-inc
9567,Self-emp-not-inc
9567,State-gov
9567,Without-pay
41711,Federal-gov
41711,Local-gov
41711,State-gov
20487,Private
705,Federal-gov
705,Local-gov
705,Private
705,Self-emp-inc
705,Self-emp-not-inc
705,State-gov
705,Without-pay
23424,Federal-gov
23424,Local-gov
23424,Private
23424,Self-emp-inc
23424,Self-emp-not-inc
23424,State-gov
23424,Without-pay
30245,Federal-gov
30245,Local-gov
30245,Private
30245,Self-emp-inc
30245,Self-emp-not-inc
30245,State-gov
30245,Without-pay
24148,Federal-gov
24148,Local-gov
24148,Private
24148,Self-emp-inc
24148,Self-emp-not-inc
24148,State-gov
24148,Without-pay
31733,Private
22038,Private
33580,Private
11312,Federal-gov
11312,Local-gov
11312,Private
11312,Self-emp-inc
11312,Self-emp-not-inc
11312,State-gov
11312,Without-pay
36366,Federal-gov
36366,Local-gov
36366,Private
36366,Self-emp-inc
36366,Self-emp-not-inc
36366,State-gov
36366,Without-pay
34040,Federal-gov
34040,Local-gov
34040,State-gov
35146,Federal-gov
35146,Local-gov
35146,Private
35146,Self-emp-inc
35146,Self-emp-not-inc
35146,State-gov
35146,Without-pay
38742,Federal-gov
38742,Local-gov
38742,Private
38742,Self-emp-inc
38742,Self-emp-not-inc
38742,State-gov
38742,Without-pay
13674,Federal-gov
13674,Local-gov
13674,Private
13674,Self-emp-inc
13674,Self-emp-not-inc
13674,State-gov
13674,Without-pay
27604,Self-emp-inc
27604,Self-emp-not-inc
20821,Federal-gov
20821,Local-gov
20821,Private
20821,Self-emp-inc
20821,Self-emp-not-inc
20821,State-gov
20821,Without-pay
30767,Self-emp-inc
30767,Self-emp-not-inc
10516,Federal-gov
10516,Local-gov
10516,Private
10516,Self-emp-inc
10516,Self-emp-not-inc
10516,State-gov
10516,Without-pay
16086,Private
5268,Federal-gov
5268,Local-gov
5268,Private
5268,Self-emp-inc
5268,Self-emp-not-inc
5268,State-gov
5268,Without-pay
18349,Private
9090,Federal-gov
9090,Local-gov
9090,Private
9090,Self-emp-inc
9090,Self-emp-not-inc
9090,State-gov
9090,Without-pay
16392,Private
11900,Private
18892,Federal-gov
18892,Local-gov
18892,Private
18892,Self-emp-inc
18892,Self-emp-not-inc
18892,State-gov
18892,Without-pay
4349,Federal-gov
4349,Local-gov
4349,Private
4349,Self-emp-inc
4349,Self-emp-not-inc
4349,State-gov
4349,Without-pay
40162,Federal-gov
40162,Local-gov
40162,Private
40162,Self-emp-inc
40162,Self-emp-not-inc
40162,State-gov
40162,Without-pay
4281,Federal-gov
4281,Local-gov
4281,State-gov
8258,Private
37474,Federal-gov
37474,Local-gov
37474,Private
37474,Self-emp-inc
37474,Self-emp-not-inc
37474,State-gov
37474,Without-pay
36797,Federal-gov
36797,Local-gov
36797,Private
36797,Self-emp-inc
36797,Self-emp-not-inc
36797,State-gov
36797,Without-pay
27054,Federal-gov
27054,Local-gov
27054,Private
27054,Self-emp-inc
27054,Self-emp-not-inc
27054,State-gov
27054,Without-pay
24552,Federal-gov
24552,Local-gov
24552,State-gov
28128,Federal-gov
28128,Local-gov
28128,Private
28128,Self-emp-inc
28128,Self-emp-not-inc
28128,State-gov
28128,Without-pay
47396,Federal-gov
47396,Local-gov
47396,Private
47396,Self-emp-inc
47396,Self-emp-not-inc
47396,State-gov
47396,Without-pay
26128,Federal-gov
26128,Local-gov
26128,State-gov
41575,Federal-gov
41575,Local-gov
41575,Private
41575,Self-emp-inc
41575,Self-emp-not-inc
41575,State-gov
41575,Without-pay
47090,Federal-gov
47090,Local-gov
47090,Private
47090,Self-emp-inc
47090,Self-emp-not-inc
47090,State-gov
47090,Without-pay
26062,Private
42281,Private
2824,Federal-gov
2824,Local-gov
2824,Private
2824,Self-emp-inc
2824,Self-emp-not-inc
2824,State-gov
2824,Without-pay
33825,Private
26727,Federal-gov
26727,Local-gov
26727,Private
26727,Self-emp-inc
26727,Self-emp-not-inc
26727,State-gov
26727,Without-pay
13036,Federal-gov
13036,Local-gov
13036,Private
13036,Self-emp-inc
13036,Self-emp-not-inc
13036,State-gov
13036,Without-pay
31004,Private
25812,Private
24637,Federal-gov
24637,Local-gov
24637,Private
24637,Self-emp-inc
24637,Self-emp-not-inc
24637,State-gov
24637,Without-pay
43544,Federal-gov
43544,Local-gov
43544,State-gov
15857,Federal-gov
15857,Local-gov
15857,Private
15857,Self-emp-inc
15857,Self-emp-not-inc
15857,State-gov
15857,Without-pay
14745,Private
9862,Federal-gov
9862,Local-gov
9862,State-gov
40760,Federal-gov
40760,Local-gov
40760,Private
40760,Self-emp-inc
40760,Self-emp-not-inc
40760,State-gov
40760,Without-pay
7747,Federal-gov
7747,Local-gov
7747,Private
7747,Self-emp-inc
7747,Self-emp-not-inc
7747,State-gov
7747,Without-pay
16744,Private
3742,Federal-gov
3742,Local-gov
3742,Private
3742,Self-emp-inc
3742,Self-emp-not-inc
3742,State-gov
3742,Without-pay
25189,Federal-gov
25189,Local-gov
25189,Private
25189,Self-emp-inc
25189,Self-emp-not-inc
25189,State-gov
25189,Without-pay
4126,Self-emp-inc
4126,Self-emp-not-inc
37067,Federal-gov
37067,Local-gov
37067,Private
37067,Self-emp-inc
37067,Self-emp-not-inc
37067,State-gov
37067,Without-pay
35262,Self-emp-inc
35262,Self-emp-not-inc
9877,Federal-gov
9877,Local-gov
9877,Private
9877,Self-emp-inc
9877,Self-emp-not-inc
9877,State-gov
9877,Without-pay
41154,Federal-gov
41154,Local-gov
41154,Private
41154,Self-emp-inc
41154,Self-emp-not-inc
41154,State-gov
41154,Without-pay
24831,Federal-gov
24831,Local-gov
24831,Private
24831,Self-emp-inc
24831,Self-emp-not-inc
24831,State-gov
24831,Without-pay
12552,Federal-gov
12552,Local-gov
12552,Private
12552,Self-emp-inc
12552,Self-emp-not-inc
12552,State-gov
12552,Without-pay
39989,Federal-gov
39989,Local-gov
39989,Private
39989,Self-emp-inc
39989,Self-emp-not-inc
39989,State-gov
39989,Without-pay
44964,Federal-gov
44964,Local-gov
44964,Private
44964,Self-emp-inc
44964,Self-emp-not-inc
44964,State-gov
44964,Without-pay
28700,Federal-gov
28700,Local-gov
28700,Private
28700,Self-emp-inc
28700,Self-emp-not-inc
28700,State-gov
28700,Without-pay
36491,Private
38523,Private
18809,Self-emp-inc
18809,Self-emp-not-inc
8020,Federal-gov
8020,Local-gov
8020,Private
8020,Self-emp-inc
8020,Self-emp-not-inc
8020,State-gov
8020,Without-pay
30435,Federal-gov
30435,Local-gov
30435,Private
30435,Self-emp-inc
30435,Self-emp-not-inc
30435,State-gov
30435,Without-pay
41340,Federal-gov
41340,Local-gov
41340,Private
41340,Self-emp-inc
41340,Self-emp-not-inc
41340,State-gov
41340,Without-pay
12006,Federal-gov
12006,Local-gov
12006,Private
12006,Self-emp-inc
12006,Self-emp-not-inc
12006,State-gov
12006,Without-pay
39788,Private
39338,Federal-gov
39338,Local-gov
39338,Private
39338,Self-emp-inc
39338,Self-emp-not-inc
39338,State-gov
39338,Without-pay
41925,Federal-gov
41925,Local-gov
41925,Private
41925,Self-emp-inc
41925,Self-emp-not-inc
41925,State-gov
41925,Without-pay
33379,Federal-gov
33379,Local-gov
33379,Private
33379,Self-emp-inc
33379,Self-emp-not-inc
33379,State-gov
33379,Without-pay
42842,Federal-gov
42842,Local-gov
42842,Private
42842,Self-emp-inc
42842,Self-emp-not-inc
42842,State-gov
42842,Without-pay
20883,Federal-gov
20883,Local-gov
20883,Private
20883,Self-emp-inc
20883,Self-emp-not-inc
20883,State-gov
20883,Without-pay
21866,Federal-gov
21866,Local-gov
21866,Private
21866,Self-emp-inc
21866,Self-emp-not-inc
21866,State-gov
21866,Without-pay
621,Private
34612,Self-emp-inc
34612,Self-emp-not-inc
1323,Private
9084,Federal-gov
9084,Local-gov
9084,Private
9084,Self-emp-inc
9084,Self-emp-not-inc
9084,State-gov
9084,Without-pay
14257,Federal-gov
14257,Local-gov
14257,Private
14257,Self-emp-inc
14257,Self-emp-not-inc
14257,State-gov
14257,Without-pay
11472,Federal-gov
11472,Local-gov
11472,State-gov
25616,Federal-gov
25616,Local-gov
25616,Private
25616,Self-emp-inc
25616,Self-emp-not-inc
25616,State-gov
25616,Without-pay
22077,Private
20569,Federal-gov
20569,Local-gov
20569,Private
20569,Self-emp-inc
20569,Self-emp-not-inc
20569,State-gov
20569,Without-pay
7754,Private
39417,Federal-gov
39417,Local-gov
39417,Private
39417,Self-emp-inc
39417,Self-emp-not-inc
39417,State-gov
39417,Without-pay
13046,Federal-gov
13046,Local-gov
13046,Private
13046,Self-emp-inc
13046,Self-emp-not-inc
13046,State-gov
13046,Without-pay
16772,Private
46244,Private
46316,Private
41039,Federal-gov
41039,Local-gov
41039,Private
41039,Self-emp-inc
41039,Self-emp-not-inc
41039,State-gov
41039,Without-pay
2271,Federal-gov
2271,Local-gov
2271,Private
2271,Self-emp-inc
2271,Self-emp-not-inc
2271,State-gov
2271,Without-pay
10735,Private
29084,Federal-gov
29084,Local-gov
29084,Private
29084,Self-emp-inc
29084,Self-emp-not-inc
29084,State-gov
29084,Without-pay
23640,Private
3922,Federal-gov
3922,Local-gov
3922,Private
3922,Self-emp-inc
3922,Self-emp-not-inc
3922,State-gov
3922,Without-pay
16857,Federal-gov
16857,Local-gov
16857,Private
16857,Self-emp-inc
16857,Self-emp-not-inc
16857,State-gov
16857,Without-pay
35562,Private
41244,Private
27391,Federal-gov
27391,Local-gov
27391,Private
27391,Self-emp-inc
27391,Self-emp-not-inc
27391,State-gov
27391,Without-pay
24599,Federal-gov
24599,Local-gov
24599,Private
24599,Self-emp-inc
24599,Self-emp-not-inc
24599,State-gov
24599,Without-pay
16463,Federal-gov
16463,Local-gov
16463,Private
16463,Self-emp-inc
16463,Self-emp-not-inc
16463,State-gov
16463,Without-pay
23048,Private
15641,Self-emp-inc
15641,Self-emp-not-inc
37152,Private
11279,Private
1880,Private
45856,Federal-gov
45856,Local-gov
45856,Private
45856,Self-emp-inc
45856,Self-emp-not-inc
45856,State-gov
45856,Without-pay
45385,Private
5564,Private
16339,Federal-gov
16339,Local-gov
16339,Private
16339,Self-emp-inc
16339,Self-emp-not-inc
16339,State-gov
16339,Without-pay
17088,Private
33331,Federal-gov
33331,Local-gov
33331,Private
33331,Self-emp-inc
33331,Self-emp-not-inc
33331,State-gov
33331,Without-pay
28926,Federal-gov
28926,Local-gov
28926,Private
28926,Self-emp-inc
28926,Self-emp-not-inc
28926,State-gov
28926,Without-pay
24330,Federal-gov
24330,Local-gov
24330,Private
24330,Self-emp-inc
24330,Self-emp-not-inc
24330,State-gov
24330,Without-pay
43501,Private
32167,Federal-gov
32167,Local-gov
32167,Private
32167,Self-emp-inc
32167,Self-emp-not-inc
32167,State-gov
32167,Without-pay
44906,Federal-gov
44906,Local-gov
44906,Private
44906,Self-emp-inc
44906,Self-emp-not-inc
44906,State-gov
44906,Without-pay
33896,Federal-gov
33896,Local-gov
33896,Private
33896,Self-emp-inc
33896,Self-emp-not-inc
33896,State-gov
33896,Without-pay
909,Federal-gov
909,Local-gov
909,Private
909,Self-emp-inc
909,Self-emp-not-inc
909,State-gov
909,Without-pay
15866,Federal-gov
15866,Local-gov
15866,State-gov
27773,Federal-gov
27773,Local-gov
27773,Private
27773,Self-emp-inc
27773,Self-emp-not-inc
27773,State-gov
27773,Without-pay
2453,Federal-gov
2453,Local-gov
2453,Private
2453,Self-emp-inc
2453,Self-emp-not-inc
2453,State-gov
2453,Without-pay
10703,Federal-gov
10703,Local-gov
10703,Private
10703,Self-emp-inc
10703,Self-emp-not-inc
10703,State-gov
10703,Without-pay
45573,Private
957,Federal-gov
957,Local-gov
957,Private
957,Self-emp-inc
957,Self-emp-not-inc
957,State-gov
957,Without-pay
24620,Self-emp-inc
24620,Self-emp-not-inc
15405,Federal-gov
15405,Local-gov
15405,Private
15405,Self-emp-inc
15405,Self-emp-not-inc
15405,State-gov
15405,Without-pay
14482,Private
47273,Private
45151,Private
18395,Federal-gov
18395,Local-gov
