record_id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22468,?,self_emp,[100000-499999],high_school_graduate,married,?,related,?,Male,?,?,viel,Amerika,0
30265,?,private_sector,?,high_school_graduate,not_married,Craft-repair,Unmarried,White,Male,[0-99],0,[40-49],?,0
16495,23,Private,?,?,?,serives,?,White,Male,0,0,mittel,?,0
23408,jung,?,?,?,Never-married,admin_and_sales,Own-child,White,Female,[0-99],0,wenig,Amerika,0
8649,?,Private,?,?,married,Priv-house-serv,related,Black,?,0,[0-99],[60-69],?,0
24059,[10-19],private_sector,[50000-99999],high_school_graduate,Never-married,serives,?,?,?,0,?,[30-39],United-States,0
21991,35,?,434114,HS-grad,married,?,?,?,Male,[0-99],0,?,?,0
38068,[50-59],Private,[100000-499999],high_school,Divorced,admin_and_sales,?,White,Female,0,[0-99],mittel,United-States,0
37962,?,self_emp,?,?,?,craft,Husband,White,Male,0,0,40,Amerika,0
23963,?,?,[100000-499999],HS-grad,?,?,?,White,Male,[0-99],?,mittel,Amerika,0
2844,mittel,Self-emp-inc,?,?,Married-civ-spouse,Sales,related,White,?,[5000-9999],[0-99],viel,United-States,1
38514,[20-29],Private,325033,?,Never-married,Other-service,?,Black,?,[0-99],0,[30-39],?,1
1033,?,Private,[100000-499999],HS-grad,?,serives,Not-in-family,Black,?,[0-99],0,mittel,?,0
551,?,self_emp,27053,HS-grad,?,?,Unmarried,?,?,[0-99],?,?,Amerika,0
9742,alt,private_sector,[100000-499999],?,Married-civ-spouse,craft,?,White,Male,[0-99],[0-99],?,United-States,0
26253,39,?,[100000-499999],Prof-school,Married-civ-spouse,?,Husband,White,Male,0,?,[40-49],?,1
46680,41,private_sector,220109,?,Married-civ-spouse,Exec-managerial,?,White,Male,0,[0-99],mittel,Amerika,1
42875,[30-39],?,178322,HS-grad,separeted_divorced,?,?,White,Male,0,[0-99],mittel,Amerika,0
16589,mittel,?,271933,bachelor_and_higher,not_married,professional_management,Unmarried,?,Female,?,[0-99],mittel,Amerika,0
47353,?,self_emp,48585,high_school_graduate,married,professional_management,?,White,Female,0,0,?,Amerika,0
42587,[30-39],Private,[100000-499999],?,?,Adm-clerical,related,?,?,?,0,?,Amerika,0
17936,29,Self-emp-inc,[100000-499999],?,?,Sales,?,White,Male,[0-99],[0-99],?,Amerika,1
47080,jung,Private,389856,?,married,?,Husband,White,Male,0,?,mittel,Mexico,0
36501,?,private_sector,[100000-499999],HS-grad,Divorced,professional_management,?,?,Male,0,?,60,?,0
17371,?,Self-emp-not-inc,312055,HS-grad,?,professional_management,related,White,Male,0,0,[70-79],United-States,0
4248,51,Private,[100000-499999],high_school,?,?,not_related,Black,Female,[0-99],0,40,United-States,0
27544,jung,private_sector,?,Some-college,married,admin_and_sales,Wife,White,Female,[0-99],?,?,?,0
28487,45,Private,?,high_school_graduate,married,Craft-repair,related,?,?,0,?,66,Yugoslavia,0
37983,47,Self-emp-not-inc,178319,bachelor_and_higher,Married-civ-spouse,professional_management,Husband,?,?,?,1902,?,?,1
32403,[40-49],Private,325372,?,?,?,related,White,Male,0,?,40,Europa,0
22479,17,?,[100000-499999],?,Never-married,admin_and_sales,Own-child,White,Female,?,[0-99],?,?,0
6873,73,?,?,12th,?,Farming-fishing,?,?,?,?,0,wenig,?,0
31817,[40-49],Private,402462,Bachelors,Married-spouse-absent,Transport-moving,Unmarried,?,Male,[0-99],[0-99],30,Amerika,0
8366,alt,?,121319,Bachelors,Married-civ-spouse,professional_management,related,White,?,3103,[0-99],[40-49],United-States,1
27006,mittel,private_sector,?,high_school_graduate,Divorced,?,Unmarried,Black,Female,?,0,?,United-States,0
17995,?,State-gov,[100000-499999],high_school_graduate,?,admin_and_sales,not_related,?,?,0,?,?,?,0
3614,[20-29],?,373550,?,married,?,related,?,?,[0-99],?,40,?,0
47443,jung,Private,145643,?,?,?,related,White,?,?,[0-99],?,?,0
24774,51,?,[13492-49999],?,?,?,not_related,?,Female,[0-99],?,?,United-States,0
24839,?,?,227065,bachelor_and_higher,Married-civ-spouse,professional_management,Husband,?,?,?,?,40,United-States,1
15362,mittel,Private,?,bachelor_and_higher,Widowed,tech,?,?,Female,[0-99],0,[30-39],Amerika,0
32646,43,private_sector,170482,HS-grad,separeted_divorced,Machine-op-inspct,Not-in-family,White,Female,?,?,[40-49],?,0
1147,[40-49],private_sector,185041,?,Married-civ-spouse,Machine-op-inspct,related,?,?,?,[0-99],?,?,0
9835,30,Private,103649,?,Never-married,Other-service,related,Black,?,0,?,[40-49],?,0
47386,[40-49],?,?,bachelor_and_higher,?,tech,Unmarried,White,?,[0-99],?,?,?,0
27417,alt,gov,[13492-49999],?,?,?,not_related,?,?,0,0,mittel,Europa,0
7822,alt,?,213321,?,married,Protective-serv,?,White,?,?,0,40,United-States,0
25062,?,?,188041,Some-college,Married-civ-spouse,Exec-managerial,related,White,Male,0,0,?,?,0
47098,?,Private,?,?,not_married,serives,?,?,?,0,0,[40-49],Amerika,0
3336,mittel,Private,?,?,Married-civ-spouse,admin_and_sales,?,?,Female,[0-99],?,mittel,United-States,1
30997,[20-29],?,[100000-499999],high_school_graduate,Married-civ-spouse,Adm-clerical,Husband,?,Male,[0-99],[0-99],40,?,0
25117,[30-39],private_sector,[100000-499999],?,not_married,Machine-op-inspct,?,?,Male,[0-99],[0-99],45,United-States,0
22611,[30-39],?,?,bachelor_and_higher,?,Prof-specialty,Not-in-family,?,?,?,[0-99],mittel,Amerika,1
35661,mittel,private_sector,?,high_school,?,craft,related,?,Male,0,[0-99],45,United-States,1
17137,[40-49],?,?,HS-grad,?,Sales,related,White,?,?,?,[50-59],Amerika,0
34693,?,?,?,?,Married-civ-spouse,craft,Husband,White,?,0,?,[40-49],Amerika,0
21655,24,private_sector,117767,Assoc-acdm,Never-married,?,Own-child,?,Male,[0-99],[0-99],wenig,?,0
30347,mittel,self_emp,[100000-499999],?,married,professional_management,?,Asian-Pac-Islander,?,[0-99],0,mittel,Afrika,0
11843,[20-29],private_sector,?,?,?,craft,related,White,Male,[0-99],0,40,Amerika,0
14787,mittel,?,177285,high_school_graduate,?,?,related,Black,?,?,0,[40-49],United-States,1
25557,mittel,?,224886,bachelor_and_higher,married,?,related,?,Male,[2000-4999],?,[40-49],Amerika,0
41865,[50-59],?,[100000-499999],?,?,?,?,White,?,0,[0-99],mittel,United-States,0
41546,?,?,[100000-499999],?,Married-civ-spouse,professional_management,?,White,Male,[0-99],[0-99],55,United-States,0
13251,?,?,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0,[0-99],?,United-States,0
11679,?,private_sector,?,Assoc-voc,separeted_divorced,?,?,White,?,0,0,?,?,0
1463,[30-39],Private,[50000-99999],high_school_graduate,?,?,?,?,?,0,[0-99],?,?,1
33334,[30-39],private_sector,127875,?,?,admin_and_sales,Unmarried,?,?,?,[0-99],[0-9],Amerika,0
15330,?,private_sector,61761,Some-college,?,?,Husband,White,?,?,1672,45,United-States,0
34139,[40-49],Private,328581,?,Married-civ-spouse,Machine-op-inspct,?,Black,Male,[0-99],0,40,United-States,0
8887,61,?,[100000-499999],elementary_school,married,?,related,?,?,?,0,[20-29],?,0
7192,[40-49],private_sector,239876,bachelor_and_higher,?,?,Unmarried,?,Male,?,?,?,United-States,0
18822,[30-39],private_sector,52963,?,?,admin_and_sales,?,?,Female,0,[0-99],50,United-States,0
45197,47,Local-gov,[100000-499999],?,?,admin_and_sales,related,?,?,?,?,mittel,Amerika,1
46027,[50-59],?,26947,Bachelors,Widowed,professional_management,?,?,Female,0,[0-99],40,United-States,0
2993,?,?,[100000-499999],high_school,Married-civ-spouse,craft,?,Amer-Indian-Eskimo,?,?,[0-99],mittel,?,0
32891,18,Private,?,?,Never-married,serives,related,?,Male,?,0,?,Amerika,0
46125,[30-39],gov,?,HS-grad,Never-married,serives,Own-child,?,Female,[0-99],[0-99],?,United-States,0
674,[50-59],self_emp,[100000-499999],HS-grad,married,admin_and_sales,?,White,Male,0,0,[50-59],United-States,1
31996,[40-49],Self-emp-not-inc,170866,high_school_graduate,Married-civ-spouse,Farming-fishing,related,White,?,?,?,50,?,1
36980,[40-49],Self-emp-not-inc,110028,high_school_graduate,?,tech,not_related,?,?,?,?,?,Amerika,0
10160,alt,private_sector,183170,?,Divorced,Other-service,not_related,White,Male,?,0,25,United-States,0
42753,?,?,207172,?,?,protective,Not-in-family,?,Female,0,?,[30-39],Amerika,0
8248,23,Private,[50000-99999],?,?,serives,?,White,?,?,0,20,?,0
44551,?,private_sector,28572,?,Never-married,?,not_related,White,Male,[0-99],0,mittel,Amerika,0
36345,60,?,?,high_school_graduate,Married-civ-spouse,Craft-repair,?,?,Male,4064,0,?,United-States,0
4948,?,?,[13492-49999],high_school_graduate,separeted_divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,[0-99],0,mittel,Amerika,0
9994,[30-39],?,?,?,Married-civ-spouse,?,?,?,?,?,[0-99],[70-79],Amerika,0
42795,39,Private,[50000-99999],?,Married-civ-spouse,serives,Husband,White,?,[5000-9999],0,?,United-States,1
33220,[30-39],private_sector,[13492-49999],?,Divorced,Sales,not_related,White,Male,0,?,?,Amerika,0
16546,[30-39],?,?,Assoc-voc,separeted_divorced,craft,not_related,?,?,?,0,mittel,United-States,0
34719,jung,Private,?,HS-grad,married,?,Husband,?,Male,?,?,?,United-States,0
46484,?,self_emp,[100000-499999],?,?,Prof-specialty,not_related,Black,?,0,0,?,Amerika,0
40025,[50-59],gov,206775,HS-grad,?,Transport-moving,related,White,?,0,?,[40-49],?,0
47198,?,gov,[100000-499999],Some-college,?,craft,not_related,White,?,[0-99],[0-99],40,United-States,0
10534,47,?,?,?,married,?,?,Asian-Pac-Islander,?,3103,0,?,Asien,1
39875,?,Private,[100000-499999],?,married,?,Husband,White,?,0,?,[40-49],Amerika,1
12658,[40-49],Private,[100000-499999],?,separeted_divorced,Adm-clerical,not_related,White,?,[0-99],[0-99],[30-39],Amerika,0
45324,[40-49],?,?,HS-grad,Widowed,Exec-managerial,?,?,?,[0-99],?,mittel,?,0
43970,alt,private_sector,149648,high_school,?,?,?,?,Female,0,0,40,United-States,0
19800,?,Self-emp-not-inc,?,HS-grad,?,Craft-repair,?,White,Male,[0-99],0,[40-49],Amerika,0
45101,mittel,?,?,bachelor_and_higher,Married-civ-spouse,Prof-specialty,?,White,Male,0,[0-99],mittel,Amerika,1
38965,18,private_sector,[100000-499999],11th,Never-married,serives,Own-child,?,?,[100-999],?,?,Amerika,0
14382,28,?,?,high_school_graduate,Never-married,Machine-op-inspct,related,?,?,0,[0-99],30,?,0
32288,[20-29],private_sector,?,9th,not_married,?,?,Black,Male,0,0,wenig,United-States,0
31808,?,private_sector,470368,high_school_graduate,?,?,Unmarried,?,?,[0-99],[0-99],mittel,?,0
2481,?,?,?,bachelor_and_higher,Married-civ-spouse,?,?,White,?,7688,0,[50-59],United-States,1
1587,[20-29],self_emp,[100000-499999],high_school_graduate,?,craft,related,?,?,[0-99],[0-99],[40-49],?,0
38038,[50-59],?,337001,Masters,married,?,related,White,Male,?,[0-99],[40-49],Amerika,1
45740,[60-69],?,159474,high_school_graduate,?,?,related,?,Male,0,0,?,United-States,0
29464,52,?,236497,Bachelors,Married-civ-spouse,Tech-support,?,White,?,0,[0-99],[40-49],Amerika,0
35345,?,self_emp,[100000-499999],Bachelors,?,professional_management,not_related,?,Male,[0-99],[0-99],viel,?,0
33448,36,Private,151764,high_school_graduate,married,?,?,White,Male,5178,[0-99],[40-49],?,1
13955,[40-49],Federal-gov,188081,HS-grad,Married-civ-spouse,Adm-clerical,related,White,?,?,?,40,Amerika,1
44555,?,?,239405,HS-grad,?,?,?,?,?,[0-99],[0-99],[30-39],?,0
14464,?,?,[13492-49999],?,Married-civ-spouse,?,Husband,?,?,0,0,40,Amerika,1
24245,32,?,186784,Bachelors,?,professional_management,related,White,Female,[5000-9999],[0-99],?,?,0
23349,?,private_sector,?,?,Never-married,professional_management,Not-in-family,?,?,?,0,?,United-States,0
25316,?,private_sector,?,high_school_graduate,Divorced,?,not_related,?,Male,[0-99],0,?,Amerika,1
9328,[20-29],?,[100000-499999],Some-college,not_married,?,not_related,?,?,0,?,12,?,0
31760,?,?,?,?,Never-married,tech,related,White,?,0,?,40,Amerika,0
20467,58,Private,104333,Some-college,?,Craft-repair,?,White,Male,[0-99],0,?,Amerika,1
7405,55,Private,[100000-499999],Assoc-acdm,?,?,?,White,?,[0-99],0,?,?,0
32610,[50-59],self_emp,[100000-499999],HS-grad,not_married,?,?,White,?,0,[0-99],?,United-States,0
34470,75,?,233362,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,[0-99],?,40,?,0
34011,?,?,[100000-499999],high_school_graduate,separeted_divorced,?,Unmarried,?,?,0,[0-99],[40-49],Amerika,1
24914,mittel,private_sector,[100000-499999],?,separeted_divorced,?,Unmarried,Black,?,?,0,mittel,United-States,0
35450,mittel,?,168887,HS-grad,?,?,Husband,White,Male,0,0,?,Amerika,1
16132,?,private_sector,[100000-499999],?,?,Transport-moving,Not-in-family,?,Male,?,?,[40-49],United-States,0
24141,?,State-gov,222434,high_school_graduate,Married-civ-spouse,protective,?,?,Male,[0-99],0,[40-49],?,0
12633,[40-49],gov,110311,?,separeted_divorced,Exec-managerial,not_related,White,Female,[0-99],[0-99],[40-49],Amerika,0
25030,43,private_sector,239161,high_school_graduate,married,Sales,Husband,?,Male,?,?,?,United-States,0
11756,?,private_sector,[50000-99999],high_school_graduate,?,Craft-repair,Husband,Asian-Pac-Islander,Male,[0-99],0,mittel,Asien,0
22939,?,State-gov,?,HS-grad,Married-civ-spouse,Handlers-cleaners,?,White,?,0,0,40,United-States,0
43109,?,private_sector,?,?,not_married,?,?,White,Male,[0-99],?,?,United-States,0
18893,[50-59],?,[100000-499999],bachelor_and_higher,?,Prof-specialty,Husband,?,Male,0,?,mittel,Amerika,1
20512,44,?,?,bachelor_and_higher,married,?,?,White,?,[0-99],[1000-1999],mittel,Amerika,1
25143,[50-59],?,?,high_school_graduate,Married-civ-spouse,?,?,?,?,?,0,?,Amerika,0
1856,[40-49],gov,[50000-99999],Masters,?,?,Not-in-family,White,?,0,[0-99],60,United-States,0
9441,mittel,private_sector,217509,HS-grad,Widowed,?,Not-in-family,Asian-Pac-Islander,Female,0,?,mittel,Asien,0
35133,[30-39],?,[50000-99999],?,married,Prof-specialty,related,White,?,[0-99],0,?,Amerika,0
17307,[30-39],private_sector,239171,HS-grad,?,craft,Husband,?,?,0,0,?,Amerika,1
23497,[60-69],gov,?,?,Married-civ-spouse,protective,related,?,?,?,[0-99],40,?,0
4820,24,Private,341294,?,Married-civ-spouse,tech,related,White,?,0,?,40,United-States,0
9372,mittel,?,281792,bachelor_and_higher,married,?,Husband,?,Male,0,?,mittel,?,1
20672,mittel,gov,[50000-99999],high_school_graduate,?,Exec-managerial,not_related,White,?,?,?,25,Amerika,0
21547,?,Self-emp-not-inc,38876,high_school_graduate,?,?,Husband,White,Male,[0-99],[0-99],[60-69],United-States,0
11789,?,private_sector,?,Bachelors,Married-civ-spouse,Prof-specialty,?,White,?,?,?,[40-49],United-States,0
13520,24,private_sector,500509,?,Never-married,Other-service,?,Black,Male,[0-99],0,[40-49],?,0
17495,jung,?,[100000-499999],?,not_married,Adm-clerical,Not-in-family,White,Female,0,?,[20-29],Amerika,0
1658,jung,private_sector,[100000-499999],Some-college,not_married,admin_and_sales,related,?,Male,[0-99],?,wenig,?,0
24471,[50-59],gov,174102,HS-grad,married,admin_and_sales,?,?,?,[0-99],?,[40-49],Amerika,1
21076,mittel,Federal-gov,?,Assoc-acdm,not_married,Adm-clerical,Not-in-family,?,?,0,[0-99],mittel,Columbia,0
20543,31,?,136398,?,married,?,?,Asian-Pac-Islander,Male,?,?,50,?,1
10426,?,private_sector,[100000-499999],Some-college,married,?,?,White,?,[0-99],?,40,Amerika,0
17848,[40-49],private_sector,?,high_school_graduate,separeted_divorced,professional_management,?,White,Female,[0-99],[0-99],?,United-States,0
47066,jung,private_sector,?,HS-grad,?,tech,?,White,Female,0,?,40,Amerika,0
13814,[20-29],Private,[100000-499999],?,Married-civ-spouse,Sales,?,White,?,0,0,[40-49],Amerika,0
47999,?,?,?,HS-grad,?,Craft-repair,related,?,Male,[0-99],0,mittel,?,0
11308,mittel,?,?,?,?,Prof-specialty,not_related,?,?,0,?,[30-39],United-States,0
25016,mittel,private_sector,?,high_school_graduate,separeted_divorced,?,Unmarried,Amer-Indian-Eskimo,Female,[0-99],0,mittel,United-States,0
12691,21,Private,263641,high_school_graduate,?,Sales,related,?,?,?,?,mittel,United-States,0
12520,jung,Private,243923,high_school_graduate,?,?,?,?,Male,[0-99],?,viel,Amerika,0
29295,51,Local-gov,153908,bachelor_and_higher,?,?,?,White,?,[0-99],?,mittel,Amerika,0
2472,?,Private,432565,?,?,?,related,White,Female,?,?,40,?,1
21143,[50-59],Private,[100000-499999],Assoc-acdm,not_married,professional_management,Not-in-family,White,Female,?,0,[60-69],Amerika,0
1281,[40-49],?,?,Assoc-acdm,Divorced,Prof-specialty,?,Asian-Pac-Islander,?,0,0,?,?,1
37504,?,?,41021,bachelor_and_higher,not_married,?,Not-in-family,?,?,?,[0-99],?,?,1
21138,[20-29],private_sector,?,?,married,craft,related,White,?,?,[0-99],[40-49],United-States,0
25312,33,?,?,bachelor_and_higher,?,professional_management,Husband,White,?,?,?,[40-49],Amerika,1
30871,jung,private_sector,160261,bachelor_and_higher,not_married,professional_management,?,?,?,0,[0-99],wenig,India,0
9567,65,Private,[100000-499999],?,Married-civ-spouse,?,related,?,Male,0,?,mittel,?,1
41711,[30-39],gov,177695,?,?,?,related,Amer-Indian-Eskimo,?,0,[0-99],40,?,0
20487,46,?,?,high_school_graduate,?,Other-service,Not-in-family,White,?,?,?,?,United-States,0
705,?,private_sector,?,bachelor_and_higher,separeted_divorced,?,related,White,Female,?,0,?,United-States,1
23424,56,gov,67662,Masters,separeted_divorced,professional_management,not_related,?,Female,0,0,39,United-States,0
30245,[10-19],?,?,?,not_married,admin_and_sales,?,White,Female,0,[0-99],?,Amerika,0
24148,46,?,[100000-499999],11th,married,Handlers-cleaners,?,White,Male,?,[0-99],[40-49],United-States,1
31733,mittel,?,287306,high_school_graduate,married,?,related,White,?,?,?,?,?,1
22038,jung,?,198258,Bachelors,?,Sales,Own-child,?,Male,?,0,?,?,0
33580,?,Private,?,HS-grad,married,Tech-support,?,?,Male,[0-99],[0-99],[40-49],United-States,0
11312,[50-59],private_sector,77905,?,?,admin_and_sales,?,White,?,?,?,?,Amerika,0
36366,?,private_sector,82050,Some-college,?,Transport-moving,related,?,?,0,0,[60-69],Amerika,1
34040,alt,Local-gov,197816,?,?,?,related,?,Male,0,[0-99],wenig,United-States,0
35146,mittel,State-gov,48358,HS-grad,?,craft,related,?,?,?,[0-99],mittel,?,1
38742,42,Private,324421,high_school_graduate,?,admin_and_sales,not_related,White,?,?,[0-99],[20-29],?,0
13674,mittel,Federal-gov,60267,high_school_graduate,married,Adm-clerical,?,White,Male,?,?,[40-49],United-States,1
27604,46,self_emp,204928,Some-college,?,admin_and_sales,?,White,?,0,[0-99],40,?,0
20821,mittel,Private,196797,?,not_married,?,?,?,Female,0,?,[30-39],United-States,0
30767,[40-49],Self-emp-inc,?,high_school_graduate,separeted_divorced,Sales,Not-in-family,?,Male,[0-99],0,25,Amerika,0
10516,mittel,private_sector,24728,HS-grad,Never-married,craft,not_related,White,Female,[0-99],[0-99],?,Amerika,0
16086,mittel,?,81794,12th,Married-civ-spouse,?,?,?,Female,[0-99],0,40,Amerika,0
5268,[20-29],State-gov,186569,Bachelors,Never-married,Prof-specialty,Own-child,?,?,[0-99],[0-99],wenig,United-States,0
18349,24,Private,[100000-499999],high_school_graduate,not_married,?,related,White,Male,[0-99],?,[30-39],?,0
9090,mittel,private_sector,?,high_school,not_married,?,not_related,White,Female,0,?,mittel,United-States,0
16392,?,Private,[100000-499999],bachelor_and_higher,not_married,professional_management,?,?,Male,?,?,[40-49],Amerika,0
11900,32,private_sector,?,high_school,Divorced,Protective-serv,?,White,Male,0,[0-99],[50-59],?,0
18892,?,Private,?,?,?,?,Husband,White,?,?,?,[40-49],?,1
4349,mittel,?,114758,bachelor_and_higher,?,?,?,White,Male,[10000-19999],?,65,?,1
40162,[40-49],gov,?,bachelor_and_higher,married,?,related,?,Male,0,?,?,?,1
4281,alt,Federal-gov,?,?,not_married,serives,not_related,White,Female,[0-99],0,[30-39],Amerika,0
8258,mittel,Private,1226583,?,?,?,?,White,?,?,?,?,?,1
37474,mittel,private_sector,?,Assoc-acdm,separeted_divorced,?,?,?,Female,?,0,[0-9],?,0
36797,?,?,[100000-499999],?,?,Protective-serv,Husband,?,?,0,?,32,Amerika,0
27054,jung,Private,297742,high_school_graduate,not_married,tech,related,?,Female,[0-99],[0-99],?,?,0
24552,?,Local-gov,[100000-499999],?,?,serives,Not-in-family,?,Female,[0-99],[0-99],24,United-States,0
28128,[30-39],Private,[100000-499999],high_school_graduate,married,Other-service,?,?,?,0,[0-99],[40-49],?,0
47396,mittel,?,[100000-499999],Bachelors,Married-civ-spouse,Prof-specialty,Husband,?,Male,0,0,[40-49],?,1
26128,44,gov,251305,high_school_graduate,Married-civ-spouse,Adm-clerical,related,?,?,0,0,?,Amerika,1
41575,?,private_sector,?,Some-college,Never-married,Machine-op-inspct,not_related,?,?,[0-99],0,[40-49],United-States,0
47090,jung,Private,41506,high_school,?,Other-service,not_related,White,Female,?,?,[30-39],?,0
26062,[20-29],private_sector,?,Some-college,not_married,?,Own-child,White,?,[0-99],0,mittel,Amerika,0
42281,mittel,private_sector,44671,HS-grad,Married-civ-spouse,Adm-clerical,Husband,?,Male,[0-99],?,mittel,United-States,0
2824,?,?,?,Bachelors,?,?,Husband,Black,?,[0-99],0,?,United-States,0
33825,?,private_sector,[100000-499999],high_school_graduate,?,admin_and_sales,not_related,White,Female,?,?,[40-49],United-States,0
26727,?,private_sector,?,bachelor_and_higher,?,?,?,White,Male,0,?,40,?,1
13036,[40-49],private_sector,257364,Some-college,?,?,?,?,Male,[0-99],[0-99],45,?,0
31004,jung,?,[100000-499999],high_school_graduate,?,Transport-moving,related,?,?,?,?,?,United-States,0
25812,64,?,169482,?,Married-spouse-absent,?,not_related,White,Female,0,0,[40-49],Amerika,0
24637,jung,private_sector,481175,high_school_graduate,not_married,Exec-managerial,related,Other,?,?,0,wenig,Amerika,0
43544,48,Local-gov,[100000-499999],bachelor_and_higher,?,Adm-clerical,?,White,Female,?,[0-99],[30-39],?,0
15857,?,?,[100000-499999],high_school_graduate,married,admin_and_sales,Husband,?,?,[0-99],[0-99],40,Amerika,1
14745,[30-39],private_sector,336061,HS-grad,?,?,related,?,Male,?,0,mittel,?,0
9862,[50-59],State-gov,?,?,Widowed,professional_management,not_related,White,?,0,[0-99],?,?,0
40760,35,private_sector,?,high_school_graduate,?,admin_and_sales,?,?,?,?,?,[40-49],Amerika,0
7747,[20-29],private_sector,210165,?,not_married,craft,not_related,?,Male,[0-99],?,?,Amerika,0
16744,[50-59],private_sector,[50000-99999],Bachelors,separeted_divorced,Sales,not_related,White,?,[0-99],[0-99],viel,Amerika,0
3742,?,Private,[100000-499999],Some-college,Divorced,craft,not_related,White,?,[0-99],[0-99],?,United-States,0
25189,51,Private,[100000-499999],Some-college,?,?,Not-in-family,?,?,[0-99],[0-99],[30-39],United-States,0
4126,[50-59],Self-emp-not-inc,?,?,?,Exec-managerial,?,Black,?,0,0,[40-49],United-States,0
37067,?,Private,172232,HS-grad,Never-married,craft,Not-in-family,White,Male,[0-99],0,mittel,?,0
35262,[50-59],Self-emp-not-inc,?,Some-college,?,Adm-clerical,Husband,White,Male,[0-99],0,[50-59],?,0
9877,58,Private,?,?,?,?,Not-in-family,White,Female,[10000-19999],?,mittel,Amerika,1
41154,40,?,?,HS-grad,?,Adm-clerical,not_related,White,?,0,0,32,?,0
24831,[20-29],?,321666,Assoc-acdm,?,?,Own-child,White,Male,?,?,20,?,0
12552,?,?,[100000-499999],high_school_graduate,?,Craft-repair,related,?,Male,?,0,[40-49],United-States,0
39989,?,Private,215618,?,married,professional_management,related,White,?,0,?,mittel,United-States,1
44964,jung,private_sector,[100000-499999],?,married,admin_and_sales,Wife,?,Female,[0-99],?,mittel,United-States,0
28700,40,?,?,high_school_graduate,married,admin_and_sales,?,White,Male,?,?,mittel,Amerika,1
36491,jung,?,[100000-499999],?,not_married,?,?,?,?,?,0,?,United-States,0
38523,[20-29],private_sector,203076,high_school,Married-civ-spouse,Handlers-cleaners,?,White,Male,[0-99],[0-99],mittel,United-States,0
18809,mittel,Self-emp-inc,[100000-499999],?,?,professional_management,Husband,?,?,7688,?,40,Amerika,1
8020,mittel,private_sector,?,high_school,separeted_divorced,?,not_related,White,Female,0,0,mittel,United-States,0
30435,?,Private,[100000-499999],high_school_graduate,?,professional_management,?,?,?,?,[0-99],?,Amerika,0
41340,mittel,Private,[13492-49999],Some-college,Divorced,Sales,not_related,White,?,0,0,55,Amerika,0
