record_id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22939,?,?,[13492-49999],?,married,?,?,?,?,[0-99],?,mittel,Amerika,0
43109,jung,private_sector,?,high_school,not_married,?,related,?,?,[0-99],[0-99],?,Amerika,0
18893,mittel,gov,?,bachelor_and_higher,married,professional_management,?,?,?,?,[0-99],mittel,Amerika,1
20512,mittel,private_sector,[100000-499999],?,?,professional_management,?,?,?,[0-99],?,mittel,?,1
25143,?,gov,?,high_school_graduate,?,?,related,?,?,[0-99],[0-99],?,?,0
1856,mittel,?,[50000-99999],?,?,professional_management,not_related,?,?,?,?,viel,?,0
9441,mittel,private_sector,?,high_school_graduate,?,?,?,?,?,[0-99],?,mittel,?,0
35133,?,?,?,bachelor_and_higher,married,?,?,?,?,?,[0-99],mittel,?,0
17307,?,?,[100000-499999],?,married,?,related,?,?,?,[0-99],mittel,Amerika,1
23497,alt,gov,?,?,?,protective,?,?,?,?,[0-99],?,?,0
4820,jung,?,?,high_school_graduate,married,?,related,?,?,[0-99],?,mittel,?,0
9372,mittel,private_sector,[100000-499999],bachelor_and_higher,?,?,related,?,?,[0-99],?,mittel,Amerika,1
20672,mittel,?,[50000-99999],high_school_graduate,separeted_divorced,?,not_related,?,?,[0-99],?,wenig,?,0
21547,?,self_emp,[13492-49999],?,married,?,?,?,?,?,[0-99],viel,Amerika,0
11789,?,?,[50000-99999],bachelor_and_higher,married,professional_management,?,?,?,[0-99],[0-99],mittel,Amerika,0
13520,jung,?,[500000-1490400],high_school_graduate,?,?,?,?,?,[0-99],?,?,Amerika,0
17495,?,private_sector,?,high_school_graduate,not_married,?,?,?,?,[0-99],?,?,Amerika,0
1658,jung,?,?,high_school_graduate,not_married,?,?,?,?,?,[0-99],wenig,?,0
24471,mittel,gov,?,?,?,?,?,?,?,[0-99],[0-99],mittel,?,1
21076,mittel,?,?,high_school_graduate,?,admin_and_sales,not_related,?,?,?,?,mittel,Amerika,0
20543,mittel,private_sector,[100000-499999],bachelor_and_higher,?,?,related,?,?,?,?,mittel,Asien,1
10426,?,private_sector,[100000-499999],high_school_graduate,?,professional_management,?,?,?,?,[0-99],mittel,Amerika,0
17848,mittel,private_sector,?,?,?,?,related,?,?,?,?,mittel,?,0
47066,jung,?,?,high_school_graduate,?,?,?,?,?,[0-99],?,mittel,Amerika,0
13814,jung,private_sector,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,?,0
47999,jung,private_sector,[100000-499999],high_school_graduate,married,craft,?,?,?,?,[0-99],?,Amerika,0
11308,mittel,?,?,?,separeted_divorced,?,not_related,?,?,[0-99],?,mittel,Amerika,0
25016,mittel,private_sector,?,high_school_graduate,?,admin_and_sales,not_related,?,?,[0-99],?,mittel,Amerika,0
12691,jung,?,?,high_school_graduate,separeted_divorced,?,related,?,?,?,[0-99],?,Amerika,0
12520,jung,?,[100000-499999],?,married,craft,related,?,?,[0-99],?,viel,?,0
29295,?,?,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,Amerika,0
2472,mittel,?,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,?,1
21143,mittel,private_sector,[100000-499999],high_school_graduate,not_married,professional_management,?,?,?,[0-99],?,?,?,0
1281,mittel,gov,[100000-499999],high_school_graduate,separeted_divorced,professional_management,?,?,?,[0-99],[0-99],mittel,Asien,1
37504,mittel,gov,?,?,not_married,professional_management,?,?,?,[0-99],[0-99],mittel,Amerika,1
21138,jung,private_sector,?,high_school_graduate,?,?,related,?,?,?,?,?,?,0
25312,mittel,private_sector,?,?,married,professional_management,?,?,?,[0-99],?,?,?,1
30871,jung,private_sector,[100000-499999],?,?,professional_management,not_related,?,?,?,[0-99],?,Asien,0
9567,alt,?,[100000-499999],high_school_graduate,married,?,?,?,?,[0-99],[0-99],mittel,?,1
41711,mittel,gov,[100000-499999],high_school_graduate,?,?,?,?,?,[0-99],[0-99],mittel,Amerika,0
20487,?,private_sector,[50000-99999],?,separeted_divorced,?,not_related,?,?,?,[0-99],wenig,Amerika,0
705,?,?,?,?,?,professional_management,?,?,?,[0-99],?,?,?,1
23424,mittel,?,?,bachelor_and_higher,separeted_divorced,?,?,?,?,[0-99],?,mittel,Amerika,0
30245,?,?,?,?,?,admin_and_sales,related,?,?,[0-99],?,?,Amerika,0
24148,mittel,?,?,high_school,?,serives,related,?,?,?,[0-99],mittel,Amerika,1
31733,mittel,private_sector,?,high_school_graduate,?,?,related,?,?,[10000-19999],?,viel,?,1
22038,?,private_sector,?,bachelor_and_higher,not_married,admin_and_sales,related,?,?,?,?,?,?,0
33580,?,private_sector,[100000-499999],high_school_graduate,?,tech,?,?,?,[0-99],?,?,?,0
11312,mittel,?,[50000-99999],?,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,?,0
36366,mittel,?,?,high_school_graduate,married,craft,?,?,?,[0-99],?,viel,?,1
34040,alt,gov,?,?,?,?,related,?,?,[0-99],[0-99],?,Amerika,0
35146,mittel,?,?,high_school_graduate,?,craft,related,?,?,?,[0-99],mittel,?,1
38742,?,?,?,?,?,admin_and_sales,not_related,?,?,[0-99],[0-99],wenig,Amerika,0
13674,mittel,?,[50000-99999],high_school_graduate,married,admin_and_sales,related,?,?,[0-99],?,mittel,Amerika,1
27604,mittel,self_emp,?,?,?,?,related,?,?,[0-99],[0-99],mittel,?,0
20821,?,?,[100000-499999],high_school_graduate,?,craft,?,?,?,?,?,?,?,0
30767,?,self_emp,?,?,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,Amerika,0
10516,?,?,[13492-49999],?,not_married,?,?,?,?,[0-99],?,mittel,?,0
16086,?,private_sector,?,high_school,?,?,related,?,?,[0-99],?,mittel,Amerika,0
5268,?,?,?,bachelor_and_higher,not_married,?,?,?,?,?,?,wenig,?,0
18349,jung,private_sector,?,high_school_graduate,not_married,admin_and_sales,related,?,?,[0-99],?,mittel,Amerika,0
9090,mittel,?,[100000-499999],high_school,?,?,not_related,?,?,[0-99],[0-99],?,?,0
16392,mittel,private_sector,[100000-499999],?,?,?,?,?,?,?,[0-99],?,Amerika,0
11900,?,private_sector,[100000-499999],?,separeted_divorced,?,?,?,?,?,?,mittel,?,0
18892,mittel,?,?,?,?,tech,related,?,?,[0-99],?,?,Amerika,1
4349,?,?,?,?,?,?,related,?,?,[10000-19999],[0-99],?,?,1
40162,mittel,?,?,bachelor_and_higher,married,?,related,?,?,[0-99],[0-99],?,?,1
4281,alt,gov,?,elementary_school,not_married,serives,not_related,?,?,[0-99],[0-99],?,Amerika,0
8258,mittel,private_sector,[500000-1490400],bachelor_and_higher,?,?,?,?,?,?,[0-99],?,?,1
37474,mittel,?,[13492-49999],high_school_graduate,separeted_divorced,tech,?,?,?,[0-99],?,wenig,Amerika,0
36797,mittel,?,[100000-499999],high_school_graduate,married,?,related,?,?,?,[0-99],mittel,?,0
27054,?,?,?,high_school_graduate,not_married,tech,related,?,?,?,[0-99],?,Amerika,0
24552,mittel,gov,[100000-499999],high_school,not_married,serives,?,?,?,[0-99],?,?,Amerika,0
28128,mittel,?,?,high_school_graduate,?,?,related,?,?,[0-99],[0-99],mittel,?,0
47396,?,?,?,?,married,professional_management,related,?,?,[0-99],?,mittel,Amerika,1
26128,mittel,gov,?,high_school_graduate,married,?,?,?,?,[0-99],[0-99],?,Amerika,1
41575,jung,?,?,high_school_graduate,?,?,?,?,?,[0-99],?,?,Amerika,0
47090,jung,?,[13492-49999],high_school,?,?,?,?,?,[0-99],[0-99],?,?,0
26062,jung,private_sector,[100000-499999],high_school_graduate,not_married,serives,?,?,?,?,[0-99],?,?,0
42281,?,private_sector,?,high_school_graduate,?,admin_and_sales,related,?,?,?,?,?,Amerika,0
2824,mittel,?,?,?,married,professional_management,related,?,?,?,[0-99],mittel,?,0
33825,mittel,private_sector,[100000-499999],high_school_graduate,not_married,?,?,?,?,[0-99],[0-99],mittel,?,0
26727,alt,?,?,bachelor_and_higher,married,professional_management,related,?,?,[0-99],[0-99],mittel,Amerika,1
13036,mittel,?,?,high_school_graduate,?,?,?,?,?,[0-99],[0-99],mittel,?,0
31004,?,private_sector,[100000-499999],?,?,craft,related,?,?,[0-99],?,mittel,Amerika,0
25812,alt,private_sector,[100000-499999],?,?,professional_management,?,?,?,[0-99],?,?,Amerika,0
24637,jung,?,[100000-499999],?,not_married,professional_management,?,?,?,?,[0-99],wenig,?,0
43544,?,gov,?,bachelor_and_higher,?,admin_and_sales,?,?,?,[0-99],?,mittel,?,0
15857,?,?,?,high_school_graduate,married,?,?,?,?,[0-99],[0-99],mittel,Amerika,1
14745,mittel,private_sector,?,?,married,?,related,?,?,?,?,?,?,0
9862,mittel,gov,[100000-499999],bachelor_and_higher,?,?,not_related,?,?,[0-99],?,mittel,?,0
40760,mittel,?,?,?,not_married,admin_and_sales,not_related,?,?,[0-99],?,mittel,Amerika,0
7747,jung,?,[100000-499999],high_school_graduate,not_married,craft,not_related,?,?,[0-99],[0-99],mittel,Amerika,0
16744,mittel,private_sector,?,?,separeted_divorced,?,not_related,?,?,[0-99],?,?,Amerika,0
3742,mittel,?,?,?,?,craft,not_related,?,?,[0-99],[0-99],?,Amerika,0
25189,?,?,?,high_school_graduate,?,professional_management,?,?,?,[0-99],[0-99],?,Amerika,0
4126,mittel,self_emp,[100000-499999],high_school_graduate,married,professional_management,related,?,?,[0-99],?,mittel,Amerika,0
37067,jung,?,[100000-499999],?,not_married,craft,not_related,?,?,[0-99],?,?,Amerika,0
35262,?,self_emp,?,?,married,admin_and_sales,?,?,?,?,?,mittel,Amerika,0
9877,mittel,?,?,?,?,?,not_related,?,?,[10000-19999],?,?,?,1
41154,mittel,?,[100000-499999],high_school_graduate,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,?,0
24831,?,?,?,?,not_married,?,related,?,?,?,?,wenig,Amerika,0
12552,mittel,?,?,?,?,?,related,?,?,?,[0-99],mittel,?,0
39989,?,?,?,bachelor_and_higher,?,professional_management,?,?,?,[0-99],[0-99],mittel,Amerika,1
44964,jung,?,[100000-499999],?,married,?,?,?,?,[0-99],[0-99],mittel,?,0
28700,?,?,?,?,?,?,related,?,?,[0-99],?,mittel,?,1
36491,jung,private_sector,?,?,not_married,?,related,?,?,[0-99],?,mittel,Amerika,0
38523,jung,private_sector,?,high_school,?,serives,related,?,?,[0-99],?,mittel,Amerika,0
18809,mittel,self_emp,[100000-499999],bachelor_and_higher,?,?,related,?,?,?,[0-99],?,Amerika,1
8020,mittel,?,?,high_school,?,?,not_related,?,?,?,?,mittel,Amerika,0
30435,?,?,?,high_school_graduate,separeted_divorced,?,?,?,?,?,[0-99],mittel,?,0
41340,mittel,?,[13492-49999],high_school_graduate,?,admin_and_sales,?,?,?,?,?,mittel,Amerika,0
12006,?,?,?,?,married,craft,related,?,?,[0-99],[0-99],mittel,?,0
39788,mittel,private_sector,?,bachelor_and_higher,?,?,?,?,?,[0-99],?,mittel,Amerika,0
39338,?,?,?,?,married,craft,?,?,?,[0-99],[0-99],mittel,Amerika,0
41925,jung,?,[100000-499999],?,not_married,?,related,?,?,[0-99],[0-99],mittel,Europa,0
33379,?,?,?,?,?,?,?,?,?,?,[0-99],?,Amerika,0
42842,jung,?,?,high_school_graduate,?,?,?,?,?,[0-99],?,?,?,0
20883,?,?,[100000-499999],high_school_graduate,?,?,?,?,?,?,[0-99],mittel,?,0
21866,mittel,?,?,?,?,?,related,?,?,?,[0-99],viel,?,1
621,?,private_sector,[100000-499999],high_school,?,serives,?,?,?,[0-99],[0-99],?,Amerika,0
34612,mittel,self_emp,[100000-499999],?,?,admin_and_sales,related,?,?,[0-99],[0-99],mittel,Amerika,0
1323,mittel,private_sector,[100000-499999],high_school_graduate,married,craft,?,?,?,?,?,wenig,?,1
9084,mittel,?,[100000-499999],bachelor_and_higher,separeted_divorced,professional_management,not_related,?,?,?,[0-99],mittel,?,1
14257,jung,?,?,high_school_graduate,?,serives,?,?,?,?,[0-99],mittel,Amerika,0
11472,mittel,gov,?,?,married,professional_management,related,?,?,[0-99],?,mittel,Amerika,1
25616,mittel,?,[100000-499999],?,?,admin_and_sales,not_related,?,?,?,?,mittel,Amerika,0
22077,mittel,private_sector,[100000-499999],?,separeted_divorced,?,not_related,?,?,?,[0-99],wenig,?,0
20569,jung,?,[100000-499999],?,married,?,?,?,?,[0-99],?,?,?,1
7754,jung,private_sector,?,?,not_married,?,?,?,?,[0-99],?,wenig,?,0
39417,mittel,?,[100000-499999],?,?,craft,not_related,?,?,[0-99],[0-99],mittel,Amerika,0
13046,jung,?,?,?,married,?,?,?,?,[0-99],[0-99],?,?,0
16772,?,private_sector,[100000-499999],high_school_graduate,not_married,?,not_related,?,?,[0-99],[0-99],?,Amerika,0
46244,mittel,private_sector,[100000-499999],?,?,serives,?,?,?,?,?,mittel,?,0
46316,?,private_sector,?,high_school,not_married,admin_and_sales,not_related,?,?,?,?,?,Amerika,0
