record_id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46027,[50-59],?,?,bachelor_and_higher,?,?,?,?,?,?,?,[40-49],Amerika,0
2993,?,private_sector,[100000-499999],high_school,married,?,?,?,?,?,[0-99],[40-49],?,0
32891,?,private_sector,?,?,not_married,?,related,?,?,?,?,[20-29],Amerika,0
46125,[30-39],?,[13492-49999],?,not_married,serives,related,?,?,[0-99],[0-99],[20-29],Amerika,0
674,mittel,?,?,high_school_graduate,married,admin_and_sales,?,?,?,?,?,mittel,Amerika,1
31996,[40-49],?,?,?,?,craft,related,?,?,?,?,[50-59],?,1
36980,mittel,?,[100000-499999],high_school_graduate,?,?,not_related,?,?,?,?,?,?,0
10160,?,?,?,high_school_graduate,?,?,?,?,?,?,[0-99],[20-29],Amerika,0
42753,[30-39],private_sector,?,high_school,not_married,protective,not_related,?,?,[0-99],?,mittel,Amerika,0
8248,[20-29],private_sector,[50000-99999],?,?,?,?,?,?,?,[0-99],?,?,0
44551,mittel,?,[13492-49999],?,?,?,not_related,?,?,[0-99],[0-99],mittel,Amerika,0
36345,alt,?,?,?,married,?,related,?,?,?,[0-99],[40-49],Amerika,0
4948,?,gov,?,high_school_graduate,?,professional_management,?,?,?,[0-99],?,[40-49],Amerika,0
9994,mittel,?,[100000-499999],?,?,craft,?,?,?,?,?,viel,?,0
42795,?,?,[50000-99999],high_school_graduate,?,serives,related,?,?,?,?,mittel,?,1
33220,[30-39],private_sector,?,high_school_graduate,separeted_divorced,?,not_related,?,?,[0-99],[0-99],mittel,Amerika,0
16546,?,private_sector,?,high_school_graduate,?,craft,not_related,?,?,?,[0-99],mittel,Amerika,0
34719,?,?,?,?,?,?,?,?,?,?,?,mittel,?,0
46484,?,self_emp,[100000-499999],?,separeted_divorced,professional_management,not_related,?,?,[0-99],?,mittel,Amerika,0
40025,mittel,gov,?,?,married,?,?,?,?,[0-99],?,mittel,Amerika,0
47198,[30-39],?,?,high_school_graduate,?,?,?,?,?,[0-99],?,[40-49],?,0
10534,[40-49],private_sector,[100000-499999],?,?,?,?,?,?,[2000-4999],?,mittel,?,1
39875,?,private_sector,?,?,married,professional_management,?,?,?,?,?,?,?,1
12658,mittel,private_sector,[100000-499999],high_school_graduate,?,?,?,?,?,?,[0-99],[30-39],Amerika,0
45324,?,private_sector,?,high_school_graduate,not_married,?,not_related,?,?,[0-99],?,[40-49],?,0
43970,?,?,[100000-499999],high_school,?,tech,?,?,?,[0-99],?,?,?,0
19800,[30-39],self_emp,[100000-499999],high_school_graduate,not_married,craft,?,?,?,?,?,?,?,0
45101,mittel,?,[100000-499999],bachelor_and_higher,?,professional_management,?,?,?,[0-99],[0-99],mittel,?,1
38965,?,?,?,?,not_married,?,related,?,?,[100-999],?,wenig,?,0
14382,?,?,[100000-499999],high_school_graduate,?,tech,related,?,?,?,?,[30-39],?,0
32288,[20-29],?,[50000-99999],?,?,?,related,?,?,?,[0-99],?,Amerika,0
31808,mittel,?,[100000-499999],high_school_graduate,?,?,not_related,?,?,?,?,?,?,0
2481,mittel,self_emp,[100000-499999],bachelor_and_higher,?,?,related,?,?,?,?,mittel,Amerika,1
1587,jung,self_emp,?,?,?,?,related,?,?,?,?,?,Amerika,0
38038,?,?,?,?,married,professional_management,?,?,?,?,?,?,Amerika,1
45740,[60-69],?,?,?,?,?,?,?,?,?,[0-99],mittel,Amerika,0
29464,mittel,gov,?,?,married,tech,related,?,?,[0-99],[0-99],[40-49],Amerika,0
35345,mittel,?,[100000-499999],bachelor_and_higher,?,?,?,?,?,?,?,viel,Amerika,0
33448,mittel,?,[100000-499999],?,married,?,related,?,?,?,?,?,?,1
13955,[40-49],gov,?,?,married,admin_and_sales,?,?,?,?,[0-99],?,Amerika,1
44555,[50-59],private_sector,[100000-499999],?,separeted_divorced,serives,?,?,?,[0-99],[0-99],mittel,?,0
14464,mittel,?,?,?,?,?,related,?,?,?,?,?,Amerika,1
24245,mittel,gov,?,?,?,?,related,?,?,?,[0-99],?,?,0
23349,[30-39],?,?,bachelor_and_higher,not_married,professional_management,?,?,?,[0-99],?,mittel,?,0
25316,mittel,private_sector,?,high_school_graduate,?,craft,?,?,?,[0-99],[0-99],viel,?,1
9328,[20-29],?,[100000-499999],high_school_graduate,?,serives,?,?,?,?,?,wenig,?,0
31760,[20-29],?,?,high_school_graduate,not_married,tech,related,?,?,?,?,mittel,Amerika,0
20467,?,private_sector,?,high_school_graduate,?,?,related,?,?,?,[0-99],[40-49],Amerika,1
7405,mittel,?,?,?,separeted_divorced,?,not_related,?,?,[0-99],?,[40-49],?,0
32610,?,self_emp,?,high_school_graduate,?,?,?,?,?,[0-99],?,mittel,Amerika,0
34470,alt,private_sector,?,?,married,craft,?,?,?,?,?,[40-49],?,0
34011,?,gov,?,high_school_graduate,separeted_divorced,professional_management,not_related,?,?,[0-99],?,mittel,?,1
24914,mittel,?,?,high_school_graduate,separeted_divorced,serives,?,?,?,?,?,[40-49],Amerika,0
35450,[50-59],?,?,high_school_graduate,married,serives,related,?,?,?,?,?,Amerika,1
16132,?,private_sector,[100000-499999],high_school_graduate,?,?,not_related,?,?,[0-99],[0-99],?,?,0
24141,?,gov,?,?,?,?,?,?,?,?,[0-99],[40-49],?,0
12633,mittel,gov,?,bachelor_and_higher,separeted_divorced,professional_management,not_related,?,?,?,[0-99],?,Amerika,0
25030,mittel,private_sector,[100000-499999],?,married,?,?,?,?,?,[0-99],[40-49],?,0
11756,[30-39],private_sector,?,?,?,craft,?,?,?,[0-99],[0-99],[40-49],?,0
22939,?,?,[13492-49999],?,married,?,?,?,?,[0-99],?,mittel,Amerika,0
43109,jung,private_sector,?,high_school,not_married,?,related,?,?,[0-99],[0-99],?,Amerika,0
18893,[50-59],gov,?,bachelor_and_higher,married,professional_management,?,?,?,?,[0-99],[40-49],Amerika,1
20512,mittel,private_sector,[100000-499999],?,?,professional_management,?,?,?,[0-99],?,[50-59],?,1
25143,?,gov,?,high_school_graduate,?,?,related,?,?,[0-99],[0-99],?,?,0
1856,[40-49],?,[50000-99999],?,?,professional_management,not_related,?,?,?,?,[60-69],?,0
9441,[40-49],private_sector,?,high_school_graduate,?,?,?,?,?,[0-99],?,mittel,?,0
35133,?,?,?,bachelor_and_higher,married,?,?,?,?,?,[0-99],[40-49],?,0
17307,?,?,[100000-499999],?,married,?,related,?,?,?,[0-99],[40-49],Amerika,1
23497,[60-69],gov,?,?,?,protective,?,?,?,?,[0-99],?,?,0
4820,jung,?,?,high_school_graduate,married,?,related,?,?,[0-99],?,[40-49],?,0
9372,mittel,private_sector,[100000-499999],bachelor_and_higher,?,?,related,?,?,[0-99],?,mittel,Amerika,1
20672,[40-49],?,[50000-99999],high_school_graduate,separeted_divorced,?,not_related,?,?,[0-99],?,[20-29],?,0
21547,?,self_emp,[13492-49999],?,married,?,?,?,?,?,[0-99],viel,Amerika,0
11789,?,?,[50000-99999],bachelor_and_higher,married,professional_management,?,?,?,[0-99],[0-99],mittel,Amerika,0
13520,jung,?,[500000-1490400],high_school_graduate,?,?,?,?,?,[0-99],?,?,Amerika,0
17495,?,private_sector,?,high_school_graduate,not_married,?,?,?,?,[0-99],?,?,Amerika,0
1658,[10-19],?,?,high_school_graduate,not_married,?,?,?,?,?,[0-99],[10-19],?,0
24471,mittel,gov,?,?,?,?,?,?,?,[0-99],[0-99],mittel,?,1
21076,mittel,?,?,high_school_graduate,?,admin_and_sales,not_related,?,?,?,?,[40-49],Amerika,0
20543,mittel,private_sector,[100000-499999],bachelor_and_higher,?,?,related,?,?,?,?,[50-59],Asien,1
10426,?,private_sector,[100000-499999],high_school_graduate,?,professional_management,?,?,?,?,[0-99],mittel,Amerika,0
17848,mittel,private_sector,?,?,?,?,related,?,?,?,?,[40-49],?,0
47066,jung,?,?,high_school_graduate,?,?,?,?,?,[0-99],?,[40-49],Amerika,0
13814,[20-29],private_sector,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,?,0
47999,[20-29],private_sector,[100000-499999],high_school_graduate,married,craft,?,?,?,?,[0-99],?,Amerika,0
11308,mittel,?,?,?,separeted_divorced,?,not_related,?,?,[0-99],?,[30-39],Amerika,0
25016,mittel,private_sector,?,high_school_graduate,?,admin_and_sales,not_related,?,?,[0-99],?,mittel,Amerika,0
12691,[20-29],?,?,high_school_graduate,separeted_divorced,?,related,?,?,?,[0-99],?,Amerika,0
12520,[20-29],?,[100000-499999],?,married,craft,related,?,?,[0-99],?,[80-89],?,0
29295,?,?,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,Amerika,0
2472,mittel,?,[100000-499999],?,?,?,?,?,?,[0-99],[0-99],?,?,1
21143,mittel,private_sector,[100000-499999],high_school_graduate,not_married,professional_management,?,?,?,[0-99],?,?,?,0
1281,mittel,gov,[100000-499999],high_school_graduate,separeted_divorced,professional_management,?,?,?,[0-99],[0-99],mittel,Asien,1
37504,mittel,gov,?,?,not_married,professional_management,?,?,?,[0-99],[0-99],[40-49],Amerika,1
21138,jung,private_sector,?,high_school_graduate,?,?,related,?,?,?,?,?,?,0
25312,[30-39],private_sector,?,?,married,professional_management,?,?,?,[0-99],?,?,?,1
30871,[20-29],private_sector,[100000-499999],?,?,professional_management,not_related,?,?,?,[0-99],?,Asien,0
9567,alt,?,[100000-499999],high_school_graduate,married,?,?,?,?,[0-99],[0-99],[40-49],?,1
41711,mittel,gov,[100000-499999],high_school_graduate,?,?,?,?,?,[0-99],[0-99],mittel,Amerika,0
20487,?,private_sector,[50000-99999],?,separeted_divorced,?,not_related,?,?,?,[0-99],[20-29],Amerika,0
705,?,?,?,?,?,professional_management,?,?,?,[0-99],?,?,?,1
23424,mittel,?,?,bachelor_and_higher,separeted_divorced,?,?,?,?,[0-99],?,[30-39],Amerika,0
30245,?,?,?,?,?,admin_and_sales,related,?,?,[0-99],?,?,Amerika,0
24148,[40-49],?,?,high_school,?,serives,related,?,?,?,[0-99],[40-49],Amerika,1
31733,mittel,private_sector,?,high_school_graduate,?,?,related,?,?,[10000-19999],?,viel,?,1
22038,?,private_sector,?,bachelor_and_higher,not_married,admin_and_sales,related,?,?,?,?,?,?,0
33580,?,private_sector,[100000-499999],high_school_graduate,?,tech,?,?,?,[0-99],?,?,?,0
11312,[50-59],?,[50000-99999],?,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,?,0
36366,mittel,?,?,high_school_graduate,married,craft,?,?,?,[0-99],?,viel,?,1
34040,alt,gov,?,?,?,?,related,?,?,[0-99],[0-99],?,Amerika,0
35146,[50-59],?,?,high_school_graduate,?,craft,related,?,?,?,[0-99],mittel,?,1
38742,?,?,?,?,?,admin_and_sales,not_related,?,?,[0-99],[0-99],wenig,Amerika,0
13674,[40-49],?,[50000-99999],high_school_graduate,married,admin_and_sales,related,?,?,[0-99],?,mittel,Amerika,1
27604,[40-49],self_emp,?,?,?,?,related,?,?,[0-99],[0-99],mittel,?,0
20821,?,?,[100000-499999],high_school_graduate,?,craft,?,?,?,?,?,?,?,0
30767,?,self_emp,?,?,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,Amerika,0
10516,?,?,[13492-49999],?,not_married,?,?,?,?,[0-99],?,mittel,?,0
16086,?,private_sector,?,high_school,?,?,related,?,?,[0-99],?,mittel,Amerika,0
5268,?,?,?,bachelor_and_higher,not_married,?,?,?,?,?,?,wenig,?,0
18349,jung,private_sector,?,high_school_graduate,not_married,admin_and_sales,related,?,?,[0-99],?,[30-39],Amerika,0
9090,mittel,?,[100000-499999],high_school,?,?,not_related,?,?,[0-99],[0-99],?,?,0
16392,[50-59],private_sector,[100000-499999],?,?,?,?,?,?,?,[0-99],?,Amerika,0
11900,?,private_sector,[100000-499999],?,separeted_divorced,?,?,?,?,?,?,[50-59],?,0
18892,mittel,?,?,?,?,tech,related,?,?,[0-99],?,?,Amerika,1
4349,?,?,?,?,?,?,related,?,?,[10000-19999],[0-99],?,?,1
40162,[40-49],?,?,bachelor_and_higher,married,?,related,?,?,[0-99],[0-99],?,?,1
4281,[60-69],gov,?,elementary_school,not_married,serives,not_related,?,?,[0-99],[0-99],?,Amerika,0
8258,[30-39],private_sector,[500000-1490400],bachelor_and_higher,?,?,?,?,?,?,[0-99],?,?,1
37474,mittel,?,[13492-49999],high_school_graduate,separeted_divorced,tech,?,?,?,[0-99],?,[0-9],Amerika,0
36797,[30-39],?,[100000-499999],high_school_graduate,married,?,related,?,?,?,[0-99],[30-39],?,0
27054,?,?,?,high_school_graduate,not_married,tech,related,?,?,?,[0-99],?,Amerika,0
24552,mittel,gov,[100000-499999],high_school,not_married,serives,?,?,?,[0-99],?,?,Amerika,0
28128,[30-39],?,?,high_school_graduate,?,?,related,?,?,[0-99],[0-99],[40-49],?,0
47396,?,?,?,?,married,professional_management,related,?,?,[0-99],?,mittel,Amerika,1
26128,mittel,gov,?,high_school_graduate,married,?,?,?,?,[0-99],[0-99],?,Amerika,1
41575,jung,?,?,high_school_graduate,?,?,?,?,?,[0-99],?,?,Amerika,0
47090,[10-19],?,[13492-49999],high_school,?,?,?,?,?,[0-99],[0-99],?,?,0
26062,jung,private_sector,[100000-499999],high_school_graduate,not_married,serives,?,?,?,?,[0-99],?,?,0
42281,?,private_sector,?,high_school_graduate,?,admin_and_sales,related,?,?,?,?,?,Amerika,0
2824,[30-39],?,?,?,married,professional_management,related,?,?,?,[0-99],[30-39],?,0
33825,mittel,private_sector,[100000-499999],high_school_graduate,not_married,?,?,?,?,[0-99],[0-99],mittel,?,0
26727,alt,?,?,bachelor_and_higher,married,professional_management,related,?,?,[0-99],[0-99],[40-49],Amerika,1
13036,mittel,?,?,high_school_graduate,?,?,?,?,?,[0-99],[0-99],[40-49],?,0
31004,?,private_sector,[100000-499999],?,?,craft,related,?,?,[0-99],?,[40-49],Amerika,0
25812,[60-69],private_sector,[100000-499999],?,?,professional_management,?,?,?,[0-99],?,?,Amerika,0
24637,jung,?,[100000-499999],?,not_married,professional_management,?,?,?,?,[0-99],[20-29],?,0
43544,?,gov,?,bachelor_and_higher,?,admin_and_sales,?,?,?,[0-99],?,[30-39],?,0
15857,?,?,?,high_school_graduate,married,?,?,?,?,[0-99],[0-99],mittel,Amerika,1
14745,mittel,private_sector,?,?,married,?,related,?,?,?,?,?,?,0
9862,[50-59],gov,[100000-499999],bachelor_and_higher,?,?,not_related,?,?,[0-99],?,[40-49],?,0
40760,[30-39],?,?,?,not_married,admin_and_sales,not_related,?,?,[0-99],?,mittel,Amerika,0
7747,jung,?,[100000-499999],high_school_graduate,not_married,craft,not_related,?,?,[0-99],[0-99],mittel,Amerika,0
16744,mittel,private_sector,?,?,separeted_divorced,?,not_related,?,?,[0-99],?,?,Amerika,0
3742,[30-39],?,?,?,?,craft,not_related,?,?,[0-99],[0-99],?,Amerika,0
25189,?,?,?,high_school_graduate,?,professional_management,?,?,?,[0-99],[0-99],?,Amerika,0
4126,[50-59],self_emp,[100000-499999],high_school_graduate,married,professional_management,related,?,?,[0-99],?,[40-49],Amerika,0
37067,jung,?,[100000-499999],?,not_married,craft,not_related,?,?,[0-99],?,?,Amerika,0
35262,?,self_emp,?,?,married,admin_and_sales,?,?,?,?,?,mittel,Amerika,0
9877,[50-59],?,?,?,?,?,not_related,?,?,[10000-19999],?,?,?,1
41154,mittel,?,[100000-499999],high_school_graduate,separeted_divorced,admin_and_sales,not_related,?,?,[0-99],?,?,?,0
24831,?,?,?,?,not_married,?,related,?,?,?,?,[20-29],Amerika,0
12552,mittel,?,?,?,?,?,related,?,?,?,[0-99],[40-49],?,0
39989,?,?,?,bachelor_and_higher,?,professional_management,?,?,?,[0-99],[0-99],[40-49],Amerika,1
44964,[20-29],?,[100000-499999],?,married,?,?,?,?,[0-99],[0-99],[30-39],?,0
28700,?,?,?,?,?,?,related,?,?,[0-99],?,[40-49],?,1
36491,jung,private_sector,?,?,not_married,?,related,?,?,[0-99],?,mittel,Amerika,0
38523,jung,private_sector,?,high_school,?,serives,related,?,?,[0-99],?,[40-49],Amerika,0
18809,[40-49],self_emp,[100000-499999],bachelor_and_higher,?,?,related,?,?,?,[0-99],?,Amerika,1
8020,mittel,?,?,high_school,?,?,not_related,?,?,?,?,mittel,Amerika,0
30435,?,?,?,high_school_graduate,separeted_divorced,?,?,?,?,?,[0-99],[30-39],?,0
41340,mittel,?,[13492-49999],high_school_graduate,?,admin_and_sales,?,?,?,?,?,mittel,Amerika,0
12006,?,?,?,?,married,craft,related,?,?,[0-99],[0-99],[40-49],?,0
39788,[30-39],private_sector,?,bachelor_and_higher,?,?,?,?,?,[0-99],?,mittel,Amerika,0
39338,?,?,?,?,married,craft,?,?,?,[0-99],[0-99],mittel,Amerika,0
41925,jung,?,[100000-499999],?,not_married,?,related,?,?,[0-99],[0-99],[40-49],Europa,0
33379,?,?,?,?,?,?,?,?,?,?,[0-99],?,Amerika,0
42842,[20-29],?,?,high_school_graduate,?,?,?,?,?,[0-99],?,?,?,0
20883,?,?,[100000-499999],high_school_graduate,?,?,?,?,?,?,[0-99],[40-49],?,0
21866,mittel,?,?,?,?,?,related,?,?,?,[0-99],[60-69],?,1
621,?,private_sector,[100000-499999],high_school,?,serives,?,?,?,[0-99],[0-99],?,Amerika,0
34612,mittel,self_emp,[100000-499999],?,?,admin_and_sales,related,?,?,[0-99],[0-99],[40-49],Amerika,0
1323,[50-59],private_sector,[100000-499999],high_school_graduate,married,craft,?,?,?,?,?,[20-29],?,1
9084,mittel,?,[100000-499999],bachelor_and_higher,separeted_divorced,professional_management,not_related,?,?,?,[0-99],[40-49],?,1
14257,jung,?,?,high_school_graduate,?,serives,?,?,?,?,[0-99],[30-39],Amerika,0
11472,[30-39],gov,?,?,married,professional_management,related,?,?,[0-99],?,mittel,Amerika,1
25616,mittel,?,[100000-499999],?,?,admin_and_sales,not_related,?,?,?,?,[40-49],Amerika,0
22077,mittel,private_sector,[100000-499999],?,separeted_divorced,?,not_related,?,?,?,[0-99],wenig,?,0
20569,[20-29],?,[100000-499999],?,married,?,?,?,?,[0-99],?,?,?,1
7754,[10-19],private_sector,?,?,not_married,?,?,?,?,[0-99],?,wenig,?,0
